CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,snwfl_amt_pst1hr,stn_pres,week_of_year
None,8.66, 43.6, None, None, None, None,2.663,0.003,40.56, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2016-08-26 00:00:00, None, None, None, None,35
None,8.59, 44.76, None, None, None, None,3.965,0.014,39.46, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2016-08-26 01:00:00, None, None, None, None,35
None,7.81, 47.46, None, None, None, None,4.546,0.0,141.1, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2016-08-26 02:00:00, None, None, None, None,35
None,7.42, 48.49, None, None, None, None,0.0,0.0,0.0, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2016-08-26 03:00:00, None, None, None, None,35
None,6.901, 60.15, None, None, None, None,0.0,0.0,0.0, None, None, None, None, None, 0.0, None, None, None, None, None, None, None,2016-08-26 04:00:00, None, None, None, None,35
None,6.237, 68.56, None, None, None, None,0.0,0.0,0.0, None, None, None, None, None, 1.0, None, None, None, None, None, None, None,2016-08-26 05:00:00, None, None, None, None,35
None,5.831, 71.6, None, None, None, None,0.0,0.0,0.0, None, None, None, None, None, 1.0, None, None, None, None, None, None, None,2016-08-26 06:00:00, None, None, None, None,35
None,5.803, 76.8, None, None, None, None,0.0,0.0,0.0, None, None, None, None, None, 2.0, None, None, None, None, None, None, None,2016-08-26 07:00:00, None, None, None, None,35
None,7.45, 70.6, None, None, None, None,0.0,0.0,0.0, None, None, None, None, None, 2.0, None, None, None, None, None, None, None,2016-08-26 08:00:00, None, None, None, None,35
None,10.02, 53.74, None, None, None, None,4.003,0.086,158.8, None, None, None, None, None, 1.0, None, None, None, None, None, None, None,2016-08-26 09:00:00, None, None, None, None,35
None,10.82, 51.01, None, None, None, None,9.12,0.371,184.4, None, None, None, None, None, 1.0, None, None, None, None, None, None, None,2016-08-26 10:00:00, None, None, None, None,35
None,11.72, 47.92, None, None, None, None,18.16,2.151,192.5, None, None, None, None, None, 1.0, None, None, None, None, None, None, None,2016-08-26 11:00:00, None, None, None, None,35
None,14.11, 45.66, None, None, None, None,25.19,6.375,177.5, None, None, None, None, None, 3.0, None, None, None, None, None, None, None,2016-08-26 12:00:00, None, None, None, None,35
None,17.49, 30.37, None, None, None, None,24.62,10.6,184.7, None, None, None, None, None, 0.0, None, None, None, None, None, None, None,2016-08-26 13:00:00, None, None, None, None,35
None,17.5, 24.96, None, None, None, None,27.69,8.51,196.5, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2016-08-26 14:00:00, None, None, None, None,35
None,18.3, 20.4, None, None, None, None,20.77,9.33,190.5, None, None, None, None, None, -5.0, None, None, None, None, None, None, None,2016-08-26 15:00:00, None, None, None, None,35
None,17.77, 18.34, None, None, None, None,25.02,8.86,194.7, None, None, None, None, None, -7.0, None, None, None, None, None, None, None,2016-08-26 16:00:00, None, None, None, None,35
None,15.98, 19.39, None, None, None, None,17.96,1.959,214.4, None, None, None, None, None, -7.0, None, None, None, None, None, None, None,2016-08-26 17:00:00, None, None, None, None,35
None,14.63, 19.63, None, None, None, None,17.08,0.556,219.7, None, None, None, None, None, -8.0, None, None, None, None, None, None, None,2016-08-26 18:00:00, None, None, None, None,35
None,13.73, 22.57, None, None, None, None,8.04,0.085,227.9, None, None, None, None, None, -7.0, None, None, None, None, None, None, None,2016-08-26 19:00:00, None, None, None, None,35
None,10.45, 46.65, None, None, None, None,15.29,0.408,4.759, None, None, None, None, None, 0.0, None, None, None, None, None, None, None,2016-08-26 20:00:00, None, None, None, None,35
None,10.37, 47.78, None, None, None, None,9.12,0.143,352.7, None, None, None, None, None, 0.0, None, None, None, None, None, None, None,2016-08-26 21:00:00, None, None, None, None,35
None,10.52, 46.76, None, None, None, None,2.588,0.002,358.1, None, None, None, None, None, 0.0, None, None, None, None, None, None, None,2016-08-26 22:00:00, None, None, None, None,35
None,10.55, 54.91, None, None, None, None,1.062,0.0,85.6, None, None, None, None, None, 2.0, None, None, None, None, None, None, None,2016-08-26 23:00:00, None, None, None, None,35
None,10.89, 46.64, None, None, None, None,2.617,0.112,34.32, None, None, None, None, None, 0.0, None, None, None, None, None, None, None,2016-08-27 00:00:00, None, None, None, None,35
None,11.73, 45.31, None, None, None, None,4.156,0.123,107.3, None, None, None, None, None, 0.0, None, None, None, None, None, None, None,2016-08-27 01:00:00, None, None, None, None,35
None,12.13, 41.07, None, None, None, None,17.41,0.741,97.2, None, None, None, None, None, -1.0, None, None, None, None, None, None, None,2016-08-27 02:00:00, None, None, None, None,35
None,12.66, 36.78, None, None, None, None,13.44,2.908,102.2, None, None, None, None, None, -2.0, None, None, None, None, None, None, None,2016-08-27 03:00:00, None, None, None, None,35
None,13.04, 33.42, None, None, None, None,16.15,8.38,105.9, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2016-08-27 04:00:00, None, None, None, None,35
None,12.79, 33.35, None, None, None, None,19.91,8.66,104.8, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2016-08-27 05:00:00, None, None, None, None,35
None,12.38, 35.02, None, None, None, None,24.83,12.09,98.0, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2016-08-27 06:00:00, None, None, None, None,35
None,12.23, 39.12, None, None, None, None,20.79,10.85,108.3, None, None, None, None, None, -1.0, None, None, None, None, None, None, None,2016-08-27 07:00:00, None, None, None, None,35
None,9.98, 57.86, None, None, None, None,28.8,1.849,118.0, None, None, None, None, None, 2.0, None, None, None, None, None, None, None,2016-08-27 08:00:00, None, None, None, None,35
None,11.43, 46.83, None, None, None, None,38.73,3.598,118.8, None, None, None, None, None, 0.0, None, None, None, None, None, None, None,2016-08-27 09:00:00, None, None, None, None,35
None,12.28, 46.39, None, None, None, None,28.32,2.794,133.5, None, None, None, None, None, 1.0, None, None, None, None, None, None, None,2016-08-27 10:00:00, None, None, None, None,35
None,11.77, 46.59, None, None, None, None,24.13,0.261,155.8, None, None, None, None, None, 1.0, None, None, None, None, None, None, None,2016-08-27 11:00:00, None, None, None, None,35
None,10.95, 68.08, None, None, None, None,9.03,0.474,126.0, None, None, None, None, None, 5.0, None, None, None, None, None, None, None,2016-08-27 12:00:00, None, None, None, None,35
None,11.13, 66.19, None, None, None, None,18.61,3.301,115.6, None, None, None, None, None, 5.0, None, None, None, None, None, None, None,2016-08-27 13:00:00, None, None, None, None,35
None,11.53, 86.4, None, None, None, None,24.09,5.476,131.2, None, None, None, None, None, 9.0, None, None, None, None, None, None, None,2016-08-27 14:00:00, None, None, None, None,35
None,9.19, 79.7, None, None, None, None,58.76,0.316,11.79, None, None, None, None, None, 6.0, None, None, None, None, None, None, None,2016-08-27 15:00:00, None, None, None, None,35
None,6.732, 94.2, None, None, None, None,31.29,2.17,358.5, None, None, None, None, None, 6.0, None, None, None, None, None, None, None,2016-08-27 16:00:00, None, None, None, None,35
None,6.744, 102.2, None, None, None, None,5.417,0.106,22.67, None, None, None, None, None, 7.0, None, None, None, None, None, None, None,2016-08-27 17:00:00, None, None, None, None,35
None,7.71, 100.0, None, None, None, None,6.221,0.332,113.2, None, None, None, None, None, 8.0, None, None, None, None, None, None, None,2016-08-27 18:00:00, None, None, None, None,35
None,7.23, 90.9, None, None, None, None,11.63,1.371,123.1, None, None, None, None, None, 6.0, None, None, None, None, None, None, None,2016-08-27 19:00:00, None, None, None, None,35
None,6.388, 95.9, None, None, None, None,27.47,0.384,51.69, None, None, None, None, None, 6.0, None, None, None, None, None, None, None,2016-08-27 20:00:00, None, None, None, None,35
None,6.343, 100.3, None, None, None, None,2.727,0.002,94.7, None, None, None, None, None, 6.0, None, None, None, None, None, None, None,2016-08-27 21:00:00, None, None, None, None,35
None,6.058, 102.3, None, None, None, None,3.45,0.001,48.56, None, None, None, None, None, 6.0, None, None, None, None, None, None, None,2016-08-27 22:00:00, None, None, None, None,35
None,5.658, 102.7, None, None, None, None,0.0,0.0,53.02, None, None, None, None, None, 6.0, None, None, None, None, None, None, None,2016-08-27 23:00:00, None, None, None, None,35
None,5.669, None, None, None, None, None,0.0,0.0,0.0, None, None, None, None, None, 6.0, None, None, None, None, None, None, None,2016-08-28 00:00:00, None, None, None, None,35
None,5.308, None, None, None, None, None,0.0,0.0,0.0, None, None, None, None, None, 5.0, None, None, None, None, None, None, None,2016-08-28 01:00:00, None, None, None, None,35
None,5.336, None, None, None, None, None,0.0,0.0,0.0, None, None, None, None, None, 5.0, None, None, None, None, None, None, None,2016-08-28 02:00:00, None, None, None, None,35
None,5.253, None, None, None, None, None,5.099,0.013,356.9, None, None, None, None, None, 5.0, None, None, None, None, None, None, None,2016-08-28 03:00:00, None, None, None, None,35
None,5.092, None, None, None, None, None,0.0,0.0,0.0, None, None, None, None, None, 5.0, None, None, None, None, None, None, None,2016-08-28 04:00:00, None, None, None, None,35
None,5.026, None, None, None, None, None,0.0,0.0,0.0, None, None, None, None, None, 5.0, None, None, None, None, None, None, None,2016-08-28 05:00:00, None, None, None, None,35
None,4.771, None, None, None, None, None,0.0,0.0,0.0, None, None, None, None, None, 5.0, None, None, None, None, None, None, None,2016-08-28 06:00:00, None, None, None, None,35
None,5.329, None, None, None, None, None,0.0,0.0,0.0, None, None, None, None, None, 5.0, None, None, None, None, None, None, None,2016-08-28 07:00:00, None, None, None, None,35
