time,ONE_DAY_PRECIPITATION,MAX_TEMP,MIN_TEMP,week_of_year
2016-03-25,0.0,14.5,3.7,13
2016-03-26,1.0,14.6,3.4,13
2016-03-27,7.0,9.3,3.3,13
2016-03-28,0.0,14.8,2.4,13
2016-03-29,0.0,20.2,2.4,13
2016-03-30,0.0,23.8,5.0,13
2016-03-31,0.0,21.7,5.6,13
