time,ONE_DAY_PRECIPITATION,MAX_TEMP,MIN_TEMP,week_of_year
2016-03-25,0.0,8.7,-0.8,13
2016-03-26,8.0,8.9,4.0,13
2016-03-27,2.0,10.5,1.3,13
2016-03-28,0.0,12.0,-0.1,13
2016-03-29,0.0,18.4,1.1,13
2016-03-30,0.0,20.5,2.4,13
2016-03-31,1.0,19.9,3.1,13
