AirTemp,ONE_DAY_PRECIPITATION,Snow_WE,time,MIN_TEMP,MAX_TEMP,week_of_year,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,SWE,ONE_DAY_SNOW,air_temp_1,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,mslp,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,snw_dpth,HEIGHT_OF_SNOW,stn_pres
,2.5, None,2020-01-29,-8.4,-1.8,5,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0, None,2020-01-30,-11.2,-3.4,5,,,,,,,,,,,,,,,,,,,,,,,,,,
,13.4, None,2020-01-31,-4.2,1.1,5,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.0, None,2020-02-01,-9.1,2.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0, None,2020-02-02,-16.9,-5.5,5,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0, None,2020-02-03,-19.5,-8.4,5,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.5, None,2020-02-04,-20.1,-11.7,5,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2020-01-29 00:00:00, None, None,5,676.0,499.0, None, None,-1.7,,,,,,,,,,,,,,,,,,,,,
,,,2020-01-29 01:00:00, None, None,5,676.0,499.0, None, None,-2.4,,,,,,,,,,,,,,,,,,,,,
,,,2020-01-29 02:00:00, None, None,5,676.0,499.0, None, None,-3.7,,,,,,,,,,,,,,,,,,,,,
,,,2020-01-29 03:00:00, None, None,5,676.0,499.0, None, None,-3.4,,,,,,,,,,,,,,,,,,,,,
,,,2020-01-29 04:00:00, None, None,5,676.0,499.0, None, None,-4.4,,,,,,,,,,,,,,,,,,,,,
,,,2020-01-29 05:00:00, None, None,5,676.0,499.0, None, None,-5.2,,,,,,,,,,,,,,,,,,,,,
,,,2020-01-29 06:00:00, None, None,5,676.0,499.0, None, None,-7.0,,,,,,,,,,,,,,,,,,,,,
,,,2020-01-29 07:00:00, None, None,5,676.0,499.0, None, None,-7.4,,,,,,,,,,,,,,,,,,,,,
,,,2020-01-29 08:00:00, None, None,5,676.0,499.0, None, None,-7.0,,,,,,,,,,,,,,,,,,,,,
,,,2020-01-29 09:00:00, None, None,5,676.0,499.0, None, None,-7.6,,,,,,,,,,,,,,,,,,,,,
