pcpn_amt_pst24hrs,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,cum_pcpn_amt,ONE_DAY_SNOW,time,air_temp_1,MIN_TEMP,snw_dpth,MAX_TEMP,week_of_year
22.0, None, 0.0,991.0,570.0, None,2020-06-03 00:00:00,0.5, None,174.0, None,23
22.0, None, 0.0,990.0,570.0, None,2020-06-03 01:00:00,-0.3, None,174.0, None,23
22.0, None, 0.0,990.0,570.0, None,2020-06-03 02:00:00,0.3, None,174.0, None,23
23.0, None, 1.0,989.0,571.0, None,2020-06-03 03:00:00,0.2, None,175.0, None,23
23.0, None, 0.0,989.0,571.0, None,2020-06-03 04:00:00,0.3, None,175.0, None,23
24.0, None, 1.0,988.0,572.0, None,2020-06-03 05:00:00,0.1, None,176.0, None,23
24.0, None, 0.0,988.0,572.0, None,2020-06-03 06:00:00,-0.5, None,176.0, None,23
24.0, None, 1.0,988.0,573.0, None,2020-06-03 07:00:00,0.6, None,177.0, None,23
23.0, None, 0.0,987.0,573.0, None,2020-06-03 08:00:00,1.0, None,177.0, None,23
19.0, None, 0.0,987.0,573.0, None,2020-06-03 10:00:00,2.7, None,176.0, None,23
17.0, None, 0.0,987.0,573.0, None,2020-06-03 11:00:00,1.6, None,175.0, None,23
15.0, None, 0.0,987.0,573.0, None,2020-06-03 12:00:00,3.0, None,175.0, None,23
13.0, None, 0.0,988.0,573.0, None,2020-06-03 13:00:00,3.6, None,174.0, None,23
13.0, None, 1.0,988.0,574.0, None,2020-06-03 14:00:00,4.6, None,173.0, None,23
10.0, None, None,989.0,573.0, None,2020-06-03 15:00:00,4.5, None,173.0, None,23
7.0, None, None,989.0,572.0, None,2020-06-03 16:00:00,1.9, None,173.0, None,23
5.0, None, 0.0,988.0,572.0, None,2020-06-03 17:00:00,2.3, None,172.0, None,23
7.0, None, 2.0,988.0,574.0, None,2020-06-03 18:00:00,2.6, None,171.0, None,23
6.0, None, 0.0,988.0,574.0, None,2020-06-03 19:00:00,1.6, None,172.0, None,23
7.0, None, 1.0,987.0,575.0, None,2020-06-03 20:00:00,1.2, None,172.0, None,23
5.0, None, 0.0,985.0,575.0, None,2020-06-03 23:00:00,0.3, None,173.0, None,23
5.0, None, 0.0,985.0,575.0, None,2020-06-04 00:00:00,0.0, None,173.0, None,23
5.0, None, 0.0,984.0,575.0, None,2020-06-04 01:00:00,0.1, None,173.0, None,23
5.0, None, 0.0,984.0,575.0, None,2020-06-04 02:00:00,-1.2, None,173.0, None,23
4.0, None, 0.0,983.0,575.0, None,2020-06-04 03:00:00,-0.4, None,173.0, None,23
4.0, None, 0.0,982.0,575.0, None,2020-06-04 04:00:00,-1.2, None,173.0, None,23
3.0, None, 0.0,982.0,575.0, None,2020-06-04 05:00:00,-1.4, None,173.0, None,23
3.0, None, 0.0,982.0,575.0, None,2020-06-04 06:00:00,0.2, None,173.0, None,23
3.0, None, 1.0,982.0,576.0, None,2020-06-04 07:00:00,3.1, None,173.0, None,23
3.0, None, 0.0,982.0,576.0, None,2020-06-04 08:00:00,4.2, None,172.0, None,23
3.0, None, 0.0,982.0,576.0, None,2020-06-04 09:00:00,4.2, None,172.0, None,23
2.0, None, None,982.0,575.0, None,2020-06-04 11:00:00,5.9, None,171.0, None,23
3.0, None, 1.0,982.0,576.0, None,2020-06-04 12:00:00,5.5, None,171.0, None,23
2.0, None, None,982.0,575.0, None,2020-06-04 13:00:00,5.6, None,171.0, None,23
2.0, None, 1.0,982.0,576.0, None,2020-06-04 14:00:00,6.4, None,171.0, None,23
1.0, None, None,982.0,574.0, None,2020-06-04 15:00:00,6.1, None,170.0, None,23
4.0, None, 2.0,982.0,576.0, None,2020-06-04 16:00:00,7.8, None,169.0, None,23
3.0, None, None,982.0,575.0, None,2020-06-04 17:00:00,8.9, None,169.0, None,23
0.0, None, None,982.0,574.0, None,2020-06-04 18:00:00,6.0, None,169.0, None,23
0.0, None, 0.0,982.0,574.0, None,2020-06-04 19:00:00,4.0, None,169.0, None,23
None, None, 0.0,981.0,574.0, None,2020-06-04 20:00:00,2.6, None,170.0, None,23
0.0, None, 1.0,980.0,575.0, None,2020-06-04 22:00:00,2.1, None,170.0, None,23
0.0, None, 0.0,980.0,575.0, None,2020-06-04 23:00:00,1.6, None,170.0, None,23
0.0, None, 0.0,979.0,575.0, None,2020-06-05 00:00:00,2.0, None,170.0, None,23
0.0, None, 0.0,979.0,575.0, None,2020-06-05 01:00:00,1.7, None,170.0, None,23
0.0, None, 0.0,979.0,575.0, None,2020-06-05 02:00:00,1.6, None,170.0, None,23
0.0, None, 0.0,978.0,575.0, None,2020-06-05 03:00:00,0.6, None,170.0, None,23
0.0, None, 0.0,978.0,575.0, None,2020-06-05 04:00:00,-0.2, None,170.0, None,23
0.0, None, 0.0,977.0,575.0, None,2020-06-05 05:00:00,-0.2, None,170.0, None,23
1.0, None, 1.0,977.0,576.0, None,2020-06-05 06:00:00,2.6, None,170.0, None,23
0.0, None, 0.0,976.0,576.0, None,2020-06-05 07:00:00,4.5, None,170.0, None,23
0.0, None, 0.0,975.0,576.0, None,2020-06-05 08:00:00,6.0, None,169.0, None,23
None, None, None,974.0,575.0, None,2020-06-05 09:00:00,6.8, None,170.0, None,23
0.0, None, 1.0,974.0,576.0, None,2020-06-05 10:00:00,10.3, None,168.0, None,23
0.0, None, None,974.0,575.0, None,2020-06-05 11:00:00,9.5, None,168.0, None,23
None, None, 0.0,975.0,575.0, None,2020-06-05 12:00:00,10.3, None,168.0, None,23
None, None, None,975.0,574.0, None,2020-06-05 13:00:00,10.7, None,168.0, None,23
None, None, 1.0,976.0,575.0, None,2020-06-05 14:00:00,11.6, None,166.0, None,23
0.0, None, None,976.0,574.0, None,2020-06-05 15:00:00,10.6, None,166.0, None,23
None, None, 0.0,976.0,574.0, None,2020-06-05 16:00:00,11.8, None,165.0, None,23
None, None, None,975.0,573.0, None,2020-06-05 17:00:00,9.6, None,164.0, None,23
None, None, 0.0,975.0,573.0, None,2020-06-05 18:00:00,10.0, None,166.0, None,23
None, None, 0.0,974.0,573.0, None,2020-06-05 19:00:00,9.9, None,165.0, None,23
None, None, 0.0,973.0,573.0, None,2020-06-05 20:00:00,8.2, None,166.0, None,23
None, None, 0.0,971.0,573.0, None,2020-06-05 21:00:00,6.8, None,165.0, None,23
None, None, 0.0,970.0,573.0, None,2020-06-05 22:00:00,6.6, None,165.0, None,23
None, None, 0.0,969.0,573.0, None,2020-06-05 23:00:00,5.5, None,165.0, None,23
None, None, 0.0,967.0,573.0, None,2020-06-06 00:00:00,5.5, None,165.0, None,23
None, None, 1.0,967.0,574.0, None,2020-06-06 01:00:00,5.9, None,165.0, None,23
None, None, 0.0,966.0,574.0, None,2020-06-06 02:00:00,5.5, None,165.0, None,23
None, None, 0.0,965.0,574.0, None,2020-06-06 03:00:00,4.3, None,165.0, None,23
None, None, 0.0,964.0,574.0, None,2020-06-06 04:00:00,3.3, None,165.0, None,23
