CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, 11.31,33.61, None, None, None, None,12.58, None,7.57,60.29, None, None, None, None, None, -4.0, None, None, None, None, None, None, None,2017-05-28 00:00:00, None, None, 26.08,22
None, 11.47,37.49, None, None, None, None,15.16, None,6.453,64.48, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2017-05-28 01:00:00, None, None, 26.14,22
None, 11.61,37.5, None, None, None, None,19.04, None,3.672,80.1, None, None, None, None, None, -2.0, None, None, None, None, None, None, None,2017-05-28 02:00:00, None, None, 26.15,22
None, 12.14,34.75, None, None, None, None,35.3, None,2.993,109.5, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2017-05-28 03:00:00, None, None, 26.28,22
None, 12.19,36.02, None, None, None, None,25.49, None,3.789,120.4, None, None, None, None, None, -2.0, None, None, None, None, None, None, None,2017-05-28 04:00:00, None, None, 26.0,22
None, 12.47,33.01, None, None, None, None,23.78, None,4.029,124.1, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2017-05-28 05:00:00, None, None, 25.37,22
None, 12.56,34.34, None, None, None, None,25.32, None,3.206,113.9, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2017-05-28 06:00:00, None, None, 25.68,22
None, 13.47,32.54, None, None, None, None,34.78, None,1.415,126.2, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2017-05-28 07:00:00, None, None, 25.88,22
None, 14.51,28.11, None, None, None, None,64.63, None,0.29,73.2, None, None, None, None, None, -4.0, None, None, None, None, None, None, None,2017-05-28 08:00:00, None, None, 26.04,22
None, 14.94,30.39, None, None, None, None,39.54, None,0.513,356.7, None, None, None, None, None, -2.0, None, None, None, None, None, None, None,2017-05-28 09:00:00, None, None, 26.1,22
None, 17.09,33.27, None, None, None, None,31.37, None,1.025,345.4, None, None, None, None, None, 1.0, None, None, None, None, None, None, None,2017-05-28 10:00:00, None, None, 25.72,22
None, 18.94,28.24, None, None, None, None,64.5, None,0.808,326.4, None, None, None, None, None, 0.0, None, None, None, None, None, None, None,2017-05-28 11:00:00, None, None, 25.17,22
None, 21.5,23.82, None, None, None, None,51.89, None,1.707,353.3, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-05-28 12:00:00, None, None, 23.75,22
None, 17.84,28.09, None, None, None, None,68.49, None,0.628,34.04, None, None, None, None, None, -1.0, None, None, None, None, None, None, None,2017-05-28 13:00:00, None, None, 24.75,22
None, 18.01,28.03, None, None, None, None,61.19, None,0.613,262.2, None, None, None, None, None, -1.0, None, None, None, None, None, None, None,2017-05-28 14:00:00, None, None, 24.4,22
None, 17.97,30.91, None, None, None, None,42.37, None,1.317,32.26, None, None, None, None, None, 1.0, None, None, None, None, None, None, None,2017-05-28 15:00:00, None, None, 23.07,22
None, 24.26,21.94, None, None, None, None,34.08, None,4.029,1.407, None, None, None, None, None, 1.0, None, None, None, None, None, None, None,2017-05-28 16:00:00, None, None, 21.87,22
None, 23.28,23.94, None, None, None, None,31.74, None,6.087,22.73, None, None, None, None, None, 2.0, None, None, None, None, None, None, None,2017-05-28 17:00:00, None, None, 20.56,22
None, None,37.12, None, None, None, None,32.23, None,3.599,46.85, None, None, None, None, None, 2.0, None, None, None, None, None, None, None,2017-05-28 18:00:00, None, None, 19.63,22
None, 17.11,34.26, None, None, None, None,20.07, None,4.814,44.82, None, None, None, None, None, 1.0, None, None, None, None, None, None, None,2017-05-28 19:00:00, None, None, 22.17,22
None, 14.72,41.62, None, None, None, None,39.24, None,1.515,27.28, None, None, None, None, None, 2.0, None, None, None, None, None, None, None,2017-05-28 20:00:00, None, None, 20.15,22
None, 14.41,41.1, None, None, None, None,21.26, None,3.247,50.57, None, None, None, None, None, 1.0, None, None, None, None, None, None, None,2017-05-28 21:00:00, None, None, 17.95,22
None, 14.41,41.43, None, None, None, None,22.17, None,3.345,53.95, None, None, None, None, None, 1.0, None, None, None, None, None, None, None,2017-05-28 22:00:00, None, None, 20.65,22
None, 15.13,35.81, None, None, None, None,64.28, None,0.956,79.1, None, None, None, None, None, 0.0, None, None, None, None, None, None, None,2017-05-28 23:00:00, None, None, 20.43,22
None, 15.22,35.88, None, None, None, None,69.3, None,0.865,163.3, None, None, None, None, None, 0.0, None, None, None, None, None, None, None,2017-05-29 00:00:00, None, None, 19.46,22
None, 14.94,36.01, None, None, None, None,75.0, None,0.695,163.1, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-05-29 01:00:00, None, None, 19.52,22
None, 13.45,41.77, None, None, None, None,28.74, None,7.58,216.3, None, None, None, None, None, 1.0, None, None, None, None, None, None, None,2017-05-29 02:00:00, None, None, 18.39,22
None, 11.78,47.79, None, None, None, None,24.69, None,7.53,214.5, None, None, None, None, None, 1.0, None, None, None, None, None, None, None,2017-05-29 03:00:00, None, None, 17.0,22
None, 11.88,45.72, None, None, None, None,25.83, None,5.038,202.0, None, None, None, None, None, 1.0, None, None, None, None, None, None, None,2017-05-29 04:00:00, None, None, 17.55,22
None, 11.55,46.66, None, None, None, None,27.86, None,5.697,203.2, None, None, None, None, None, 1.0, None, None, None, None, None, None, None,2017-05-29 05:00:00, None, None, 17.14,22
None, 11.89,44.05, None, None, None, None,24.48, None,5.953,207.0, None, None, None, None, None, 0.0, None, None, None, None, None, None, None,2017-05-29 06:00:00, None, None, 17.15,22
None, 11.7,45.39, None, None, None, None,24.52, None,5.357,207.6, None, None, None, None, None, 0.0, None, None, None, None, None, None, None,2017-05-29 07:00:00, None, None, 17.11,22
None, 12.22,45.05, None, None, None, None,24.5, None,3.806,202.7, None, None, None, None, None, 1.0, None, None, None, None, None, None, None,2017-05-29 08:00:00, None, None, 17.05,22
None, 12.8,43.38, None, None, None, None,19.44, None,2.711,217.0, None, None, None, None, None, 1.0, None, None, None, None, None, None, None,2017-05-29 09:00:00, None, None, 18.42,22
None, 14.99,38.56, None, None, None, None,60.57, None,0.675,261.2, None, None, None, None, None, 1.0, None, None, None, None, None, None, None,2017-05-29 10:00:00, None, None, 17.45,22
None, 17.38,37.75, None, None, None, None,49.52, None,1.264,327.4, None, None, None, None, None, 3.0, None, None, None, None, None, None, None,2017-05-29 11:00:00, None, None, 17.47,22
