AirTemp,ONE_DAY_PRECIPITATION,Snow_WE,time,MIN_TEMP,MAX_TEMP,week_of_year,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,SWE,ONE_DAY_SNOW,air_temp_1,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,mslp,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,snw_dpth,HEIGHT_OF_SNOW,stn_pres
,0.0, None,2020-09-30,2.7,21.5,40,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0, None,2020-10-01,3.8,17.8,40,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0, None,2020-10-02,3.8,20.9,40,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0, None,2020-10-03,3.6,19.8,40,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0, None,2020-10-04,3.5,15.1,40,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0, None,2020-10-05,2.6,16.9,40,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.4, None,2020-10-06,4.6,12.6,40,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2020-09-30 00:00:00, None, None,40,738.0, 2.0, None, None,16.1,,,,,,,,,,,,,,,,,,,,,
,,,2020-09-30 01:00:00, None, None,40,738.0, 2.0, None, None,12.0,,,,,,,,,,,,,,,,,,,,,
,,,2020-09-30 02:00:00, None, None,40,738.0, 2.0, None, None,8.4,,,,,,,,,,,,,,,,,,,,,
,,,2020-09-30 03:00:00, None, None,40,738.0, 2.0, None, None,6.2,,,,,,,,,,,,,,,,,,,,,
,,,2020-09-30 04:00:00, None, None,40,739.0, 1.0, None, None,5.4,,,,,,,,,,,,,,,,,,,,,
,,,2020-09-30 05:00:00, None, None,40,739.0, 1.0, None, None,4.9,,,,,,,,,,,,,,,,,,,,,
,,,2020-09-30 06:00:00, None, None,40,739.0, 1.0, None, None,4.6,,,,,,,,,,,,,,,,,,,,,
,,,2020-09-30 07:00:00, None, None,40,739.0, 0.0, None, None,4.6,,,,,,,,,,,,,,,,,,,,,
,,,2020-09-30 08:00:00, None, None,40,739.0, 0.0, None, None,4.0,,,,,,,,,,,,,,,,,,,,,
,,,2020-09-30 09:00:00, None, None,40,739.0, 0.0, None, None,3.6,,,,,,,,,,,,,,,,,,,,,
,,,2020-09-30 10:00:00, None, None,40,739.0, 0.0, None, None,3.1,,,,,,,,,,,,,,,,,,,,,
,,,2020-09-30 11:00:00, None, None,40,739.0, 0.0, None, None,3.0,,,,,,,,,,,,,,,,,,,,,
,,,2020-09-30 12:00:00, None, None,40,739.0, 0.0, None, None,2.8,,,,,,,,,,,,,,,,,,,,,
,,,2020-09-30 13:00:00, None, None,40,739.0, None, None, None,2.7,,,,,,,,,,,,,,,,,,,,,
,,,2020-09-30 14:00:00, None, None,40,740.0, None, None, None,2.9,,,,,,,,,,,,,,,,,,,,,
,,,2020-09-30 15:00:00, None, None,40,740.0, None, None, None,4.2,,,,,,,,,,,,,,,,,,,,,
,,,2020-09-30 16:00:00, None, None,40,739.0, None, 240.0, None,6.8,,,,,,,,,,,,,,,,,,,,,
,,,2020-09-30 17:00:00, None, None,40,739.0, None, None, None,11.6,,,,,,,,,,,,,,,,,,,,,
,,,2020-09-30 18:00:00, None, None,40,739.0, None, None, None,14.7,,,,,,,,,,,,,,,,,,,,,
,,,2020-09-30 19:00:00, None, None,40,738.0, None, None, None,18.1,,,,,,,,,,,,,,,,,,,,,
,,,2020-09-30 20:00:00, None, None,40,738.0, 0.0, None, None,20.3,,,,,,,,,,,,,,,,,,,,,
,,,2020-09-30 21:00:00, None, None,40,738.0, 1.0, None, None,21.3,,,,,,,,,,,,,,,,,,,,,
,,,2020-09-30 22:00:00, None, None,40,738.0, 2.0, None, None,21.0,,,,,,,,,,,,,,,,,,,,,
,,,2020-09-30 23:00:00, None, None,40,738.0, 2.0, None, None,19.5,,,,,,,,,,,,,,,,,,,,,
,,,2020-09-30 00:00:00,,,40, 0.0,,,,,,4.908,71.53, 14.0, 2.5,46.2,0.225,340.7, 0.0, 0.2, 4.9, 4.7, 1022.9,0.0,884.0, 341.0, None, 72.0, None, None, 884.0
,,,2020-09-30 01:00:00,,,40, 0.0,,,,,,4.358,71.7, 14.0, 1.3,53.48,0.104,312.7, 0.0, 0.1, 4.4, 4.1, 1023.6,0.0,885.0, 313.0, None, 72.0, None, None, 885.0
,,,2020-09-30 02:00:00,,,40, 0.0,,,,,,3.303,71.59, 14.0, 2.1,27.25,0.074,355.1, -1.0, 0.1, 3.3, 3.4, 1023.6,-1.0,885.0, 355.0, None, 72.0, None, None, 885.0
,,,2020-09-30 03:00:00,,,40, 0.0,,,,,,2.426,71.7, 14.0, 0.4,52.26,0.001,314.5, -2.0, 0.0, 2.4, 2.5, 1023.5,-2.0,885.0, 315.0, None, 72.0, None, None, 885.0
,,,2020-09-30 04:00:00,,,40, 0.0,,,,,,2.239,71.87, 14.0, 0.0,36.4,0.0,339.6, -2.0, 0.0, 2.2, 1.9, 1023.5,-2.0,885.0, 340.0, None, 72.0, None, None, 885.0
,,,2020-09-30 05:00:00,,,40, 0.0,,,,,,1.466,72.06, 14.0, 0.0,32.82,0.0,343.3, -3.0, 0.0, 1.5, 1.4, 1023.9,-3.0,885.0, 343.0, None, 72.0, None, None, 885.0
,,,2020-09-30 06:00:00,,,40, None,,,,,,1.074,72.16, None, None,11.43,0.031,1.088, None, None, None, None, None,-3.0,885.0, None, None, None, None, None, None
,,,2020-09-30 07:00:00,,,40, 0.0,,,,,,0.683,72.01, 1.3, 0.0,19.54,0.0,6.328, -4.0, 0.0, 0.7, 0.5, 1026.7,-4.0,886.0, 6.0, None, 72.0, None, None, 886.0
,,,2020-09-30 08:00:00,,,40, 0.0,,,,,,0.607,72.1, 1.3, 0.0,13.65,0.0,4.592, -4.0, 0.0, 0.6, 0.5, 1027.1,-4.0,886.0, 5.0, None, 72.0, None, None, 886.0
,,,2020-09-30 09:00:00,,,40, 0.0,,,,,,3.687,72.73, 3.6, 0.0,5.579,0.0,7.585, -1.0, 0.0, 3.7, 0.5, 1026.8,-1.0,886.0, 8.0, None, 73.0, None, None, 886.0
,,,2020-09-30 10:00:00,,,40, 0.1,,,,,,7.51,72.08, 7.5, 3.0,17.18,0.676,30.69, 3.0, 0.7, 7.5, 0.5, 1026.3,3.0,886.0, 31.0, None, 72.0, None, None, 886.0
,,,2020-09-30 11:00:00,,,40, 0.0,,,,,,12.04,72.51, 11.9, 8.1,58.62,1.341,91.6, 7.0, 1.3, 12.0, 0.5, 1025.8,7.0,886.0, 92.0, None, 73.0, None, None, 886.0
,,,2020-09-30 12:00:00,,,40, -0.1,,,,,,17.38,72.51, 17.3, 13.1,35.03,3.816,152.3, 12.0, 3.8, 17.4, 0.5, 1025.0,12.0,886.0, 152.0, None, 73.0, None, None, 886.0
,,,2020-09-30 13:00:00,,,40, -0.2,,,,,,19.33,71.91, 19.3, 17.4,20.78,7.585,141.7, 14.0, 7.6, 19.3, 0.5, 1023.6,14.0,885.0, 142.0, None, 72.0, None, None, 885.0
,,,2020-09-30 14:00:00,,,40, -0.2,,,,,,20.29,71.3, 20.4, 15.4,18.19,7.746,141.3, 15.0, 7.7, 20.3, 0.5, 1023.6,15.0,885.0, 141.0, None, 71.0, None, None, 885.0
,,,2020-09-30 15:00:00,,,40, 0.0,,,,,,21.6,71.15, 21.6, 16.4,19.11,8.2,143.1, 16.0, 8.2, 21.6, 0.5, 1023.6,16.0,885.0, 143.0, None, 71.0, None, None, 885.0
,,,2020-09-30 16:00:00,,,40, 0.0,,,,,,21.1,70.9, 21.8, 14.6,21.46,7.025,144.1, 16.0, 7.0, 21.1, 0.5, 1023.7,16.0,885.0, 144.0, None, 71.0, None, None, 885.0
,,,2020-09-30 17:00:00,,,40, 0.0,,,,,,17.63,70.69, 21.8, 15.0,27.09,5.57,159.6, 12.0, 5.6, 17.6, 0.5, 1024.3,12.0,885.0, 160.0, None, 71.0, None, None, 885.0
,,,2020-09-30 18:00:00,,,40, 0.1,,,,,,14.6,70.99, 21.8, 8.3,55.58,0.951,34.58, 9.0, 1.0, 14.6, 0.5, 1024.9,9.0,885.0, 35.0, None, 71.0, None, None, 885.0
,,,2020-09-30 19:00:00,,,40, 0.0,,,,,,11.58,70.81, 14.6, 2.3,68.46,0.164,34.74, 6.0, 0.2, 11.6, 11.6, 1025.4,6.0,885.0, 35.0, None, 71.0, None, None, 885.0
,,,2020-09-30 20:00:00,,,40, 0.0,,,,,,9.68,70.74, 14.6, 2.2,62.64,0.242,47.09, 5.0, 0.2, 9.7, 9.7, 1026.9,5.0,886.0, 47.0, None, 71.0, None, None, 886.0
,,,2020-09-30 21:00:00,,,40, 0.1,,,,,,8.24,70.7, 14.6, 1.3,64.22,0.111,345.5, 3.0, 0.1, 8.2, 8.2, 1026.7,3.0,886.0, 346.0, None, 71.0, None, None, 886.0
,,,2020-09-30 22:00:00,,,40, 0.0,,,,,,6.986,70.71, 14.6, 2.9,65.25,0.237,30.93, 2.0, 0.2, 7.0, 7.0, 1026.2,2.0,886.0, 31.0, None, 71.0, None, None, 886.0
,,,2020-09-30 23:00:00,,,40, -0.1,,,,,,6.249,70.82, 14.6, 1.1,50.62,0.049,327.2, 1.0, 0.0, 6.2, 6.2, 1025.7,1.0,886.0, 327.0, None, 71.0, None, None, 886.0
,,,2020-10-01 00:00:00,,,40, 0.0,,,,,,5.426,71.04, 14.6, 1.7,72.79,0.071,295.7, 1.0, 0.1, 5.4, 5.5, 1024.9,1.0,886.0, 296.0, None, 71.0, None, None, 886.0
,,,2020-10-01 01:00:00,,,40, 0.0,,,,,,4.782,71.2, 14.6, 0.8,33.42,0.006,2.821, 0.0, 0.0, 4.8, 4.8, 1024.7,0.0,886.0, 3.0, None, 71.0, None, None, 886.0
,,,2020-10-01 02:00:00,,,40, 0.1,,,,,,4.207,71.42, 14.6, 1.0,38.25,0.01,314.1, 0.0, 0.0, 4.2, 4.2, 1024.7,0.0,886.0, 314.0, None, 71.0, None, None, 886.0
,,,2020-10-01 03:00:00,,,40, 0.0,,,,,,3.969,71.35, 14.6, 0.0,37.93,0.0,336.0, -1.0, 0.0, 4.0, 4.0, 1024.5,-1.0,886.0, 336.0, None, 71.0, None, None, 886.0
,,,2020-10-01 04:00:00,,,40, 0.0,,,,,,3.879,71.54, 14.6, 0.0,23.97,0.0,337.3, -1.0, 0.0, 3.9, 3.7, 1024.6,-1.0,886.0, 337.0, None, 72.0, None, None, 886.0
,,,2020-10-01 05:00:00,,,40, 0.0,,,,,,3.306,71.55, 14.6, 0.0,24.41,0.0,354.8, -1.0, 0.0, 3.3, 3.4, 1025.2,-1.0,886.0, 355.0, None, 72.0, None, None, 886.0
,,,2020-10-01 06:00:00,,,40, 0.0,,,,,,3.032,71.74, 14.6, 0.0,51.61,0.0,16.19, -2.0, 0.0, 3.0, 3.1, 1025.8,-2.0,886.0, 16.0, None, 72.0, None, None, 886.0
,,,2020-10-01 07:00:00,,,40, 0.0,,,,,,2.736,71.94, 3.2, 0.9,49.47,0.009,342.3, -2.0, 0.0, 2.7, 2.6, 1025.1,-2.0,885.0, 342.0, None, 72.0, None, None, 885.0
,,,2020-10-01 08:00:00,,,40, 0.0,,,,,,3.096,72.27, 3.2, 0.0,36.81,0.0,331.6, -1.0, 0.0, 3.1, 2.3, 1026.5,-1.0,886.0, 332.0, None, 72.0, None, None, 886.0
,,,2020-10-01 09:00:00,,,40, 0.0,,,,,,4.938,72.04, 4.9, 0.0,53.06,0.0,11.44, 0.0, 0.0, 4.9, 2.3, 1026.5,0.0,886.0, 11.0, None, 72.0, None, None, 886.0
,,,2020-10-01 10:00:00,,,40, 0.0,,,,,,7.611,71.86, 7.5, 1.1,59.74,0.01,33.58, 3.0, 0.0, 7.6, 2.3, 1026.2,3.0,886.0, 34.0, None, 72.0, None, None, 886.0
,,,2020-10-01 11:00:00,,,40, 0.0,,,,,,11.36,72.17, 11.3, 4.1,45.67,0.469,171.2, 7.0, 0.5, 11.4, 2.3, 1025.7,7.0,886.0, 171.0, None, 72.0, None, None, 886.0
,,,2020-10-01 12:00:00,,,40, 0.1,,,,,,12.96,72.23, 13.2, 3.5,69.16,0.233,108.8, 8.0, 0.2, 13.0, 2.3, 1024.5,8.0,885.0, 109.0, None, 72.0, None, None, 885.0
,,,2020-10-01 13:00:00,,,40, 0.0,,,,,,14.93,72.2, 15.2, 6.1,25.93,1.399,150.2, 10.0, 1.4, 14.9, 2.3, 1024.3,10.0,885.0, 150.0, None, 72.0, None, None, 885.0
,,,2020-10-01 14:00:00,,,40, -0.2,,,,,,17.69,72.27, 17.7, 4.6,38.13,0.974,147.0, 13.0, 1.0, 17.7, 2.3, 1023.9,13.0,885.0, 147.0, None, 72.0, None, None, 885.0
,,,2020-10-01 15:00:00,,,40, -0.1,,,,,,18.84,72.17, 18.8, 8.5,27.27,2.223,151.7, 14.0, 2.2, 18.8, 2.3, 1022.6,14.0,884.0, 152.0, None, 72.0, None, None, 884.0
,,,2020-10-01 16:00:00,,,40, 0.0,,,,,,17.46,71.69, 19.9, 8.5,52.33,1.559,160.9, 12.0, 1.6, 17.5, 2.3, 1022.8,12.0,884.0, 161.0, None, 72.0, None, None, 884.0
,,,2020-10-01 17:00:00,,,40, 0.0,,,,,,15.69,71.84, 19.9, 5.4,63.27,0.907,165.2, 11.0, 0.9, 15.7, 2.3, 1023.2,11.0,884.0, 165.0, None, 72.0, None, None, 884.0
,,,2020-10-01 18:00:00,,,40, 0.0,,,,,,13.66,71.79, 19.9, 7.8,61.55,1.229,156.7, 9.0, 1.2, 13.7, 2.3, 1023.6,9.0,884.0, 157.0, None, 72.0, None, None, 884.0
