time,tasmin,tasmax,pcp,week_of_year
2016-03-11, -4.3, 4.2,1.4,11
2016-03-12, -1.7, 4.3,3.8,11
2016-03-13, -5.3, 5.5,0.5,11
2016-03-14, -1.7, 4.5,0.9,11
2016-03-15, -4.2, 3.6,2.3,11
2016-03-16, -4.2, 3.4,1.5,11
2016-03-17, -6.4, 4.1,0.1,11
