pcpn_amt_pst24hrs,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_2,air_temp_1,snw_dpth,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,MIN_TEMP,time,SNOW_ON_THE_GROUND,week_of_year
None, None, None, None, -4.3, 110.0, None, None, None, -15.0, None,2023-12-17 00:00:00, None,51
None, None, None, None, -5.0, None, None, None, None, None, None,2023-12-17 01:00:00, None,51
None, 485.0, None, None, -5.0, 110.0, None, None, None, -15.0, None,2023-12-17 02:00:00, None,51
None, None, None, None, -4.4, None, None, None, None, -15.0, None,2023-12-17 03:00:00, None,51
None, 486.0, None, -3.0, -3.0, 109.0, None, None, None, -15.0, None,2023-12-17 09:00:00, None,51
None, 486.0, None, -2.2, -2.2, 108.0, None, None, 0.0, -15.0, None,2023-12-17 10:00:00, None,51
None, 486.0, None, -1.2, -1.2, 530.0, None, None, 0.0, -15.0, None,2023-12-17 11:00:00, None,51
14.0, 486.0, None, -0.5, -0.5, 530.0, None, None, 0.0, -15.0, None,2023-12-17 12:00:00, None,51
14.0, 486.0, None, -0.1, -0.1, 108.0, None, None, 0.0, -15.0, None,2023-12-17 13:00:00, None,51
4.0, 486.0, None, -1.1, -1.1, 107.0, None, None, 0.0, -15.0, None,2023-12-17 14:00:00, None,51
4.0, 486.0, None, -2.3, -2.3, 108.0, None, None, 0.0, -15.0, None,2023-12-17 15:00:00, None,51
5.0, 487.0, None, -3.7, -3.7, 107.0, None, None, 1.0, -15.0, None,2023-12-17 16:00:00, None,51
4.0, 487.0, None, -4.5, -4.5, 107.0, None, None, 0.0, -15.0, None,2023-12-17 17:00:00, None,51
4.0, 487.0, None, -3.9, -3.9, 108.0, None, None, 0.0, -15.0, None,2023-12-17 18:00:00, None,51
4.0, 487.0, None, -3.7, -3.7, 107.0, None, None, 0.0, -15.0, None,2023-12-17 19:00:00, None,51
3.0, 487.0, None, -3.5, -3.5, 107.0, None, None, 0.0, -15.0, None,2023-12-17 20:00:00, None,51
4.0, 488.0, None, -4.1, -4.1, 107.0, None, None, 1.0, -15.0, None,2023-12-17 21:00:00, None,51
4.0, 488.0, None, -3.9, -3.9, 107.0, None, None, 0.0, -15.0, None,2023-12-17 22:00:00, None,51
4.0, 488.0, None, -4.3, -4.3, 106.0, None, None, 0.0, -15.0, None,2023-12-17 23:00:00, None,51
None, 488.0, None, -5.1, -5.1, 106.0, None, None, 0.0, -15.0, None,2023-12-18 00:00:00, None,51
None, 488.0, None, -4.8, -4.8, 530.0, None, None, 0.0, -15.0, None,2023-12-18 01:00:00, None,51
3.0, 488.0, None, -3.9, -3.9, 530.0, None, None, 0.0, -15.0, None,2023-12-18 02:00:00, None,51
None, 488.0, None, -2.9, -2.9, 530.0, None, None, 0.0, -15.0, None,2023-12-18 03:00:00, None,51
