TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
-7.8, 2.016, 94.8, 94.8,2018-12-10 00:00:00, -7.779,50
-7.1, 1.792, 95.0, 95.0,2018-12-10 01:00:00, -7.104,50
-5.2, 1.18, 91.8, 91.8,2018-12-10 02:00:00, -5.235,50
-5.1, 0.907, 90.6, 90.6,2018-12-10 03:00:00, -5.056,50
-3.1, 2.475, 85.1, 85.1,2018-12-10 04:00:00, -3.118,50
0.4, 3.647, 71.8, 71.79,2018-12-10 05:00:00, 0.425,50
1.3, 3.555, 67.5, 67.52,2018-12-10 06:00:00, 1.341,50
1.4, 5.043, 66.4, 66.36,2018-12-10 07:00:00, 1.357,50
0.7, 5.544, 69.3, 69.28,2018-12-10 08:00:00, 0.672,50
1.7, 6.191, 65.1, 65.08,2018-12-10 09:00:00, 1.723,50
2.3, 5.185, 63.0, 63.0,2018-12-10 10:00:00, 2.313,50
2.9, 5.171, 60.4, 60.36,2018-12-10 11:00:00, 2.858,50
3.7, 5.936, 54.9, 54.92,2018-12-10 12:00:00, 3.652,50
4.0, 6.412, 52.8, 52.78,2018-12-10 13:00:00, 3.951,50
3.9, 5.856, 52.3, 52.32,2018-12-10 14:00:00, 3.919,50
3.4, 5.901, 52.6, 52.63,2018-12-10 15:00:00, 3.362,50
2.8, 7.484, 52.4, 52.42,2018-12-10 16:00:00, 2.797,50
1.9, 5.715, 56.3, 56.25,2018-12-10 17:00:00, 1.88,50
1.3, 5.772, 60.7, 60.68,2018-12-10 18:00:00, 1.322,50
1.3, 5.453, 62.1, 62.1,2018-12-10 19:00:00, 1.262,50
1.0, 3.656, 62.8, 62.75,2018-12-10 20:00:00, 1.048,50
1.1, 2.756, 61.8, 61.75,2018-12-10 21:00:00, 1.108,50
0.9, 3.01, 61.7, 61.7,2018-12-10 22:00:00, 0.914,50
0.9, 3.004, 60.9, 60.85,2018-12-10 23:00:00, 0.93,50
0.6, 2.57, 63.5, 63.5,2018-12-11 00:00:00, 0.561,50
-1.1, 1.014, 71.1, 71.07,2018-12-11 01:00:00, -1.069,50
-1.3, 3.023, 73.4, 73.39,2018-12-11 02:00:00, -1.322,50
-1.1, 3.544, 74.0, 73.96,2018-12-11 03:00:00, -1.132,50
-0.6, 3.597, 69.5, 69.46,2018-12-11 04:00:00, -0.64,50
-0.8, 3.273, 70.5, 70.48,2018-12-11 05:00:00, -0.77,50
-0.9, 3.336, 72.5, 72.51,2018-12-11 06:00:00, -0.935,50
-1.3, 3.174, 75.1, 75.1,2018-12-11 07:00:00, -1.329,50
-1.3, 2.704, 74.5, 74.49,2018-12-11 08:00:00, -1.259,50
-1.7, 2.441, 76.5, 76.5,2018-12-11 09:00:00, -1.743,50
-0.7, 2.461, 74.4, 74.39,2018-12-11 10:00:00, -0.744,50
0.5, 1.989, 73.1, 73.08,2018-12-11 11:00:00, 0.481,50
3.7, 2.937, 68.0, 68.02,2018-12-11 12:00:00, 3.673,50
4.4, 3.769, 64.6, 64.56,2018-12-11 13:00:00, 4.448,50
5.3, 7.247, 61.2, 61.21,2018-12-11 14:00:00, 5.315,50
5.2, 7.678, 61.5, 61.47,2018-12-11 15:00:00, 5.213,50
4.3, 6.642, 65.0, 65.03,2018-12-11 16:00:00, 4.303,50
3.8, 6.422, 66.8, 66.75,2018-12-11 17:00:00, 3.776,50
3.4, 5.822, 66.2, 66.23,2018-12-11 18:00:00, 3.413,50
3.2, 5.019, 63.7, 63.71,2018-12-11 19:00:00, 3.213,50
3.0, 5.335, 60.0, 59.98,2018-12-11 20:00:00, 2.975,50
2.7, 5.211, 57.4, 57.42,2018-12-11 21:00:00, 2.703,50
2.6, 5.147, 55.5, 55.47,2018-12-11 22:00:00, 2.599,50
2.5, 6.102, 56.1, 56.14,2018-12-11 23:00:00, 2.453,50
2.2, 5.566, 56.4, 56.44,2018-12-12 00:00:00, 2.218,50
