WDIR_VECT,TEMP_MEAN,WSPD_SCLR,HUMIDITY,time,week_of_year
157.2,1.4, None,89.8,2018-12-17 00:00:00,51
153.7,1.2, None,92.7,2018-12-17 01:00:00,51
153.2,1.8, None,88.1,2018-12-17 02:00:00,51
156.5,1.8, None,89.0,2018-12-17 03:00:00,51
161.2,2.1, None,87.5,2018-12-17 04:00:00,51
162.1,1.7, None,91.5,2018-12-17 05:00:00,51
144.4,1.5, None,93.5,2018-12-17 06:00:00,51
159.3,1.7, None,91.1,2018-12-17 07:00:00,51
168.3,2.0, None,89.3,2018-12-17 08:00:00,51
159.2,2.2, None,88.2,2018-12-17 09:00:00,51
162.4,2.5, None,86.9,2018-12-17 10:00:00,51
162.5,3.0, None,84.5,2018-12-17 11:00:00,51
169.1,3.8, None,79.9,2018-12-17 12:00:00,51
163.3,4.1, None,78.2,2018-12-17 13:00:00,51
164.8,4.0, None,77.8,2018-12-17 14:00:00,51
163.2,3.7, None,79.1,2018-12-17 15:00:00,51
156.5,3.5, None,79.1,2018-12-17 16:00:00,51
157.1,3.5, None,78.3,2018-12-17 17:00:00,51
159.6,3.6, None,77.4,2018-12-17 18:00:00,51
161.9,3.9, None,74.2,2018-12-17 19:00:00,51
171.8,3.9, None,74.0,2018-12-17 20:00:00,51
172.8,4.0, None,73.1,2018-12-17 21:00:00,51
162.1,4.1, None,72.0,2018-12-17 22:00:00,51
155.1,3.9, None,74.2,2018-12-17 23:00:00,51
157.2,3.4, None,79.2,2018-12-18 00:00:00,51
163.0,2.9, None,84.5,2018-12-18 01:00:00,51
162.9,2.1, None,90.8,2018-12-18 02:00:00,51
159.9,2.2, None,90.3,2018-12-18 03:00:00,51
166.7,2.3, None,89.1,2018-12-18 04:00:00,51
153.4,2.1, None,88.4,2018-12-18 05:00:00,51
160.1,2.2, None,87.1,2018-12-18 06:00:00,51
166.4,2.7, None,82.5,2018-12-18 07:00:00,51
164.1,2.6, None,83.3,2018-12-18 08:00:00,51
161.5,2.9, None,81.0,2018-12-18 09:00:00,51
152.7,3.0, None,81.2,2018-12-18 10:00:00,51
143.1,2.8, None,84.3,2018-12-18 11:00:00,51
150.6,2.0, None,91.6,2018-12-18 12:00:00,51
145.5,1.4, None,94.9,2018-12-18 13:00:00,51
153.1,1.5, None,94.4,2018-12-18 14:00:00,51
146.4,1.8, None,93.8,2018-12-18 15:00:00,51
151.7,1.8, None,93.9,2018-12-18 16:00:00,51
108.5,1.4, None,95.6,2018-12-18 17:00:00,51
188.0,1.3, None,96.0,2018-12-18 18:00:00,51
125.6,2.0, None,92.7,2018-12-18 19:00:00,51
123.4,2.2, None,90.7,2018-12-18 20:00:00,51
137.9,2.0, None,92.8,2018-12-18 21:00:00,51
172.5,1.3, None,95.5,2018-12-18 22:00:00,51
147.7,1.1, None,96.0,2018-12-18 23:00:00,51
140.8,1.5, None,94.9,2018-12-19 00:00:00,51
143.4,2.0, None,92.6,2018-12-19 01:00:00,51
134.0,2.0, None,93.2,2018-12-19 02:00:00,51
125.3,2.2, None,92.5,2018-12-19 03:00:00,51
133.1,1.8, None,93.8,2018-12-19 04:00:00,51
126.5,1.7, None,93.9,2018-12-19 05:00:00,51
119.2,1.2, None,95.2,2018-12-19 06:00:00,51
114.3,1.9, None,92.0,2018-12-19 07:00:00,51
137.0,1.9, None,90.2,2018-12-19 08:00:00,51
147.0,1.7, None,91.1,2018-12-19 09:00:00,51
161.4,2.0, None,87.8,2018-12-19 10:00:00,51
153.6,2.6, None,83.5,2018-12-19 11:00:00,51
164.0,3.2, None,79.7,2018-12-19 12:00:00,51
161.0,3.8, None,74.6,2018-12-19 13:00:00,51
176.6,3.6, None,74.8,2018-12-19 14:00:00,51
180.3,3.2, None,76.5,2018-12-19 15:00:00,51
159.3,2.7, None,80.3,2018-12-19 16:00:00,51
162.4,2.5, None,83.7,2018-12-19 17:00:00,51
151.6,2.1, None,85.6,2018-12-19 18:00:00,51
161.7,2.1, None,84.2,2018-12-19 19:00:00,51
160.8,2.6, None,79.7,2018-12-19 20:00:00,51
168.4,2.5, None,81.6,2018-12-19 21:00:00,51
161.1,2.3, None,82.9,2018-12-19 22:00:00,51
167.4,2.4, None,83.2,2018-12-19 23:00:00,51
156.5,2.4, None,82.8,2018-12-20 00:00:00,51
169.0,2.7, None,79.6,2018-12-20 01:00:00,51
168.3,2.8, None,77.5,2018-12-20 02:00:00,51
165.4,2.7, None,78.2,2018-12-20 03:00:00,51
173.9,2.2, None,82.5,2018-12-20 04:00:00,51
160.8,2.4, None,80.3,2018-12-20 05:00:00,51
159.7,1.8, None,85.5,2018-12-20 06:00:00,51
157.9,1.2, None,90.5,2018-12-20 07:00:00,51
151.6,1.1, None,91.2,2018-12-20 08:00:00,51
153.6,0.8, None,93.4,2018-12-20 09:00:00,51
154.3,0.6, None,95.9,2018-12-20 10:00:00,51
153.0,0.8, None,95.0,2018-12-20 11:00:00,51
151.8,1.4, None,90.3,2018-12-20 12:00:00,51
157.4,1.8, None,86.4,2018-12-20 13:00:00,51
153.9,1.7, None,88.5,2018-12-20 14:00:00,51
154.8,2.2, None,85.2,2018-12-20 15:00:00,51
155.9,2.6, None,82.5,2018-12-20 16:00:00,51
150.6,2.4, None,87.3,2018-12-20 17:00:00,51
154.3,2.0, None,91.9,2018-12-20 18:00:00,51
163.4,2.7, None,88.6,2018-12-20 19:00:00,51
174.0,2.7, None,89.5,2018-12-20 20:00:00,51
181.7,3.2, None,84.4,2018-12-20 21:00:00,51
173.0,3.2, None,81.9,2018-12-20 22:00:00,51
179.4,3.2, None,80.1,2018-12-20 23:00:00,51
181.7,3.0, None,81.0,2018-12-21 00:00:00,51
185.1,2.9, None,79.8,2018-12-21 01:00:00,51
325.2,1.1, None,89.7,2018-12-21 02:00:00,51
320.8,0.4, None,88.0,2018-12-21 03:00:00,51
