pcpn_amt_pst1hr,snw_dpth_wtr_equiv,SWE,ONE_DAY_SNOW,time,air_temp_1,MIN_TEMP,MAX_TEMP,week_of_year
343.0, 731.0, None, None,2016-03-11 00:00:00,-4.1, None, None,11
344.0, 731.0, None, None,2016-03-11 01:00:00,-4.7, None, None,11
345.0, 731.0, None, None,2016-03-11 02:00:00,-4.5, None, None,11
345.0, 732.0, None, None,2016-03-11 03:00:00,-4.4, None, None,11
345.0, 732.0, None, None,2016-03-11 04:00:00,-4.4, None, None,11
345.0, 732.0, None, None,2016-03-11 05:00:00,-4.8, None, None,11
346.0, 732.0, None, None,2016-03-11 06:00:00,-5.6, None, None,11
346.0, 732.0, None, None,2016-03-11 07:00:00,-5.1, None, None,11
347.0, 733.0, None, None,2016-03-11 08:00:00,-5.8, None, None,11
347.0, 733.0, None, None,2016-03-11 09:00:00,-5.5, None, None,11
347.0, 733.0, None, None,2016-03-11 10:00:00,-5.5, None, None,11
347.0, 733.0, None, None,2016-03-11 11:00:00,-5.8, None, None,11
347.0, 733.0, None, None,2016-03-11 12:00:00,-6.2, None, None,11
347.0, 733.0, None, None,2016-03-11 13:00:00,-6.8, None, None,11
348.0, 733.0, None, None,2016-03-11 14:00:00,-6.9, None, None,11
347.0, 733.0, None, None,2016-03-11 15:00:00,-6.2, None, None,11
344.0, 733.0, None, None,2016-03-11 16:00:00,-3.6, None, None,11
342.0, 733.0, None, None,2016-03-11 17:00:00,-3.1, None, None,11
342.0, 734.0, None, None,2016-03-11 18:00:00,-3.2, None, None,11
344.0, 735.0, None, None,2016-03-11 19:00:00,-4.3, None, None,11
344.0, 735.0, None, None,2016-03-11 20:00:00,-3.3, None, None,11
344.0, 735.0, None, None,2016-03-11 21:00:00,-3.5, None, None,11
343.0, 736.0, None, None,2016-03-11 22:00:00,-3.3, None, None,11
344.0, 737.0, None, None,2016-03-11 23:00:00,-3.0, None, None,11
344.0, 738.0, None, None,2016-03-12 00:00:00,-3.0, None, None,11
346.0, 738.0, None, None,2016-03-12 01:00:00,-4.3, None, None,11
347.0, 738.0, None, None,2016-03-12 02:00:00,-4.7, None, None,11
347.0, 738.0, None, None,2016-03-12 03:00:00,-5.0, None, None,11
347.0, 738.0, None, None,2016-03-12 04:00:00,-4.5, None, None,11
347.0, 738.0, None, None,2016-03-12 05:00:00,-5.1, None, None,11
348.0, 738.0, None, None,2016-03-12 06:00:00,-4.7, None, None,11
349.0, 738.0, None, None,2016-03-12 07:00:00,-5.2, None, None,11
349.0, 738.0, None, None,2016-03-12 08:00:00,-5.2, None, None,11
350.0, 739.0, None, None,2016-03-12 09:00:00,-5.2, None, None,11
350.0, 742.0, None, None,2016-03-12 10:00:00,-5.3, None, None,11
