pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,stn_pres,week_of_year
None,-1.933, None, None, None, None,39.64, None,2.264,105.9, None, None, None, None, None, None, None, None, None, None, None,2018-03-26 00:00:00, None, None, 156.8, None,13
None,-1.885, None, None, None, None,33.5, None,1.952,110.7, None, None, None, None, None, None, None, None, None, None, None,2018-03-26 01:00:00, None, None, 157.4, None,13
None,-1.837, None, None, None, None,37.37, None,1.159,101.0, None, None, None, None, None, None, None, None, None, None, None,2018-03-26 02:00:00, None, None, 158.0, None,13
None,-1.761, None, None, None, None,44.03, None,0.912,77.9, None, None, None, None, None, None, None, None, None, None, None,2018-03-26 03:00:00, None, None, 160.6, None,13
None,-1.771, None, None, None, None,34.31, None,1.114,104.2, None, None, None, None, None, None, None, None, None, None, None,2018-03-26 04:00:00, None, None, 162.0, None,13
None,-1.837, None, None, None, None,61.14, None,0.152,87.1, None, None, None, None, None, None, None, None, None, None, None,2018-03-26 05:00:00, None, None, 163.1, None,13
None,-1.952, None, None, None, None,57.33, None,0.178,106.5, None, None, None, None, None, None, None, None, None, None, None,2018-03-26 06:00:00, None, None, 162.9, None,13
None,-1.999, None, None, None, None,49.65, None,0.22,156.9, None, None, None, None, None, None, None, None, None, None, None,2018-03-26 07:00:00, None, None, 163.3, None,13
None,-1.818, None, None, None, None,0.267, None,0.353,177.7, None, None, None, None, None, None, None, None, None, None, None,2018-03-26 08:00:00, None, None, 162.8, None,13
None,-0.792, None, None, None, None,7.65, None,0.35,181.6, None, None, None, None, None, None, None, None, None, None, None,2018-03-26 09:00:00, None, None, 165.0, None,13
None,-0.318, None, None, None, None,48.41, None,0.228,175.5, None, None, None, None, None, None, None, None, None, None, None,2018-03-26 10:00:00, None, None, 165.3, None,13
None,0.175, None, None, None, None,38.95, None,1.274,121.7, None, None, None, None, None, None, None, None, None, None, None,2018-03-26 11:00:00, None, None, 164.8, None,13
None,0.811, None, None, None, None,51.53, None,0.704,132.6, None, None, None, None, None, None, None, None, None, None, None,2018-03-26 12:00:00, None, None, 166.1, None,13
None,0.554, None, None, None, None,48.97, None,1.07,131.4, None, None, None, None, None, None, None, None, None, None, None,2018-03-26 13:00:00, None, None, 166.7, None,13
None,0.723, None, None, None, None,52.45, None,0.701,101.1, None, None, None, None, None, None, None, None, None, None, None,2018-03-26 14:00:00, None, None, 167.6, None,13
None,0.829, None, None, None, None,35.25, None,1.527,130.0, None, None, None, None, None, None, None, None, None, None, None,2018-03-26 15:00:00, None, None, 168.1, None,13
None,0.077, None, None, None, None,75.1, None,0.214,99.0, None, None, None, None, None, None, None, None, None, None, None,2018-03-26 16:00:00, None, None, 166.4, None,13
None,0.099, None, None, None, None,58.02, None,0.492,145.1, None, None, None, None, None, None, None, None, None, None, None,2018-03-26 17:00:00, None, None, 170.5, None,13
None,0.318, None, None, None, None,68.01, None,0.197,182.3, None, None, None, None, None, None, None, None, None, None, None,2018-03-26 18:00:00, None, None, 169.2, None,13
None,0.137, None, None, None, None,78.7, None,0.023,178.4, None, None, None, None, None, None, None, None, None, None, None,2018-03-26 19:00:00, None, None, 172.7, None,13
None,-0.232, None, None, None, None,60.93, None,0.171,313.5, None, None, None, None, None, None, None, None, None, None, None,2018-03-26 20:00:00, None, None, 173.2, None,13
None,0.252, None, None, None, None,39.74, None,0.269,355.9, None, None, None, None, None, None, None, None, None, None, None,2018-03-26 21:00:00, None, None, 173.0, None,13
None,-0.042, None, None, None, None,66.81, None,0.114,16.58, None, None, None, None, None, None, None, None, None, None, None,2018-03-26 22:00:00, None, None, 173.6, None,13
None,0.271, None, None, None, None,51.87, None,0.209,346.4, None, None, None, None, None, None, None, None, None, None, None,2018-03-26 23:00:00, None, None, 173.9, None,13
None,0.261, None, None, None, None,60.04, None,1.062,28.62, None, None, None, None, None, None, None, None, None, None, None,2018-03-27 02:00:00, None, None, 172.7, None,13
None,0.394, None, None, None, None,50.22, None,1.64,55.27, None, None, None, None, None, None, None, None, None, None, None,2018-03-27 03:00:00, None, None, 172.5, None,13
None,0.347, None, None, None, None,51.73, None,2.244,81.4, None, None, None, None, None, None, None, None, None, None, None,2018-03-27 04:00:00, None, None, 172.3, None,13
None,0.318, None, None, None, None,55.7, None,1.762,0.071, None, None, None, None, None, None, None, None, None, None, None,2018-03-27 05:00:00, None, None, 171.5, None,13
None,0.422, None, None, None, None,53.45, None,2.072,16.32, None, None, None, None, None, None, None, None, None, None, None,2018-03-27 06:00:00, None, None, 170.6, None,13
None,0.384, None, None, None, None,51.71, None,1.468,49.39, None, None, None, None, None, None, None, None, None, None, None,2018-03-27 07:00:00, None, None, 170.6, None,13
None,0.157, None, None, None, None,39.24, None,2.956,96.7, None, None, None, None, None, None, None, None, None, None, None,2018-03-27 08:00:00, None, None, 170.8, None,13
None,0.052, None, None, None, None,35.21, None,3.43,94.1, None, None, None, None, None, None, None, None, None, None, None,2018-03-27 09:00:00, None, None, 169.9, None,13
None,0.565, None, None, None, None,49.32, None,2.581,95.9, None, None, None, None, None, None, None, None, None, None, None,2018-03-27 10:00:00, None, None, 169.8, None,13
None,0.479, None, None, None, None,36.08, None,4.36,94.1, None, None, None, None, None, None, None, None, None, None, None,2018-03-27 11:00:00, None, None, 170.4, None,13
None,1.475, None, None, None, None,37.2, None,3.926,102.2, None, None, None, None, None, None, None, None, None, None, None,2018-03-27 12:00:00, None, None, 169.4, None,13
None,0.671, None, None, None, None,36.39, None,3.933,142.2, None, None, None, None, None, None, None, None, None, None, None,2018-03-27 14:00:00, None, None, 168.0, None,13
None,0.672, None, None, None, None,29.96, None,4.766,110.3, None, None, None, None, None, None, None, None, None, None, None,2018-03-27 15:00:00, None, None, 167.1, None,13
None,0.841, None, None, None, None,27.28, None,5.692,104.5, None, None, None, None, None, None, None, None, None, None, None,2018-03-27 16:00:00, None, None, 166.9, None,13
None,0.208, None, None, None, None,28.0, None,5.416,112.1, None, None, None, None, None, None, None, None, None, None, None,2018-03-27 17:00:00, None, None, 166.3, None,13
None,0.049, None, None, None, None,32.65, None,4.059,99.0, None, None, None, None, None, None, None, None, None, None, None,2018-03-27 18:00:00, None, None, 166.4, None,13
None,-0.1, None, None, None, None,33.25, None,4.12,100.9, None, None, None, None, None, None, None, None, None, None, None,2018-03-27 19:00:00, None, None, 166.6, None,13
None,-0.461, None, None, None, None,34.53, None,3.826,110.6, None, None, None, None, None, None, None, None, None, None, None,2018-03-27 20:00:00, None, None, 166.3, None,13
None,-0.64, None, None, None, None,64.19, None,1.019,67.31, None, None, None, None, None, None, None, None, None, None, None,2018-03-27 21:00:00, None, None, 166.0, None,13
None,-0.916, None, None, None, None,48.9, None,1.751,340.6, None, None, None, None, None, None, None, None, None, None, None,2018-03-27 22:00:00, None, None, 165.9, None,13
None,-1.049, None, None, None, None,30.08, None,2.55,357.6, None, None, None, None, None, None, None, None, None, None, None,2018-03-27 23:00:00, None, None, 165.8, None,13
None,-0.925, None, None, None, None,45.61, None,1.791,10.51, None, None, None, None, None, None, None, None, None, None, None,2018-03-28 00:00:00, None, None, 165.6, None,13
