pcpn_amt_pst24hrs,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,cum_pcpn_amt,ONE_DAY_SNOW,time,air_temp_1,MIN_TEMP,snw_dpth,MAX_TEMP,week_of_year
5.0, None, 0.0,493.0,903.0, None,2020-12-23 00:00:00,-13.8, None,182.0, None,52
5.0, None, 1.0,493.0,904.0, None,2020-12-23 01:00:00,-13.8, None,182.0, None,52
4.0, None, None,493.0,902.0, None,2020-12-23 02:00:00,-11.5, None,182.0, None,52
2.0, None, None,493.0,901.0, None,2020-12-23 03:00:00,-10.6, None,182.0, None,52
None, None, None,493.0,897.0, None,2020-12-23 04:00:00,-8.0, None,182.0, None,52
2.0, None, 3.0,493.0,900.0, None,2020-12-23 05:00:00,-8.8, None,181.0, None,52
2.0, None, 1.0,493.0,901.0, None,2020-12-23 06:00:00,-9.1, None,181.0, None,52
1.0, None, 0.0,493.0,901.0, None,2020-12-23 07:00:00,-9.5, None,181.0, None,52
0.0, None, 0.0,493.0,901.0, None,2020-12-23 08:00:00,-9.0, None,181.0, None,52
None, None, None,493.0,898.0, None,2020-12-23 09:00:00,-7.7, None,180.0, None,52
None, None, None,493.0,896.0, None,2020-12-23 10:00:00,-6.6, None,180.0, None,52
None, None, 0.0,493.0,896.0, None,2020-12-23 11:00:00,-6.3, None,180.0, None,52
None, None, None,493.0,893.0, None,2020-12-23 12:00:00,-3.0, None,179.0, None,52
None, None, None,493.0,891.0, None,2020-12-23 13:00:00,-3.3, None,179.0, None,52
None, None, 1.0,493.0,892.0, None,2020-12-23 14:00:00,-3.6, None,179.0, None,52
None, None, 1.0,493.0,893.0, None,2020-12-23 15:00:00,-3.3, None,179.0, None,52
None, None, 2.0,493.0,895.0, None,2020-12-23 16:00:00,-4.0, None,179.0, None,52
None, None, None,494.0,892.0, None,2020-12-23 17:00:00,-0.7, None,179.0, None,52
None, None, 0.0,494.0,892.0, None,2020-12-23 18:00:00,0.3, None,178.0, None,52
None, None, 0.0,494.0,892.0, None,2020-12-23 19:00:00,1.0, None,178.0, None,52
None, None, None,494.0,891.0, None,2020-12-23 20:00:00,1.4, None,178.0, None,52
None, None, 1.0,494.0,892.0, None,2020-12-23 21:00:00,1.5, None,177.0, None,52
None, None, None,494.0,891.0, None,2020-12-23 22:00:00,1.1, None,177.0, None,52
None, None, 1.0,494.0,892.0, None,2020-12-23 23:00:00,1.1, None,177.0, None,52
None, None, None,494.0,890.0, None,2020-12-24 00:00:00,2.5, None,176.0, None,52
None, None, 1.0,494.0,891.0, None,2020-12-24 01:00:00,2.3, None,176.0, None,52
None, None, None,494.0,890.0, None,2020-12-24 02:00:00,2.0, None,176.0, None,52
None, None, 0.0,494.0,890.0, None,2020-12-24 03:00:00,2.7, None,175.0, None,52
None, None, 0.0,494.0,890.0, None,2020-12-24 04:00:00,3.2, None,175.0, None,52
None, None, 0.0,494.0,890.0, None,2020-12-24 05:00:00,3.5, None,175.0, None,52
None, None, None,494.0,889.0, None,2020-12-24 06:00:00,2.9, None,174.0, None,52
None, None, 0.0,494.0,889.0, None,2020-12-24 07:00:00,2.8, None,174.0, None,52
None, None, 0.0,494.0,889.0, None,2020-12-24 08:00:00,2.8, None,174.0, None,52
None, None, 0.0,494.0,889.0, None,2020-12-24 09:00:00,2.5, None,174.0, None,52
None, None, 0.0,494.0,889.0, None,2020-12-24 10:00:00,3.0, None,173.0, None,52
None, None, 0.0,494.0,889.0, None,2020-12-24 11:00:00,2.7, None,173.0, None,52
None, None, 0.0,494.0,889.0, None,2020-12-24 12:00:00,2.5, None,172.0, None,52
None, None, None,494.0,888.0, None,2020-12-24 13:00:00,2.0, None,172.0, None,52
None, None, 0.0,494.0,888.0, None,2020-12-24 14:00:00,1.3, None,172.0, None,52
None, None, 0.0,494.0,888.0, None,2020-12-24 15:00:00,0.8, None,172.0, None,52
None, None, 0.0,494.0,888.0, None,2020-12-24 16:00:00,0.6, None,172.0, None,52
None, None, 0.0,494.0,888.0, None,2020-12-24 17:00:00,0.4, None,172.0, None,52
None, None, 0.0,494.0,888.0, None,2020-12-24 18:00:00,0.5, None,171.0, None,52
