snw_dpth_wtr_equiv,ONE_DAY_SNOW,time,air_temp_1,MIN_TEMP,snw_dpth,MAX_TEMP,week_of_year
-559.0, None,2020-12-23 00:00:00,-10.5, None, None, None,52
-559.0, None,2020-12-23 01:00:00,-10.2, None, None, None,52
-559.0, None,2020-12-23 02:00:00,-10.3, None, None, None,52
-559.0, None,2020-12-23 03:00:00,-9.9, None, None, None,52
-559.0, None,2020-12-23 04:00:00,-9.5, None, None, None,52
-559.0, None,2020-12-23 05:00:00,-9.2, None, None, None,52
-559.0, None,2020-12-23 06:00:00,-9.2, None, None, None,52
-559.0, None,2020-12-23 07:00:00,-9.2, None, None, None,52
-559.0, None,2020-12-23 08:00:00,-9.1, None, None, None,52
-559.0, None,2020-12-23 09:00:00,-9.0, None, None, None,52
-559.0, None,2020-12-23 10:00:00,-8.7, None, None, None,52
-559.0, None,2020-12-23 11:00:00,-8.1, None, None, None,52
-559.0, None,2020-12-23 12:00:00,-7.6, None, None, None,52
-559.0, None,2020-12-23 13:00:00,-7.4, None, None, None,52
-559.0, None,2020-12-23 14:00:00,-7.5, None, None, None,52
-559.0, None,2020-12-23 15:00:00,-7.4, None, None, None,52
-559.0, None,2020-12-23 16:00:00,-7.5, None, None, None,52
-559.0, None,2020-12-23 17:00:00,-7.6, None, None, None,52
-559.0, None,2020-12-23 18:00:00,-7.4, None, None, None,52
-559.0, None,2020-12-23 19:00:00,-7.4, None, None, None,52
-559.0, None,2020-12-23 20:00:00,-7.2, None, None, None,52
-559.0, None,2020-12-23 21:00:00,-7.1, None, None, None,52
-559.0, None,2020-12-23 22:00:00,-6.7, None, None, None,52
-559.0, None,2020-12-23 23:00:00,-6.4, None, None, None,52
-559.0, None,2020-12-24 00:00:00,-5.5, None, None, None,52
-559.0, None,2020-12-24 01:00:00,-5.8, None, None, None,52
-559.0, None,2020-12-24 02:00:00,-5.7, None, None, None,52
-559.0, None,2020-12-24 03:00:00,-2.7, None, None, None,52
-559.0, None,2020-12-24 04:00:00,-1.9, None, None, None,52
-559.0, None,2020-12-24 05:00:00,-1.9, None, None, None,52
-559.0, None,2020-12-24 06:00:00,-1.9, None, None, None,52
-559.0, None,2020-12-24 07:00:00,-2.1, None, None, None,52
