BAR_PRESS,TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
None, 2.5, 1.427, 69.6, 69.62,2017-12-10 00:00:00, 2.481,50
None, 2.2, 1.885, 74.1, 74.09,2017-12-10 01:00:00, 2.213,50
None, 1.9, 2.26, 72.8, 72.79,2017-12-10 02:00:00, 1.883,50
None, 4.5, 4.793, 67.4, 67.37,2017-12-10 03:00:00, 4.499,50
None, 4.4, 2.267, 65.0, 65.02,2017-12-10 04:00:00, 4.408,50
None, 4.7, 4.734, 63.3, 63.32,2017-12-10 05:00:00, 4.713,50
None, 4.1, 4.558, 64.8, 64.82,2017-12-10 06:00:00, 4.131,50
None, 4.5, 4.625, 62.6, 62.59,2017-12-10 07:00:00, 4.491,50
None, 4.2, 4.487, 62.1, 62.11,2017-12-10 08:00:00, 4.187,50
None, 4.3, 3.852, 60.7, 60.72,2017-12-10 09:00:00, 4.264,50
None, 4.0, 2.194, 60.7, 60.69,2017-12-10 10:00:00, 3.955,50
None, 4.0, 3.715, 60.3, 60.25,2017-12-10 11:00:00, 4.005,50
None, 4.3, 4.97, 60.6, 60.58,2017-12-10 12:00:00, 4.292,50
None, 4.3, 5.193, 61.9, 61.93,2017-12-10 13:00:00, 4.267,50
None, 4.7, 4.233, 60.7, 60.7,2017-12-10 14:00:00, 4.659,50
None, 6.0, 2.245, 53.3, 53.34,2017-12-10 15:00:00, 5.975,50
None, 5.1, 1.903, 56.0, 55.99,2017-12-10 16:00:00, 5.085,50
None, 4.9, 1.541, 56.5, 56.46,2017-12-10 17:00:00, 4.896,50
None, 3.9, 1.066, 63.4, 63.37,2017-12-10 18:00:00, 3.943,50
None, 4.3, 1.773, 61.4, 61.42,2017-12-10 19:00:00, 4.266,50
None, 5.6, 3.165, 55.4, 55.37,2017-12-10 20:00:00, 5.587,50
None, 5.3, 2.574, 57.1, 57.09,2017-12-10 21:00:00, 5.348,50
None, 5.4, 2.99, 58.5, 58.54,2017-12-10 22:00:00, 5.42,50
None, 5.3, 4.848, 60.7, 60.73,2017-12-10 23:00:00, 5.274,50
None, 5.2, 3.731, 61.4, 61.43,2017-12-11 00:00:00, 5.225,50
None, 4.2, 2.156, 67.1, 67.08,2017-12-11 01:00:00, 4.151,50
None, 4.1, 2.578, 67.9, 67.87,2017-12-11 02:00:00, 4.123,50
None, 2.5, 3.165, 76.1, 76.14,2017-12-11 03:00:00, 2.537,50
None, 2.1, 3.04, 79.3, 79.34,2017-12-11 04:00:00, 2.082,50
None, 2.0, 2.354, 80.1, 80.1,2017-12-11 05:00:00, 2.012,50
None, 1.8, 2.027, 82.9, 82.9,2017-12-11 06:00:00, 1.79,50
None, 1.7, 0.938, 83.9, 83.9,2017-12-11 07:00:00, 1.692,50
None, 1.8, 0.96, 83.4, 83.4,2017-12-11 08:00:00, 1.809,50
None, 1.7, 1.576, 84.3, 84.3,2017-12-11 09:00:00, 1.732,50
None, 1.6, 1.33, 85.6, 85.6,2017-12-11 10:00:00, 1.571,50
None, 2.0, 0.708, 82.5, 82.5,2017-12-11 11:00:00, 2.004,50
None, 2.2, 0.847, 80.6, 80.6,2017-12-11 12:00:00, 2.223,50
None, 2.5, 0.598, 80.7, 80.7,2017-12-11 13:00:00, 2.458,50
None, 2.7, 1.45, 79.3, 79.31,2017-12-11 14:00:00, 2.66,50
None, 2.7, 1.798, 79.8, 79.84,2017-12-11 15:00:00, 2.676,50
