air_temp,min_air_temp_snc_last_reset,time,max_air_temp_snc_last_reset,week_of_year
8.9,8.8,2021-10-08 00:00:00,11.8,41
8.2,8.2,2021-10-08 01:00:00,11.8,41
7.9,7.9,2021-10-08 02:00:00,11.8,41
7.8,7.5,2021-10-08 03:00:00,11.8,41
7.8,7.5,2021-10-08 04:00:00,11.8,41
8.0,7.5,2021-10-08 05:00:00,11.8,41
8.0,7.5,2021-10-08 06:00:00,11.8,41
7.9,7.9,2021-10-08 07:00:00,8.4,41
8.0,7.8,2021-10-08 08:00:00,8.4,41
8.5,7.8,2021-10-08 09:00:00,8.6,41
8.9,7.8,2021-10-08 10:00:00,9.0,41
9.3,7.8,2021-10-08 11:00:00,9.5,41
9.6,7.8,2021-10-08 12:00:00,10.2,41
10.6,7.8,2021-10-08 13:00:00,10.6,41
11.8,7.8,2021-10-08 14:00:00,11.8,41
13.3,7.8,2021-10-08 15:00:00,13.5,41
13.7,7.8,2021-10-08 16:00:00,14.0,41
13.2,7.8,2021-10-08 17:00:00,14.0,41
11.7,7.8,2021-10-08 18:00:00,14.0,41
11.0,11.0,2021-10-08 19:00:00,11.7,41
10.4,10.4,2021-10-08 20:00:00,11.7,41
10.1,10.1,2021-10-08 21:00:00,11.7,41
10.2,10.1,2021-10-08 22:00:00,11.7,41
9.8,9.7,2021-10-08 23:00:00,11.7,41
9.4,9.2,2021-10-09 00:00:00,11.7,41
9.0,8.7,2021-10-09 01:00:00,11.7,41
8.6,8.6,2021-10-09 02:00:00,11.7,41
8.5,8.5,2021-10-09 03:00:00,11.7,41
8.5,8.3,2021-10-09 04:00:00,11.7,41
8.3,8.2,2021-10-09 05:00:00,11.7,41
8.5,8.2,2021-10-09 06:00:00,11.7,41
9.0,8.4,2021-10-09 07:00:00,9.3,41
9.1,8.4,2021-10-09 08:00:00,9.5,41
10.1,8.4,2021-10-09 09:00:00,10.2,41
10.5,8.4,2021-10-09 10:00:00,10.5,41
10.7,8.4,2021-10-09 11:00:00,10.7,41
10.7,8.4,2021-10-09 12:00:00,10.7,41
10.6,8.4,2021-10-09 13:00:00,11.0,41
10.0,8.4,2021-10-09 14:00:00,11.0,41
10.0,8.4,2021-10-09 15:00:00,11.0,41
10.1,8.4,2021-10-09 16:00:00,11.0,41
10.0,8.4,2021-10-09 17:00:00,11.0,41
10.2,8.4,2021-10-09 18:00:00,11.0,41
10.2,10.0,2021-10-09 19:00:00,10.3,41
10.8,10.0,2021-10-09 20:00:00,10.8,41
11.0,10.0,2021-10-09 21:00:00,11.2,41
11.1,10.0,2021-10-09 22:00:00,11.2,41
10.9,10.0,2021-10-09 23:00:00,11.2,41
10.9,10.0,2021-10-10 00:00:00,11.2,41
11.1,10.0,2021-10-10 01:00:00,11.3,41
10.7,10.0,2021-10-10 02:00:00,11.3,41
9.9,9.7,2021-10-10 03:00:00,11.3,41
10.2,9.7,2021-10-10 04:00:00,11.3,41
9.7,9.6,2021-10-10 05:00:00,11.3,41
9.6,9.4,2021-10-10 06:00:00,11.3,41
9.6,9.5,2021-10-10 07:00:00,9.9,41
9.3,9.3,2021-10-10 08:00:00,9.9,41
8.6,8.5,2021-10-10 09:00:00,9.9,41
9.7,8.5,2021-10-10 10:00:00,9.9,41
10.5,8.5,2021-10-10 11:00:00,10.5,41
10.4,8.5,2021-10-10 12:00:00,10.8,41
10.6,8.5,2021-10-10 13:00:00,11.1,41
11.4,8.5,2021-10-10 14:00:00,11.6,41
12.1,8.5,2021-10-10 15:00:00,12.1,41
11.6,8.5,2021-10-10 16:00:00,12.1,41
11.4,8.5,2021-10-10 17:00:00,12.1,41
10.4,8.5,2021-10-10 18:00:00,12.1,41
10.0,10.0,2021-10-10 19:00:00,10.4,41
9.6,9.5,2021-10-10 20:00:00,10.4,41
