pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,dwpt_temp,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,snw_dpth,stn_pres,week_of_year
0.8, 0.993, 91.7, 6.1, 92.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0,2021-10-08 00:00:00, None, 952.0,41
0.8, 0.791, 86.7, 6.1, 87.0, -1.0, 0.8, 0.7, -1.0, 0.0, 0.0,2021-10-08 01:00:00, None, 952.0,41
0.6, 0.114, 90.1, 6.1, 90.0, -1.0, 0.1, 0.2, -1.0, 0.0, 0.0,2021-10-08 02:00:00, None, 952.0,41
0.0, -0.136, 90.1, 6.1, 90.0, -2.0, -0.1, -0.3, -2.0, 0.0, 0.0,2021-10-08 03:00:00, None, 952.0,41
0.0, -0.819, 90.3, 6.1, 90.0, -2.0, -0.8, -0.8, -2.0, 0.0, 0.0,2021-10-08 04:00:00, None, 952.0,41
0.0, -1.028, 91.4, 6.1, 91.0, -2.0, -1.0, -1.1, -2.0, 0.0, 0.0,2021-10-08 05:00:00, None, 952.0,41
0.0, -1.612, 92.3, 6.1, 92.0, -3.0, -1.6, -1.7, -3.0, 0.0, 0.0,2021-10-08 06:00:00, None, 953.0,41
0.0, -1.671, 92.7, -1.4, 93.0, -2.0, -1.7, -1.8, -2.0, 0.0, 0.0,2021-10-08 07:00:00, None, 952.0,41
0.0, -1.711, 93.2, -1.4, 93.0, -3.0, -1.7, -1.9, -3.0, 0.0, 0.0,2021-10-08 08:00:00, None, 952.0,41
0.0, -0.956, 90.0, -0.9, 90.0, -2.0, -1.0, -1.9, -2.0, 0.0, 0.0,2021-10-08 09:00:00, None, 953.0,41
0.0, 1.34, 79.87, 1.3, 80.0, -2.0, 1.3, -1.9, -2.0, 0.1, 0.0,2021-10-08 10:00:00, None, 952.0,41
0.0, 4.249, 70.78, 4.0, 71.0, -1.0, 4.2, -1.9, -1.0, 0.0, 0.0,2021-10-08 11:00:00, None, 952.0,41
0.0, 5.982, 61.01, 6.1, 61.0, -1.0, 6.0, -1.9, -1.0, 0.0, 0.0,2021-10-08 12:00:00, None, 951.0,41
0.0, 7.829, 53.01, 8.2, 53.0, -1.0, 7.8, -1.9, -1.0, 0.0, 0.0,2021-10-08 13:00:00, None, 950.0,41
0.0, 8.3, 51.64, 8.4, 52.0, -1.0, 8.3, -1.9, -1.0, 0.0, 0.0,2021-10-08 14:00:00, None, 950.0,41
0.0, 7.861, 58.6, 9.0, 59.0, 0.0, 7.9, -1.9, 0.0, 0.0, 0.0,2021-10-08 15:00:00, None, 949.0,41
0.0, 8.22, 58.73, 9.3, 59.0, 1.0, 8.2, -1.9, 1.0, 0.0, 0.0,2021-10-08 16:00:00, None, 949.0,41
0.0, 7.233, 65.2, 9.3, 65.0, 1.0, 7.2, -1.9, 1.0, 0.0, 0.0,2021-10-08 17:00:00, None, 949.0,41
0.0, 6.307, 69.47, 9.3, 69.0, 1.0, 6.3, -1.9, 1.0, 0.0, 0.0,2021-10-08 18:00:00, None, 949.0,41
0.0, 5.521, 69.82, 6.3, 70.0, 0.0, 5.5, 5.2, 0.0, 0.0, 0.0,2021-10-08 19:00:00, None, 950.0,41
0.0, 4.036, 74.44, 6.3, 74.0, 0.0, 4.0, 4.1, 0.0, 0.0, 0.0,2021-10-08 20:00:00, None, 951.0,41
0.0, 2.988, 75.4, 6.3, 75.0, -1.0, 3.0, 3.0, -1.0, 0.0, 0.0,2021-10-08 21:00:00, None, 952.0,41
