RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,week_of_year
91.2, None, None, None, 0.011, 185.0, None, None, None, None, None, None, None, None, None, None, None, None,-11.6, None, None, None, None, 26.59, None, None, None, None,2017-01-15 00:00:00,3
91.0, None, None, None, 0.017, 195.4, None, None, None, None, None, None, None, None, None, None, None, None,-11.41, None, None, None, None, 25.57, None, None, None, None,2017-01-15 01:00:00,3
91.4, None, None, None, 0.0, 190.7, None, None, None, None, None, None, None, None, None, None, None, None,-11.4, None, None, None, None, 7.93, None, None, None, None,2017-01-15 02:00:00,3
91.6, None, None, None, 0.053, 201.2, None, None, None, None, None, None, None, None, None, None, None, None,-11.22, None, None, None, None, 10.56, None, None, None, None,2017-01-15 03:00:00,3
90.8, None, None, None, 0.097, 177.6, None, None, None, None, None, None, None, None, None, 53.75, None, None,-11.53, None, None, None, None, 22.82, None, None, None, None,2017-01-15 04:00:00,3
91.0, None, None, None, 0.014, 180.3, None, None, None, None, None, None, None, None, None, 53.65, None, None,-11.41, None, None, None, None, 30.85, None, None, None, None,2017-01-15 05:00:00,3
91.0, None, None, None, 0.045, 161.1, None, None, None, None, None, None, None, None, None, 53.68, None, None,-11.56, None, None, None, None, 23.68, None, None, None, None,2017-01-15 06:00:00,3
91.3, None, None, None, 0.0, 214.7, None, None, None, None, None, None, None, None, None, 53.61, None, None,-11.56, None, None, None, None, 15.94, None, None, None, None,2017-01-15 07:00:00,3
91.6, None, None, None, 0.168, 228.5, None, None, None, None, None, None, None, None, None, 53.89, None, None,-11.31, None, None, None, None, 6.352, None, None, None, None,2017-01-15 08:00:00,3
92.8, None, None, None, 0.021, 184.5, None, None, None, None, None, None, None, None, None, 59.1, None, None,-10.09, None, None, None, None, 22.28, None, None, None, None,2017-01-15 09:00:00,3
92.4, None, None, None, 0.11, 152.8, None, None, None, None, None, None, None, None, None, 58.71, None, None,-8.22, None, None, None, None, 16.41, None, None, None, None,2017-01-15 10:00:00,3
92.3, None, None, None, 0.478, 144.8, None, None, None, None, None, None, None, None, None, 58.61, None, None,-7.613, None, None, None, None, 18.54, None, None, None, None,2017-01-15 11:00:00,3
90.4, None, None, None, 1.227, 146.2, None, None, None, None, None, None, None, None, None, 58.59, None, None,-7.426, None, None, None, None, 17.53, None, None, None, None,2017-01-15 12:00:00,3
92.6, None, None, None, 1.607, 157.6, None, None, None, None, None, None, None, None, None, 58.73, None, None,-8.35, None, None, None, None, 12.1, None, None, None, None,2017-01-15 14:00:00,3
92.3, None, None, None, 0.592, 165.5, None, None, None, None, None, None, None, None, None, 58.88, None, None,-8.38, None, None, None, None, 13.2, None, None, None, None,2017-01-15 15:00:00,3
92.5, None, None, None, 0.17, 186.2, None, None, None, None, None, None, None, None, None, 58.94, None, None,-9.31, None, None, None, None, 26.58, None, None, None, None,2017-01-15 16:00:00,3
93.0, None, None, None, 0.171, 201.3, None, None, None, None, None, None, None, None, None, 58.87, None, None,-9.4, None, None, None, None, 31.09, None, None, None, None,2017-01-15 17:00:00,3
92.8, None, None, None, 0.075, 212.2, None, None, None, None, None, None, None, None, None, 59.12, None, None,-9.15, None, None, None, None, 18.98, None, None, None, None,2017-01-15 18:00:00,3
92.0, None, None, None, 0.027, 192.1, None, None, None, None, None, None, None, None, None, 58.8, None, None,-9.41, None, None, None, None, 21.69, None, None, None, None,2017-01-15 19:00:00,3
91.5, None, None, None, 0.383, 216.7, None, None, None, None, None, None, None, None, None, 58.39, None, None,-10.52, None, None, None, None, 27.26, None, None, None, None,2017-01-15 20:00:00,3
91.8, None, None, None, 2.134, 260.6, None, None, None, None, None, None, None, None, None, 58.23, None, None,-10.66, None, None, None, None, 16.52, None, None, None, None,2017-01-15 21:00:00,3
93.5, None, None, None, 0.873, 219.0, None, None, None, None, None, None, None, None, None, 58.27, None, None,-9.95, None, None, None, None, 33.96, None, None, None, None,2017-01-15 22:00:00,3
93.2, None, None, None, 0.378, 186.4, None, None, None, None, None, None, None, None, None, 58.06, None, None,-9.57, None, None, None, None, 18.81, None, None, None, None,2017-01-15 23:00:00,3
93.2, None, None, None, 0.573, 212.0, None, None, None, None, None, None, None, None, None, 58.13, None, None,-9.54, None, None, None, None, 24.41, None, None, None, None,2017-01-16 00:00:00,3
93.0, None, None, None, 0.429, 196.1, None, None, None, None, None, None, None, None, None, 58.14, None, None,-9.34, None, None, None, None, 25.94, None, None, None, None,2017-01-16 01:00:00,3
93.1, None, None, None, 0.153, 198.0, None, None, None, None, None, None, None, None, None, 58.14, None, None,-9.25, None, None, None, None, 16.13, None, None, None, None,2017-01-16 02:00:00,3
93.2, None, None, None, 0.653, 187.6, None, None, None, None, None, None, None, None, None, 58.1, None, None,-9.16, None, None, None, None, 21.24, None, None, None, None,2017-01-16 03:00:00,3
92.9, None, None, None, 0.463, 185.3, None, None, None, None, None, None, None, None, None, 58.0, None, None,-9.28, None, None, None, None, 18.14, None, None, None, None,2017-01-16 04:00:00,3
93.2, None, None, None, 1.314, 173.9, None, None, None, None, None, None, None, None, None, 57.89, None, None,-9.2, None, None, None, None, 23.9, None, None, None, None,2017-01-16 05:00:00,3
93.2, None, None, None, 1.141, 180.2, None, None, None, None, None, None, None, None, None, 57.86, None, None,-9.1, None, None, None, None, 22.84, None, None, None, None,2017-01-16 06:00:00,3
92.9, None, None, None, 0.515, 177.4, None, None, None, None, None, None, None, None, None, 57.56, None, None,-8.96, None, None, None, None, 22.79, None, None, None, None,2017-01-16 07:00:00,3
93.7, None, None, None, 0.483, 187.3, None, None, None, None, None, None, None, None, None, 57.7, None, None,-8.88, None, None, None, None, 26.75, None, None, None, None,2017-01-16 08:00:00,3
93.5, None, None, None, 1.099, 181.7, None, None, None, None, None, None, None, None, None, 57.29, None, None,-8.65, None, None, None, None, 27.65, None, None, None, None,2017-01-16 09:00:00,3
93.5, None, None, None, 2.55, 170.0, None, None, None, None, None, None, None, None, None, 57.63, None, None,-8.03, None, None, None, None, 23.53, None, None, None, None,2017-01-16 11:00:00,3
93.8, None, None, None, 3.196, 160.2, None, None, None, None, None, None, None, None, None, 57.94, None, None,-7.862, None, None, None, None, 26.55, None, None, None, None,2017-01-16 14:00:00,3
94.3, None, None, None, 4.397, 159.2, None, None, None, None, None, None, None, None, None, 58.14, None, None,-7.805, None, None, None, None, 29.4, None, None, None, None,2017-01-16 15:00:00,3
94.1, None, None, None, 3.684, 158.8, None, None, None, None, None, None, None, None, None, 58.1, None, None,-7.904, None, None, None, None, 26.12, None, None, None, None,2017-01-16 16:00:00,3
94.2, None, None, None, 3.827, 168.1, None, None, None, None, None, None, None, None, None, 58.01, None, None,-7.833, None, None, None, None, 28.06, None, None, None, None,2017-01-16 17:00:00,3
94.3, None, None, None, 3.892, 161.4, None, None, None, None, None, None, None, None, None, 57.92, None, None,-7.744, None, None, None, None, 27.97, None, None, None, None,2017-01-16 18:00:00,3
94.3, None, None, None, 3.06, 149.0, None, None, None, None, None, None, None, None, None, 57.78, None, None,-7.681, None, None, None, None, 25.31, None, None, None, None,2017-01-16 19:00:00,3
94.5, None, None, None, 4.754, 160.7, None, None, None, None, None, None, None, None, None, 57.46, None, None,-7.538, None, None, None, None, 28.93, None, None, None, None,2017-01-16 20:00:00,3
94.7, None, None, None, 5.011, 158.0, None, None, None, None, None, None, None, None, None, 56.71, None, None,-7.435, None, None, None, None, 37.8, None, None, None, None,2017-01-16 21:00:00,3
94.5, None, None, None, 7.891, 160.5, None, None, None, None, None, None, None, None, None, 56.52, None, None,-7.362, None, None, None, None, 37.82, None, None, None, None,2017-01-16 22:00:00,3
94.4, None, None, None, 4.92, 146.9, None, None, None, None, None, None, None, None, None, 56.99, None, None,-7.12, None, None, None, None, 39.83, None, None, None, None,2017-01-16 23:00:00,3
94.5, None, None, None, 3.108, 153.8, None, None, None, None, None, None, None, None, None, 58.7, None, None,-7.133, None, None, None, None, 32.59, None, None, None, None,2017-01-17 00:00:00,3
94.7, None, None, None, 3.003, 143.7, None, None, None, None, None, None, None, None, None, 58.26, None, None,-7.148, None, None, None, None, 31.45, None, None, None, None,2017-01-17 01:00:00,3
94.5, None, None, None, 1.203, 149.9, None, None, None, None, None, None, None, None, None, 58.42, None, None,-6.94, None, None, None, None, 24.57, None, None, None, None,2017-01-17 02:00:00,3
94.4, None, None, None, 0.004, 157.8, None, None, None, None, None, None, None, None, None, 58.69, None, None,-6.892, None, None, None, None, 18.74, None, None, None, None,2017-01-17 03:00:00,3
94.6, None, None, None, 0.0, 168.8, None, None, None, None, None, None, None, None, None, 59.01, None, None,-6.892, None, None, None, None, 12.47, None, None, None, None,2017-01-17 04:00:00,3
94.5, None, None, None, 0.0, 164.1, None, None, None, None, None, None, None, None, None, 58.92, None, None,-6.822, None, None, None, None, 15.29, None, None, None, None,2017-01-17 05:00:00,3
95.2, None, None, None, 2.958, 177.0, None, None, None, None, None, None, None, None, None, 62.16, None, None,-6.542, None, None, None, None, 29.31, None, None, None, None,2017-01-17 07:00:00,3
95.4, None, None, None, 4.571, 184.4, None, None, None, None, None, None, None, None, None, 63.2, None, None,-6.044, None, None, None, None, 35.28, None, None, None, None,2017-01-17 08:00:00,3
95.5, None, None, None, 8.34, 173.4, None, None, None, None, None, None, None, None, None, 63.53, None, None,-5.861, None, None, None, None, 32.03, None, None, None, None,2017-01-17 09:00:00,3
96.2, None, None, None, 9.7, 151.4, None, None, None, None, None, None, None, None, None, 63.98, None, None,-5.603, None, None, None, None, 33.3, None, None, None, None,2017-01-17 11:00:00,3
96.1, None, None, None, 10.62, 157.0, None, None, None, None, None, None, None, None, None, 64.37, None, None,-4.907, None, None, None, None, 29.24, None, None, None, None,2017-01-17 13:00:00,3
96.4, None, None, None, 8.54, 164.3, None, None, None, None, None, None, None, None, None, 64.32, None, None,-4.402, None, None, None, None, 32.82, None, None, None, None,2017-01-17 14:00:00,3
96.1, None, None, None, 6.04, 152.9, None, None, None, None, None, None, None, None, None, 64.23, None, None,-4.43, None, None, None, None, 31.69, None, None, None, None,2017-01-17 15:00:00,3
96.3, None, None, None, 2.998, 178.8, None, None, None, None, None, None, None, None, None, 64.19, None, None,-4.523, None, None, None, None, 41.04, None, None, None, None,2017-01-17 16:00:00,3
96.2, None, None, None, 3.522, 185.0, None, None, None, None, None, None, None, None, None, 64.09, None, None,-4.521, None, None, None, None, 35.39, None, None, None, None,2017-01-17 17:00:00,3
96.4, None, None, None, 2.512, 213.0, None, None, None, None, None, None, None, None, None, 63.78, None, None,-4.181, None, None, None, None, 37.75, None, None, None, None,2017-01-17 18:00:00,3
96.8, None, None, None, 6.831, 175.1, None, None, None, None, None, None, None, None, None, 64.73, None, None,-4.326, None, None, None, None, 34.04, None, None, None, None,2017-01-17 19:00:00,3
97.2, None, None, None, 11.67, 157.0, None, None, None, None, None, None, None, None, None, 65.52, None, None,-4.085, None, None, None, None, 27.76, None, None, None, None,2017-01-17 20:00:00,3
97.1, None, None, None, 11.07, 156.5, None, None, None, None, None, None, None, None, None, 66.27, None, None,-3.98, None, None, None, None, 31.96, None, None, None, None,2017-01-17 21:00:00,3
97.5, None, None, None, 12.85, 158.6, None, None, None, None, None, None, None, None, None, 68.61, None, None,-3.34, None, None, None, None, 29.11, None, None, None, None,2017-01-17 22:00:00,3
98.1, None, None, None, 15.16, 140.7, None, None, None, None, None, None, None, None, None, 69.46, None, None,-2.589, None, None, None, None, 29.25, None, None, None, None,2017-01-17 23:00:00,3
97.9, None, None, None, 16.0, 138.3, None, None, None, None, None, None, None, None, None, 69.12, None, None,-2.677, None, None, None, None, 28.59, None, None, None, None,2017-01-18 00:00:00,3
