pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,time,snw_dpth,stn_pres,week_of_year
None,-8.34, None, None, None, None, None, None, None, None, None, None,2017-02-05 00:00:00, None, None,6
None,-8.4, None, None, None, None, None, None, None, None, None, None,2017-02-05 01:00:00, None, None,6
None,-8.29, None, None, None, None, None, None, None, None, None, None,2017-02-05 02:00:00, None, None,6
None,-8.37, None, None, None, None, None, None, None, None, None, None,2017-02-05 03:00:00, None, None,6
None,-8.05, None, None, None, None, None, None, None, None, None, None,2017-02-05 04:00:00, None, None,6
None,-7.99, None, None, None, None, None, None, None, None, None, None,2017-02-05 05:00:00, None, None,6
None,-8.03, None, None, None, None, None, None, None, None, None, None,2017-02-05 06:00:00, None, None,6
None,-7.95, None, None, None, None, None, None, None, None, None, None,2017-02-05 07:00:00, None, None,6
None,-7.97, None, None, None, None, None, None, None, None, None, None,2017-02-05 08:00:00, None, None,6
None,-8.2, None, None, None, None, None, None, None, None, None, None,2017-02-05 09:00:00, None, None,6
None,-7.95, None, None, None, None, None, None, None, None, None, None,2017-02-05 10:00:00, None, None,6
None,-7.07, None, None, None, None, None, None, None, None, None, None,2017-02-05 11:00:00, None, None,6
None,-7.42, None, None, None, None, None, None, None, None, None, None,2017-02-05 12:00:00, None, None,6
None,-6.812, None, None, None, None, None, None, None, None, None, None,2017-02-05 13:00:00, None, None,6
None,-7.02, None, None, None, None, None, None, None, None, None, None,2017-02-05 14:00:00, None, None,6
None,-6.722, None, None, None, None, None, None, None, None, None, None,2017-02-05 15:00:00, None, None,6
None,-6.957, None, None, None, None, None, None, None, None, None, None,2017-02-05 16:00:00, None, None,6
None,-7.26, None, None, None, None, None, None, None, None, None, None,2017-02-05 17:00:00, None, None,6
None,-7.2, None, None, None, None, None, None, None, None, None, None,2017-02-05 18:00:00, None, None,6
None,-7.34, None, None, None, None, None, None, None, None, None, None,2017-02-05 19:00:00, None, None,6
None,-7.75, None, None, None, None, None, None, None, None, None, None,2017-02-05 20:00:00, None, None,6
None,-8.37, None, None, None, None, None, None, None, None, None, None,2017-02-05 21:00:00, None, None,6
None,-8.7, None, None, None, None, None, None, None, None, None, None,2017-02-05 22:00:00, None, None,6
None,-9.21, None, None, None, None, None, None, None, None, None, None,2017-02-05 23:00:00, None, None,6
None,-9.63, None, None, None, None, None, None, None, None, None, None,2017-02-06 00:00:00, None, None,6
None,-9.91, None, None, None, None, None, None, None, None, None, None,2017-02-06 01:00:00, None, None,6
None,-10.08, None, None, None, None, None, None, None, None, None, None,2017-02-06 02:00:00, None, None,6
None,-10.42, None, None, None, None, None, None, None, None, None, None,2017-02-06 03:00:00, None, None,6
None,-10.59, None, None, None, None, None, None, None, None, None, None,2017-02-06 04:00:00, None, None,6
None,-10.88, None, None, None, None, None, None, None, None, None, None,2017-02-06 05:00:00, None, None,6
None,-11.08, None, None, None, None, None, None, None, None, None, None,2017-02-06 06:00:00, None, None,6
None,-11.32, None, None, None, None, None, None, None, None, None, None,2017-02-06 07:00:00, None, None,6
None,-11.37, None, None, None, None, None, None, None, None, None, None,2017-02-06 08:00:00, None, None,6
