snw_dpth_wtr_equiv,SWE,ONE_DAY_SNOW,time,air_temp_1,MIN_TEMP,MAX_TEMP,week_of_year
364.0, None, None,2016-05-20 00:00:00,2.6, None, None,21
362.0, None, None,2016-05-20 01:00:00,1.7, None, None,21
362.0, None, None,2016-05-20 02:00:00,1.4, None, None,21
361.0, None, None,2016-05-20 03:00:00,1.3, None, None,21
361.0, None, None,2016-05-20 04:00:00,0.7, None, None,21
362.0, None, None,2016-05-20 05:00:00,0.1, None, None,21
362.0, None, None,2016-05-20 06:00:00,0.2, None, None,21
363.0, None, None,2016-05-20 07:00:00,0.1, None, None,21
364.0, None, None,2016-05-20 08:00:00,0.1, None, None,21
364.0, None, None,2016-05-20 09:00:00,0.1, None, None,21
364.0, None, None,2016-05-20 10:00:00,0.3, None, None,21
364.0, None, None,2016-05-20 11:00:00,0.5, None, None,21
364.0, None, None,2016-05-20 12:00:00,1.1, None, None,21
364.0, None, None,2016-05-20 13:00:00,2.9, None, None,21
364.0, None, None,2016-05-20 14:00:00,3.6, None, None,21
364.0, None, None,2016-05-20 15:00:00,3.8, None, None,21
364.0, 430.0, None,2016-05-20 16:00:00,4.4, None, None,21
364.0, None, None,2016-05-20 17:00:00,5.4, None, None,21
364.0, None, None,2016-05-20 18:00:00,7.2, None, None,21
364.0, None, None,2016-05-20 19:00:00,9.0, None, None,21
364.0, None, None,2016-05-20 20:00:00,8.9, None, None,21
365.0, None, None,2016-05-20 21:00:00,6.9, None, None,21
364.0, None, None,2016-05-20 22:00:00,7.3, None, None,21
363.0, None, None,2016-05-20 23:00:00,6.7, None, None,21
362.0, None, None,2016-05-21 00:00:00,6.2, None, None,21
361.0, None, None,2016-05-21 01:00:00,4.8, None, None,21
361.0, None, None,2016-05-21 02:00:00,4.1, None, None,21
360.0, None, None,2016-05-21 03:00:00,4.1, None, None,21
360.0, None, None,2016-05-21 04:00:00,4.2, None, None,21
360.0, None, None,2016-05-21 05:00:00,3.9, None, None,21
360.0, None, None,2016-05-21 06:00:00,4.0, None, None,21
359.0, None, None,2016-05-21 07:00:00,4.0, None, None,21
359.0, None, None,2016-05-21 08:00:00,3.7, None, None,21
358.0, None, None,2016-05-21 09:00:00,4.0, None, None,21
358.0, None, None,2016-05-21 10:00:00,3.2, None, None,21
358.0, None, None,2016-05-21 11:00:00,3.0, None, None,21
358.0, None, None,2016-05-21 12:00:00,3.1, None, None,21
357.0, None, None,2016-05-21 13:00:00,3.2, None, None,21
357.0, None, None,2016-05-21 14:00:00,2.9, None, None,21
357.0, None, None,2016-05-21 15:00:00,4.4, None, None,21
357.0, 457.0, None,2016-05-21 16:00:00,6.2, None, None,21
356.0, None, None,2016-05-21 17:00:00,6.4, None, None,21
355.0, None, None,2016-05-21 18:00:00,5.7, None, None,21
354.0, None, None,2016-05-21 19:00:00,6.0, None, None,21
354.0, None, None,2016-05-21 20:00:00,6.5, None, None,21
353.0, None, None,2016-05-21 21:00:00,6.0, None, None,21
352.0, None, None,2016-05-21 22:00:00,5.5, None, None,21
352.0, None, None,2016-05-21 23:00:00,4.8, None, None,21
351.0, None, None,2016-05-22 00:00:00,4.4, None, None,21
351.0, None, None,2016-05-22 01:00:00,3.7, None, None,21
351.0, None, None,2016-05-22 02:00:00,3.1, None, None,21
350.0, None, None,2016-05-22 03:00:00,3.2, None, None,21
349.0, None, None,2016-05-22 04:00:00,3.2, None, None,21
