station_observations
TempC, SolarRadiationWm, RH, WindSpeedms, Pressurembar, Rainmm, GustSpeedms, time, WindDirection, DewPtC
10.59, 551.9, 63.2, 1.36, 848.45, None, 2.34, 2018-08-15 13:00:00, 63.2, 3.9
10.516, 541.9, 64.0, 2.34, 848.35, 0.0, 4.87, 2018-08-15 14:00:00, 57.6, 4.0
10.98, 499.4, 64.6, 2.34, 848.45, 0.0, 4.68, 2018-08-15 15:00:00, 47.7, 4.6
11.467, 370.6, 63.5, 1.56, 848.45, 0.0, 3.9, 2018-08-15 16:00:00, 28.1, 4.8
11.637, 256.9, 63.9, 0.97, 848.35, 0.0, 2.34, 2018-08-15 17:00:00, 9.8, 5.0
11.127, 129.4, 64.0, 0.39, 848.35, 0.0, 1.75, 2018-08-15 18:00:00, 14.0, 4.6
10.198, 28.1, 62.2, 0.58, 848.25, 0.0, 1.75, 2018-08-15 19:00:00, 32.3, 3.3
10.638, 0.6, 59.4, 0.58, 848.35, 0.0, 1.56, 2018-08-15 20:00:00, 50.5, 3.1
10.59, 0.6, 57.7, 0.58, 848.45, 0.0, 1.36, 2018-08-15 21:00:00, 75.8, 2.6
10.345, 0.6, 58.6, 0.0, 848.55, 0.0, 1.17, 2018-08-15 22:00:00, 56.2, 2.6
9.78, 0.6, 62.8, 0.58, 848.45, 0.0, 1.95, 2018-08-15 23:00:00, 355.2, 3.0
9.361, 0.6, 65.3, 0.39, 848.25, 0.0, 1.56, 2018-08-16 00:00:00, 98.3, 3.2
9.114, 0.6, 69.1, 1.17, 848.15, 0.0, 2.14, 2018-08-16 01:00:00, 94.1, 3.8
8.965, 0.6, 72.5, 0.39, 848.05, 0.0, 1.75, 2018-08-16 02:00:00, 126.4, 4.3
8.941, 0.6, 74.4, 0.0, 847.95, 0.0, 0.78, 2018-08-16 03:00:00, 130.6, 4.6
9.188, 0.6, 74.9, 0.58, 847.75, 0.0, 1.56, 2018-08-16 04:00:00, 116.5, 5.0
9.312, 6.9, 74.5, 0.19, 847.55, 0.0, 1.36, 2018-08-16 05:00:00, 110.9, 5.0
8.792, 111.9, 67.9, 0.19, 847.55, 0.0, 1.36, 2018-08-16 06:00:00, 30.9, 3.2
10.736, 230.6, 62.4, 0.19, 847.55, 0.0, 1.56, 2018-08-16 07:00:00, 23.9, 3.9
11.151, 356.9, 56.8, 0.58, 847.45, 0.0, 2.53, 2018-08-16 08:00:00, 39.3, 2.9
11.807, 498.1, 57.6, 1.36, 847.25, 0.0, 3.9, 2018-08-16 09:00:00, 56.2, 3.7
