AirTemp,ONE_DAY_PRECIPITATION,time,MIN_TEMP,MAX_TEMP,week_of_year
11.5, 1.9,2022-07-16 00:00:00, 10.9, 15.8,29
11.4, None,2022-07-16 01:00:00, None, None,29
11.2, None,2022-07-16 02:00:00, None, None,29
11.1, None,2022-07-16 03:00:00, None, None,29
10.9, None,2022-07-16 04:00:00, None, None,29
11.2, None,2022-07-16 05:00:00, None, None,29
11.7, None,2022-07-16 06:00:00, None, None,29
12.3, None,2022-07-16 07:00:00, None, None,29
13.0, None,2022-07-16 08:00:00, None, None,29
13.6, None,2022-07-16 09:00:00, None, None,29
14.5, None,2022-07-16 10:00:00, None, None,29
14.7, None,2022-07-16 11:00:00, None, None,29
15.8, None,2022-07-16 12:00:00, None, None,29
14.5, None,2022-07-16 13:00:00, None, None,29
13.6, None,2022-07-16 14:00:00, None, None,29
13.5, None,2022-07-16 15:00:00, None, None,29
13.6, None,2022-07-16 16:00:00, None, None,29
13.9, None,2022-07-16 17:00:00, None, None,29
13.9, None,2022-07-16 18:00:00, None, None,29
13.3, None,2022-07-16 19:00:00, None, None,29
12.9, None,2022-07-16 20:00:00, None, None,29
12.6, None,2022-07-16 21:00:00, None, None,29
12.3, None,2022-07-16 22:00:00, None, None,29
12.2, None,2022-07-16 23:00:00, None, None,29
12.2, 5.1,2022-07-17 00:00:00, 11.5, 15.0,29
12.2, None,2022-07-17 01:00:00, None, None,29
11.8, None,2022-07-17 02:00:00, None, None,29
11.7, None,2022-07-17 03:00:00, None, None,29
11.5, None,2022-07-17 04:00:00, None, None,29
11.5, None,2022-07-17 05:00:00, None, None,29
11.5, None,2022-07-17 06:00:00, None, None,29
11.6, None,2022-07-17 07:00:00, None, None,29
11.9, None,2022-07-17 08:00:00, None, None,29
12.3, None,2022-07-17 09:00:00, None, None,29
13.0, None,2022-07-17 10:00:00, None, None,29
14.2, None,2022-07-17 11:00:00, None, None,29
15.0, None,2022-07-17 12:00:00, None, None,29
14.3, None,2022-07-17 13:00:00, None, None,29
14.8, None,2022-07-17 14:00:00, None, None,29
13.3, None,2022-07-17 15:00:00, None, None,29
12.9, None,2022-07-17 16:00:00, None, None,29
12.5, None,2022-07-17 17:00:00, None, None,29
12.5, None,2022-07-17 18:00:00, None, None,29
12.1, None,2022-07-17 19:00:00, None, None,29
12.0, None,2022-07-17 20:00:00, None, None,29
11.6, None,2022-07-17 21:00:00, None, None,29
11.8, None,2022-07-17 22:00:00, None, None,29
11.7, None,2022-07-17 23:00:00, None, None,29
11.7, 0.2,2022-07-18 00:00:00, 11.3, 16.1,29
11.6, None,2022-07-18 01:00:00, None, None,29
11.6, None,2022-07-18 02:00:00, None, None,29
11.5, None,2022-07-18 03:00:00, None, None,29
11.3, None,2022-07-18 04:00:00, None, None,29
11.3, None,2022-07-18 05:00:00, None, None,29
11.5, None,2022-07-18 06:00:00, None, None,29
11.8, None,2022-07-18 07:00:00, None, None,29
12.4, None,2022-07-18 08:00:00, None, None,29
12.5, None,2022-07-18 09:00:00, None, None,29
13.0, None,2022-07-18 10:00:00, None, None,29
14.2, None,2022-07-18 11:00:00, None, None,29
15.5, None,2022-07-18 12:00:00, None, None,29
