time,tasmin,tasmax,pcp,week_of_year
2019-03-12,-8.5,0.7,0.1,11
2019-03-13,-7.0,-0.6,0.0,11
2019-03-14,-4.3,-0.2,10.2,11
2019-03-15,-6.4,2.0,0.7,11
2019-03-16,-4.0,3.6,4.9,11
2019-03-17,0.0,10.4,0.0,11
2019-03-18,-2.4,13.4,0.1,11
