pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,dwpt_temp,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,snw_dpth,week_of_year
0.0, -0.45, 79.47, -0.4, 79.0, -3.0, -0.5, -1.4, -3.0, 0.0, 0.0,2020-12-16 00:00:00, -6999.0,51
0.0, -0.446, 80.2, -0.3, 80.0, -3.0, -0.4, -1.4, -3.0, 0.0, 0.0,2020-12-16 01:00:00, -6999.0,51
0.0, -0.442, 81.3, -0.3, 81.0, -3.0, -0.4, -1.4, -3.0, 0.0, 0.0,2020-12-16 02:00:00, -6999.0,51
0.0, -0.533, 81.9, -0.3, 82.0, -3.0, -0.5, -1.4, -3.0, 0.0, 0.0,2020-12-16 03:00:00, -6999.0,51
None, -0.692, 84.8, None, None, None, None, None, -3.0, None, None,2020-12-16 04:00:00, None,51
None, -0.736, 84.1, -0.3, 84.0, -3.0, -0.7, -1.4, -3.0, 0.0, 0.0,2020-12-16 05:00:00, -6999.0,51
None, -0.765, 85.8, -0.3, 86.0, -3.0, -0.8, -1.4, -3.0, 0.0, 0.0,2020-12-16 06:00:00, -6999.0,51
None, -0.693, 81.3, -0.5, 81.0, -3.0, -0.7, -0.8, -3.0, 0.0, 0.0,2020-12-16 07:00:00, -6999.0,51
None, -0.471, 80.4, -0.4, 80.0, -3.0, -0.5, -0.8, -3.0, 0.0, 0.0,2020-12-16 08:00:00, -6999.0,51
None, 0.096, 80.5, 0.1, 81.0, -3.0, 0.1, -0.8, -3.0, 0.0, 0.0,2020-12-16 09:00:00, -6999.0,51
None, 0.69, 77.01, 0.7, 77.0, -3.0, 0.7, -0.8, -3.0, 0.0, 0.0,2020-12-16 10:00:00, -6999.0,51
None, 1.309, 73.52, 1.3, 74.0, -3.0, 1.3, -0.8, -3.0, 0.0, 0.0,2020-12-16 11:00:00, -6999.0,51
None, 1.785, 70.37, 1.7, 70.0, -3.0, 1.8, -0.8, -3.0, 0.0, 0.0,2020-12-16 12:00:00, -6999.0,51
None, 1.592, 69.65, 1.9, 70.0, -4.0, 1.6, -0.8, -4.0, 0.0, 0.0,2020-12-16 13:00:00, -6999.0,51
None, 1.032, 76.78, 1.9, 77.0, -3.0, 1.0, -0.8, -3.0, 0.0, 0.0,2020-12-16 14:00:00, -6999.0,51
None, 0.532, 82.1, 1.9, 82.0, -2.0, 0.5, -0.8, -2.0, 0.0, 0.0,2020-12-16 15:00:00, -6999.0,51
None, 0.52, 80.9, 1.9, 81.0, -3.0, 0.5, -0.8, -3.0, 0.1, 0.0,2020-12-16 16:00:00, -6999.0,51
None, 0.658, 77.66, 1.9, 78.0, -3.0, 0.7, -0.8, -3.0, 0.0, 0.0,2020-12-16 17:00:00, -6999.0,51
None, 0.236, 79.64, 1.9, 80.0, -3.0, 0.2, -0.8, -3.0, 0.0, 0.0,2020-12-16 18:00:00, -6999.0,51
None, -0.537, 79.51, 0.3, 80.0, -3.0, -0.5, -0.4, -3.0, 0.0, 0.0,2020-12-16 19:00:00, -6999.0,51
