pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,dwpt_temp,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,snwfl_amt_pst1hr,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, -16.53, 85.4, -16.6, 85.0, -18.0, -16.5, -20.9, 998.5, 0.0, -18.0, 900.0, 2.0,2020-12-16 00:00:00, 43.0, 43.23, 900.0,51
None, -16.19, 86.1, -16.2, 86.0, -18.0, -16.2, -20.9, 998.3, 0.0, -18.0, 900.0, 0.0,2020-12-16 01:00:00, 43.0, 43.22, 900.0,51
None, -15.87, 86.2, -15.9, 86.0, -17.0, -15.9, -20.9, 998.2, 1.0, -17.0, 900.0, -1.0,2020-12-16 02:00:00, 43.0, 42.72, 900.0,51
None, -15.66, 85.3, -15.7, 85.0, -17.0, -15.7, -20.9, 998.1, 0.0, -17.0, 900.0, -1.0,2020-12-16 03:00:00, 42.0, 42.11, 900.0,51
None, -15.95, 85.8, -15.7, 86.0, -18.0, -16.0, -20.9, 998.2, 0.0, -18.0, 900.0, 0.0,2020-12-16 04:00:00, 42.0, 42.14, 900.0,51
None, -15.76, 87.5, -15.7, 88.0, -17.0, -15.8, -20.9, 998.4, 0.0, -17.0, 900.0, 0.0,2020-12-16 05:00:00, 42.0, 41.83, 900.0,51
None, -15.36, 86.1, -15.3, 86.0, -17.0, -15.4, -20.9, 997.4, 0.0, -17.0, 899.0, -1.0,2020-12-16 06:00:00, 41.0, 41.27, 899.0,51
1.0, -15.71, 87.2, -15.3, 87.0, -17.0, -15.7, -15.7, 997.5, 0.0, -17.0, 899.0, -1.0,2020-12-16 07:00:00, 41.0, 40.71, 899.0,51
1.0, -16.33, 87.2, -15.3, 87.0, -18.0, -16.3, -16.3, 997.6, 0.0, -18.0, 899.0, 1.0,2020-12-16 08:00:00, 42.0, 41.52, 899.0,51
1.0, -16.48, 87.9, -15.3, 88.0, -18.0, -16.5, -16.9, 996.2, 0.0, -18.0, 898.0, -1.0,2020-12-16 09:00:00, 41.0, 40.63, 898.0,51
1.0, -15.85, 87.3, -15.3, 87.0, -17.0, -15.9, -16.9, 996.0, 0.0, -17.0, 898.0, 0.0,2020-12-16 10:00:00, 41.0, 40.73, 898.0,51
1.0, -15.17, 85.0, -15.2, 85.0, -17.0, -15.2, -16.9, 995.9, 0.0, -17.0, 898.0, 1.0,2020-12-16 11:00:00, 42.0, 41.66, 898.0,51
1.0, -14.64, 83.8, -14.6, 84.0, -17.0, -14.6, -16.9, 995.8, 0.0, -17.0, 898.0, 1.0,2020-12-16 12:00:00, 42.0, 42.32, 898.0,51
1.0, -14.11, 83.9, -14.1, 84.0, -16.0, -14.1, -16.9, 995.7, 0.0, -16.0, 898.0, 0.0,2020-12-16 13:00:00, 42.0, 42.11, 898.0,51
1.0, -13.89, 83.7, -13.9, 84.0, -16.0, -13.9, -16.9, 994.6, 0.0, -16.0, 897.0, 0.0,2020-12-16 14:00:00, 42.0, 42.24, 897.0,51
1.0, -13.86, 88.2, -13.9, 88.0, -15.0, -13.9, -16.9, 994.5, 0.0, -15.0, 897.0, 2.0,2020-12-16 15:00:00, 44.0, 43.61, 897.0,51
1.0, -13.81, 89.1, -13.8, 89.0, -15.0, -13.8, -16.9, 994.6, 0.0, -15.0, 897.0, 1.0,2020-12-16 16:00:00, 44.0, 44.26, 897.0,51
1.8, -14.01, 89.2, -13.8, 89.0, -15.0, -14.0, -16.9, 994.6, 0.8, -15.0, 897.0, 1.0,2020-12-16 17:00:00, 45.0, 44.89, 897.0,51
2.1, -14.2, 89.2, -13.8, 89.0, -15.0, -14.2, -16.9, 994.5, 0.3, -15.0, 897.0, 0.0,2020-12-16 18:00:00, 45.0, 45.06, 897.0,51
3.1, -14.36, 89.1, -14.2, 89.0, -16.0, -14.4, -14.4, 994.6, 1.0, -16.0, 897.0, 1.0,2020-12-16 19:00:00, 45.0, 45.4, 897.0,51
3.1, -14.5, 88.5, -14.2, 89.0, -16.0, -14.5, -14.5, 994.7, 0.0, -16.0, 897.0, 0.0,2020-12-16 20:00:00, 45.0, 45.12, 897.0,51
3.4, -14.69, 88.9, -14.2, 89.0, -16.0, -14.7, -14.7, 994.7, 0.3, -16.0, 897.0, 1.0,2020-12-16 21:00:00, 46.0, 45.79, 897.0,51
4.1, -14.98, 88.6, -14.2, 89.0, -16.0, -15.0, -15.0, 994.7, 0.7, -16.0, 897.0, 1.0,2020-12-16 22:00:00, 47.0, 46.71, 897.0,51
4.1, -15.28, 87.1, -14.2, 87.0, -17.0, -15.3, -15.3, 995.7, 0.0, -17.0, 898.0, 0.0,2020-12-16 23:00:00, 47.0, 46.64, 898.0,51
