pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, None, 5.939, 84.7, None, None, None, None, None, None, None, None, 4.0, None, 5.9, 5.9, 0.0, 4.0, None, None, 9.0, 85.0, None,2022-06-04 00:00:00, None, None, None, None,23
None, None, 5.701, 88.0, None, None, None, None, None, None, None, None, 4.0, None, 5.7, 5.6, 0.0, 4.0, None, None, 9.0, 88.0, None,2022-06-04 01:00:00, None, None, None, None,23
None, None, 5.388, 101.1, None, None, None, None, None, None, None, None, 5.0, None, 5.4, 5.3, 0.0, 5.0, None, None, 9.0, 101.0, None,2022-06-04 02:00:00, None, None, None, None,23
None, None, 5.006, 102.3, None, None, None, None, None, None, None, None, 5.0, None, 5.0, 5.0, 0.0, 5.0, None, None, 9.0, 102.0, None,2022-06-04 03:00:00, None, None, None, None,23
None, None, 5.083, None, None, None, None, None, None, None, None, None, 5.0, None, 5.1, 5.0, 0.0, 5.0, None, None, 9.0, 104.0, None,2022-06-04 04:00:00, None, None, None, None,23
None, None, 5.092, None, None, None, None, None, None, None, None, None, 5.0, None, 5.1, 5.0, 0.0, 5.0, None, None, 9.0, 104.0, None,2022-06-04 05:00:00, None, None, None, None,23
None, None, 5.17, None, None, None, None, None, None, None, None, None, 5.0, None, 5.2, 5.0, 0.0, 5.0, None, None, 9.0, 105.0, None,2022-06-04 06:00:00, None, None, None, None,23
None, None, 5.709, None, None, None, None, None, None, None, None, None, 6.0, None, 5.7, 5.2, 0.0, 6.0, None, None, 5.7, 105.0, None,2022-06-04 07:00:00, None, None, None, None,23
None, None, 6.182, None, None, None, None, None, None, None, None, None, 6.0, None, 6.2, 5.2, 0.0, 6.0, None, None, 6.2, 105.0, None,2022-06-04 08:00:00, None, None, None, None,23
None, None, 6.929, None, None, None, None, None, None, None, None, None, 7.0, None, 6.9, 5.2, 0.0, 7.0, None, None, 7.0, 104.0, None,2022-06-04 09:00:00, None, None, None, None,23
None, None, 7.41, 95.7, None, None, None, None, None, None, None, None, 7.0, None, 7.4, 5.2, 0.0, 7.0, None, None, 7.4, 96.0, None,2022-06-04 10:00:00, None, None, None, None,23
None, None, 8.0, 92.9, None, None, None, None, None, None, None, None, 7.0, None, 8.0, 5.2, 0.0, 7.0, None, None, 8.0, 93.0, None,2022-06-04 11:00:00, None, None, None, None,23
None, None, 9.46, 86.6, None, None, None, None, None, None, None, None, 7.0, None, 9.5, 5.2, 0.0, 7.0, None, None, 9.5, 87.0, None,2022-06-04 12:00:00, None, None, None, None,23
None, None, 9.47, 93.1, None, None, None, None, None, None, None, None, 8.0, None, 9.5, 5.2, 0.0, 8.0, None, None, 9.5, 93.0, None,2022-06-04 13:00:00, None, None, None, None,23
None, None, 9.94, 83.7, None, None, None, None, None, None, None, None, 7.0, None, 9.9, 5.2, 0.0, 7.0, None, None, 9.9, 84.0, None,2022-06-04 14:00:00, None, None, None, None,23
None, None, 11.05, 73.6, None, None, None, None, None, None, None, None, 7.0, None, 11.1, 5.2, 0.0, 7.0, None, None, 11.1, 74.0, None,2022-06-04 15:00:00, None, None, None, None,23
None, None, 11.66, 67.94, None, None, None, None, None, None, None, None, 6.0, None, 11.7, 5.2, 0.0, 6.0, None, None, 11.7, 68.0, None,2022-06-04 16:00:00, None, None, None, None,23
None, None, 11.52, 66.93, None, None, None, None, None, None, None, None, 6.0, None, 11.5, 5.2, 0.0, 6.0, None, None, 11.8, 67.0, None,2022-06-04 17:00:00, None, None, None, None,23
None, None, 11.36, 66.19, None, None, None, None, None, None, None, None, 5.0, None, 11.4, 5.2, 0.0, 5.0, None, None, 11.8, 66.0, None,2022-06-04 18:00:00, None, None, None, None,23
None, None, 10.67, 68.24, None, None, None, None, None, None, None, None, 5.0, None, 10.7, 10.7, 0.0, 5.0, None, None, 11.4, 68.0, None,2022-06-04 19:00:00, None, None, None, None,23
None, None, 9.59, 72.1, None, None, None, None, None, None, None, None, 5.0, None, 9.6, 9.6, 0.0, 5.0, None, None, 11.4, 72.0, None,2022-06-04 20:00:00, None, None, None, None,23
None, None, 8.3, 85.8, None, None, None, None, None, None, None, None, 6.0, None, 8.3, 8.3, 0.0, 6.0, None, None, 11.4, 86.0, None,2022-06-04 21:00:00, None, None, None, None,23
None, None, 7.39, 94.4, None, None, None, None, None, None, None, None, 7.0, None, 7.4, 7.4, 0.0, 7.0, None, None, 11.4, 94.0, None,2022-06-04 22:00:00, None, None, None, None,23
None, None, 6.971, 100.0, None, None, None, None, None, None, None, None, 7.0, None, 7.0, 7.0, 0.0, 7.0, None, None, 11.4, 100.0, None,2022-06-04 23:00:00, None, None, None, None,23
None, None, 6.847, 102.4, None, None, None, None, None, None, None, None, 7.0, None, 6.8, 6.8, 0.0, 7.0, None, None, 11.4, 102.0, None,2022-06-05 00:00:00, None, None, None, None,23
None, None, 6.733, None, None, None, None, None, None, None, None, None, 7.0, None, 6.7, 6.7, 0.0, 7.0, None, None, 11.4, 104.0, None,2022-06-05 01:00:00, None, None, None, None,23
None, None, 6.599, None, None, None, None, None, None, None, None, None, 7.0, None, 6.6, 6.6, 0.0, 7.0, None, None, 11.4, 104.0, None,2022-06-05 02:00:00, None, None, None, None,23
None, None, 6.418, None, None, None, None, None, None, None, None, None, 6.0, None, 6.4, 6.4, 0.0, 6.0, None, None, 11.4, 105.0, None,2022-06-05 03:00:00, None, None, None, None,23
None, None, 6.122, None, None, None, None, None, None, None, None, None, 6.0, None, 6.1, 6.1, 0.0, 6.0, None, None, 11.4, 105.0, None,2022-06-05 04:00:00, None, None, None, None,23
None, None, 5.94, None, None, None, None, None, None, None, None, None, 6.0, None, 5.9, 5.9, 0.0, 6.0, None, None, 11.4, 105.0, None,2022-06-05 05:00:00, None, None, None, None,23
None, None, 5.961, None, None, None, None, None, None, None, None, None, 6.0, None, 6.0, 5.9, 0.0, 6.0, None, None, 11.4, 105.0, None,2022-06-05 06:00:00, None, None, None, None,23
None, None, 6.591, None, None, None, None, None, None, None, None, None, 7.0, None, 6.6, 5.9, 0.0, 7.0, None, None, 6.6, 104.0, None,2022-06-05 07:00:00, None, None, None, None,23
