CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,rel_hum,time,stn_pres,week_of_year
10.23, 69.97, 15.4, None, 30.2, 0.074, 305.6, 5.0, None, 10.2, 9.9, 1042.4, None, 5.0, 918.0, None, 70.0,2022-06-04 00:00:00, 918.0,23
8.9, 74.74, 15.4, None, 11.7, 0.004, 298.2, 5.0, None, 8.9, 8.9, 1041.8, None, 5.0, 917.0, None, 75.0,2022-06-04 01:00:00, 917.0,23
8.17, 77.82, 15.4, None, 47.58, 0.068, 304.2, 4.0, None, 8.2, 8.2, 1042.9, None, 4.0, 918.0, None, 78.0,2022-06-04 02:00:00, 918.0,23
7.52, 82.7, 15.4, None, 45.81, 0.0, 310.2, 5.0, None, 7.5, 7.5, 1043.1, None, 5.0, 918.0, None, 83.0,2022-06-04 03:00:00, 918.0,23
7.37, 81.5, 15.4, None, 13.66, 0.0, 294.4, 4.0, None, 7.4, 7.3, 1041.0, None, 4.0, 916.0, None, 82.0,2022-06-04 04:00:00, 916.0,23
7.312, 83.7, 15.4, None, 25.6, 0.0, 300.7, 5.0, None, 7.3, 7.3, 1042.1, None, 5.0, 917.0, None, 84.0,2022-06-04 05:00:00, 917.0,23
7.877, 84.9, 15.4, None, 14.43, 0.006, 302.4, 5.0, None, 7.9, 7.3, 1042.0, None, 5.0, 917.0, None, 85.0,2022-06-04 06:00:00, 917.0,23
8.61, 83.4, 8.6, None, 57.3, 0.0, 319.3, 6.0, None, 8.6, 7.7, 1043.1, None, 6.0, 918.0, None, 83.0,2022-06-04 07:00:00, 918.0,23
9.87, 78.34, 9.9, None, 70.85, 0.0, 45.43, 6.0, None, 9.9, 7.7, 1043.1, None, 6.0, 918.0, None, 78.0,2022-06-04 08:00:00, 918.0,23
11.59, 68.96, 11.6, None, 67.02, 0.003, 99.0, 6.0, None, 11.6, 7.7, 1042.1, None, 6.0, 917.0, None, 69.0,2022-06-04 09:00:00, 917.0,23
12.92, 66.14, 12.8, None, 60.63, 0.002, 105.6, 7.0, None, 12.9, 7.7, 1040.8, None, 7.0, 916.0, None, 66.0,2022-06-04 10:00:00, 916.0,23
13.62, 63.1, 13.7, None, 56.06, 0.049, 110.5, 7.0, None, 13.6, 7.7, 1040.8, None, 7.0, 916.0, None, 63.0,2022-06-04 11:00:00, 916.0,23
14.34, 63.2, 15.1, None, 27.3, 0.937, 80.5, 7.0, None, 14.3, 7.7, 1041.8, None, 7.0, 917.0, None, 63.0,2022-06-04 12:00:00, 917.0,23
15.0, 61.43, 16.2, None, 47.2, 1.773, 107.6, 7.0, None, 15.0, 7.7, 1039.6, None, 7.0, 915.0, None, 61.0,2022-06-04 13:00:00, 915.0,23
15.71, 54.26, 16.2, None, 25.64, 0.929, 81.5, 7.0, None, 15.7, 7.7, 1040.7, None, 7.0, 916.0, None, 54.0,2022-06-04 14:00:00, 916.0,23
16.03, 52.66, 16.6, None, 42.78, 0.299, 90.4, 7.0, None, 16.0, 7.7, 1040.8, None, 7.0, 916.0, None, 53.0,2022-06-04 15:00:00, 916.0,23
15.44, 54.83, 17.1, None, 48.31, 0.316, 166.8, 6.0, None, 15.4, 7.7, 1039.8, None, 6.0, 915.0, None, 55.0,2022-06-04 16:00:00, 915.0,23
16.65, 49.61, 17.1, None, 60.83, 0.015, 150.6, 6.0, None, 16.7, 7.7, 1038.5, None, 6.0, 914.0, None, 50.0,2022-06-04 17:00:00, 914.0,23
16.95, 48.4, 17.4, None, 49.98, 0.162, 109.9, 6.0, None, 17.0, 7.7, 1040.6, None, 6.0, 916.0, None, 48.0,2022-06-04 18:00:00, 916.0,23
16.73, 53.71, 17.4, None, 54.87, 0.008, 111.6, 8.0, None, 16.7, 16.7, 1039.4, None, 8.0, 915.0, None, 54.0,2022-06-04 19:00:00, 915.0,23
14.63, 67.57, 17.4, None, 57.44, 0.008, 12.96, 9.0, None, 14.6, 14.6, 1039.5, None, 9.0, 915.0, None, 68.0,2022-06-04 20:00:00, 915.0,23
12.73, 70.91, 17.4, None, 29.44, 0.145, 318.0, 7.0, None, 12.7, 12.8, 1040.7, None, 7.0, 916.0, None, 71.0,2022-06-04 21:00:00, 916.0,23
11.85, 71.23, 17.4, None, 33.04, 0.279, 321.0, 7.0, None, 11.9, 11.9, 1041.8, None, 7.0, 917.0, None, 71.0,2022-06-04 22:00:00, 917.0,23
11.31, 70.06, 17.4, None, 33.7, 0.268, 330.1, 6.0, None, 11.3, 11.2, 1038.3, None, 6.0, 914.0, None, 70.0,2022-06-04 23:00:00, 914.0,23
11.89, 66.5, 17.4, None, 34.3, 0.177, 329.7, 6.0, None, 11.9, 11.2, 1042.7, None, 6.0, 918.0, None, 67.0,2022-06-05 00:00:00, 918.0,23
10.65, 74.77, 17.4, None, 36.32, 0.001, 290.3, 6.0, None, 10.7, 10.6, 1041.6, None, 6.0, 917.0, None, 75.0,2022-06-05 01:00:00, 917.0,23
9.43, 85.9, 17.4, None, 19.65, 0.001, 286.3, 7.0, None, 9.4, 9.3, 1041.7, None, 7.0, 917.0, None, 86.0,2022-06-05 02:00:00, 917.0,23
8.9, 86.4, 17.4, None, 16.57, 0.004, 292.6, 7.0, None, 8.9, 8.9, 1041.7, None, 7.0, 917.0, None, 86.0,2022-06-05 03:00:00, 917.0,23
9.11, 81.8, 17.4, None, 18.47, 0.011, 288.6, 6.0, None, 9.1, 8.9, 1041.8, None, 6.0, 917.0, None, 82.0,2022-06-05 04:00:00, 917.0,23
8.64, 83.7, 17.4, None, 16.3, 0.003, 285.1, 6.0, None, 8.6, 8.6, 1041.7, None, 6.0, 917.0, None, 84.0,2022-06-05 05:00:00, 917.0,23
9.11, 81.6, 17.4, None, 24.76, 0.002, 291.8, 6.0, None, 9.1, 8.6, 1041.6, None, 6.0, 917.0, None, 82.0,2022-06-05 06:00:00, 917.0,23
9.21, 87.0, 9.3, None, 23.58, 0.0, 279.6, 7.0, None, 9.2, 9.1, 1038.2, None, 7.0, 914.0, None, 87.0,2022-06-05 07:00:00, 914.0,23
10.25, 86.6, 10.3, None, 28.95, 0.0, 290.9, 8.0, None, 10.3, 9.1, 1038.3, None, 8.0, 914.0, None, 87.0,2022-06-05 08:00:00, 914.0,23
10.84, 86.3, 10.9, None, 30.09, 0.001, 90.1, 8.0, None, 10.8, 9.1, 1039.7, None, 8.0, 915.0, None, 86.0,2022-06-05 09:00:00, 915.0,23
11.72, 79.49, 12.0, None, 39.34, 0.026, 138.2, 8.0, None, 11.7, 9.1, 1040.8, None, 8.0, 916.0, None, 79.0,2022-06-05 10:00:00, 916.0,23
