pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, None, 2.532, 97.3, None, None, None, None, 0.0, 0.0, 0.0, 0.011, 2.0, None, 2.5, 2.3, -0.3, None, None, 4.8, None, None, 97.0, None,2022-06-04 00:00:00, 80.0, None, 79.57,23
None, None, 2.383, 98.5, None, None, None, None, 0.0, 0.0, 0.0, 0.011, 2.0, None, 2.4, 2.1, 0.0, None, None, 4.8, None, None, 99.0, None,2022-06-04 01:00:00, 79.0, None, 79.22,23
None, None, 2.247, 96.3, None, None, None, None, 0.0, 0.0, 0.0, 0.013, 2.0, None, 2.2, 2.1, 0.0, None, None, 4.8, None, None, 96.0, None,2022-06-04 02:00:00, 79.0, None, 79.36,23
None, None, 2.252, 95.8, None, None, None, None, 0.0, 0.0, 0.0, 0.015, 2.0, None, 2.3, 2.1, -0.1, None, None, 4.8, None, None, 96.0, None,2022-06-04 03:00:00, 79.0, None, 79.27,23
None, None, 2.092, 97.5, None, None, None, None, 0.0, 0.0, 0.0, 0.011, 2.0, None, 2.1, 2.0, 0.0, None, None, 4.8, None, None, 98.0, None,2022-06-04 04:00:00, 79.0, None, 79.2,23
None, None, 2.268, 94.5, None, None, None, None, 0.0, 0.0, 0.0, 0.013, 1.0, None, 2.3, 1.9, -0.2, None, None, 4.8, None, None, 95.0, None,2022-06-04 05:00:00, 79.0, None, 79.18,23
None, None, 2.795, 90.1, None, None, None, None, 0.0, 0.0, 0.0, 0.015, 2.0, None, 2.8, 1.9, -0.1, None, None, 4.8, None, None, 90.0, None,2022-06-04 06:00:00, 79.0, None, 79.19,23
None, None, 3.06, 90.1, None, None, None, None, 0.0, 0.0, 0.0, 0.012, 2.0, None, 3.1, 1.9, 0.0, None, None, 4.8, None, None, 90.0, None,2022-06-04 07:00:00, 79.0, None, 79.28,23
None, None, 4.571, 84.3, None, None, None, None, 0.0, 0.0, 0.0, 0.009, 2.0, None, 4.6, 3.1, 0.0, None, None, 5.7, None, None, 84.0, None,2022-06-04 08:00:00, 79.0, None, 78.77,23
None, None, 6.103, 73.98, None, None, None, None, 0.0, 0.0, 0.0, 0.011, 1.0, None, 6.1, 3.1, 0.1, None, None, 7.0, None, None, 74.0, None,2022-06-04 09:00:00, 77.0, None, 76.77,23
None, None, 8.29, 68.07, None, None, None, None, 0.0, 0.0, 0.0, 0.012, 3.0, None, 8.3, 3.1, -0.1, None, None, 9.9, None, None, 68.0, None,2022-06-04 10:00:00, 76.0, None, 76.17,23
None, None, 8.19, 70.5, None, None, None, None, 0.0, 0.0, 0.0, 0.013, 3.0, None, 8.2, 3.1, 1.2, None, None, 10.0, None, None, 71.0, None,2022-06-04 11:00:00, 78.0, None, 77.57,23
None, None, 7.167, 74.59, None, None, None, None, 0.0, 0.0, 0.0, 0.014, 3.0, None, 7.2, 3.1, 0.0, None, None, 10.0, None, None, 75.0, None,2022-06-04 12:00:00, 76.0, None, 75.97,23
None, None, 9.01, 65.77, None, None, None, None, 0.0, 0.0, 0.0, 0.013, 3.0, None, 9.0, 3.1, -0.5, None, None, 10.6, None, None, 66.0, None,2022-06-04 13:00:00, 77.0, None, 76.63,23
None, None, 10.72, 61.07, None, None, None, None, 0.0, 0.0, 0.0, 0.019, 4.0, None, 10.7, 3.1, 0.2, None, None, 11.9, None, None, 61.0, None,2022-06-04 14:00:00, 75.0, None, 74.63,23
None, None, 11.75, 60.28, None, None, None, None, 0.0, 0.0, 0.0, 0.021, 5.0, None, 11.8, 3.1, 0.3, None, None, 14.1, None, None, 60.0, None,2022-06-04 15:00:00, 73.0, None, 73.44,23
