AirTemperature,Precipitation,Rain,WindSpeed,time,WindDirection,RelativeHumidity,week_of_year
-5.1, 1.0,0.0, 16.0,2020-01-15 00:00:00, 45.0, 91.0,3
-5.1, None,0.0, 17.3,2020-01-15 00:15:00, 39.0, 91.0,3
-5.2, None,0.0, 16.8,2020-01-15 00:30:00, 46.0, 91.0,3
-5.3, None,0.0, 16.1,2020-01-15 00:45:00, 42.0, 91.0,3
-5.3, 1.0,0.0, 16.2,2020-01-15 01:00:00, 47.0, 90.0,3
-5.3, None,0.0, 14.7,2020-01-15 01:15:00, 47.0, 91.0,3
-5.3, None,0.0, 16.8,2020-01-15 01:30:00, 38.0, 91.0,3
-5.3, None,0.0, 16.7,2020-01-15 01:45:00, 43.0, 92.0,3
-5.2, 3.0,0.0, 16.3,2020-01-15 02:00:00, 45.0, 92.0,3
-5.3, None,0.0, 14.6,2020-01-15 02:15:00, 44.0, 92.0,3
-5.2, None,0.0, 15.4,2020-01-15 02:30:00, 43.0, 92.0,3
-5.2, None,0.0, 17.4,2020-01-15 02:45:00, 32.0, 92.0,3
-5.2, 2.0,0.0, 16.3,2020-01-15 03:00:00, 41.0, 91.0,3
-5.3, None,0.0, 16.6,2020-01-15 03:15:00, 46.0, 92.0,3
-5.3, None,0.0, 20.8,2020-01-15 03:30:00, 38.0, 92.0,3
-5.3, None,0.0, 19.5,2020-01-15 03:45:00, 42.0, 92.0,3
-5.5, 3.0,0.0, 15.7,2020-01-15 04:00:00, 44.0, 92.0,3
-5.3, None,0.0, 15.6,2020-01-15 04:15:00, 36.0, 92.0,3
-5.2, None,0.0, 19.7,2020-01-15 04:30:00, 34.0, 92.0,3
-5.3, None,0.0, 18.9,2020-01-15 04:45:00, 40.0, 92.0,3
-5.3, 0.0,0.0, 17.0,2020-01-15 05:00:00, 40.0, 92.0,3
-5.4, None,0.0, 16.5,2020-01-15 05:15:00, 44.0, 92.0,3
-5.4, None,0.0, 16.7,2020-01-15 05:30:00, 44.0, 92.0,3
-5.2, None,0.0, 20.1,2020-01-15 05:45:00, 36.0, 92.0,3
-5.3, 0.0,0.0, 17.2,2020-01-15 06:00:00, 50.0, 91.0,3
-5.4, None,0.0, 21.0,2020-01-15 06:15:00, 44.0, 91.0,3
-5.6, None,0.0, 16.2,2020-01-15 06:30:00, 51.0, 91.0,3
-5.7, None,0.0, 16.0,2020-01-15 06:45:00, 47.0, 91.0,3
-5.5, 0.0,0.0, 19.2,2020-01-15 07:00:00, 43.0, 91.0,3
-5.5, None,0.0, 17.4,2020-01-15 07:15:00, 47.0, 91.0,3
-5.2, None,0.0, 21.9,2020-01-15 07:30:00, 36.0, 91.0,3
-5.1, None,0.0, 21.4,2020-01-15 07:45:00, 41.0, 91.0,3
-5.0, 0.0,0.0, 25.4,2020-01-15 08:00:00, 36.0, 91.0,3
-5.0, None,0.0, 23.6,2020-01-15 08:15:00, 32.0, 91.0,3
-4.9, None,0.0, 27.8,2020-01-15 08:30:00, 29.0, 91.0,3
-4.9, None,0.0, 22.4,2020-01-15 08:45:00, 42.0, 91.0,3
-4.5, 0.0,0.0, 30.7,2020-01-15 09:00:00, 34.0, 91.0,3
-4.5, None,0.0, 24.9,2020-01-15 09:15:00, 43.0, 91.0,3
-4.6, None,0.0, 32.1,2020-01-15 09:30:00, 35.0, 91.0,3
-4.6, None,0.0, 34.0,2020-01-15 09:45:00, 34.0, 92.0,3
-4.5, -2.0,0.0, 35.7,2020-01-15 10:00:00, 35.0, 92.0,3
-4.4, None,0.0, 37.0,2020-01-15 10:15:00, 34.0, 92.0,3
-4.3, None,0.0, 37.3,2020-01-15 10:30:00, 30.0, 92.0,3
-4.3, None,0.0, 38.4,2020-01-15 10:45:00, 31.0, 92.0,3
-4.2, 2.0,0.0, 38.9,2020-01-15 11:00:00, 29.0, 93.0,3
-3.9, None,0.0, 38.1,2020-01-15 11:15:00, 30.0, 93.0,3
-3.9, None,0.0, 40.2,2020-01-15 11:30:00, 31.0, 93.0,3
-3.9, None,0.0, 41.5,2020-01-15 11:45:00, 32.0, 93.0,3
-4.0, -2.0,0.0, 44.3,2020-01-15 12:00:00, 31.0, 92.0,3
-4.0, None,0.0, 45.0,2020-01-15 12:15:00, 32.0, 92.0,3
-3.9, None,0.0, 41.9,2020-01-15 12:30:00, 33.0, 92.0,3
-3.9, None,0.0, 40.7,2020-01-15 12:45:00, 34.0, 92.0,3
-4.0, -2.0,0.0, 43.7,2020-01-15 13:00:00, 31.0, 92.0,3
-3.8, None,0.0, 40.6,2020-01-15 13:15:00, 31.0, 93.0,3
-3.6, None,0.0, 38.8,2020-01-15 13:30:00, 26.0, 94.0,3
-3.5, None,0.0, 40.6,2020-01-15 13:45:00, 22.0, 94.0,3
-3.5, 4.0,0.0, 38.2,2020-01-15 14:00:00, 22.0, 94.0,3
-3.4, None,0.0, 38.4,2020-01-15 14:15:00, 25.0, 94.0,3
-3.6, None,0.0, 40.0,2020-01-15 14:30:00, 26.0, 94.0,3
-3.6, None,0.0, 40.4,2020-01-15 14:45:00, 25.0, 94.0,3
-3.5, 3.0,0.0, 40.5,2020-01-15 15:00:00, 25.0, 94.0,3
