pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,time,max_air_temp_snc_last_reset,MINIMUM_AIR_TEMPERATURE,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,rel_hum,MAXIMUM_AIR_TEMPERATURE,PRECIPITATION_NEW,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, None, 8.04, None, None,2017-08-20 00:00:00, None, None, None, None, None, None, None, None, None, None, None, None,34
None, None, 7.71, None, None,2017-08-20 02:00:00, None, None, None, None, None, None, None, None, None, None, None, None,34
None, None, 7.59, None, None,2017-08-20 04:00:00, None, None, None, None, None, None, None, None, None, None, None, None,34
None, None, 7.44, None, None,2017-08-20 05:00:00, None, None, None, None, None, None, None, None, None, None, None, None,34
None, None, 7.47, None, None,2017-08-20 06:00:00, None, None, None, None, None, None, None, None, None, None, None, None,34
None, None, 7.83, None, None,2017-08-20 08:00:00, None, None, None, None, None, None, None, None, None, None, None, None,34
None, None, 8.7, None, None,2017-08-20 09:00:00, None, None, None, None, None, None, None, None, None, None, None, None,34
None, None, 9.85, None, None,2017-08-20 10:00:00, None, None, None, None, None, None, None, None, None, None, None, None,34
None, None, 11.45, None, None,2017-08-20 11:00:00, None, None, None, None, None, None, None, None, None, None, None, None,34
None, None, 12.19, None, None,2017-08-20 12:00:00, None, None, None, None, None, None, None, None, None, None, None, None,34
None, None, 12.75, None, None,2017-08-20 13:00:00, None, None, None, None, None, None, None, None, None, None, None, None,34
None, None, 13.86, None, None,2017-08-20 14:00:00, None, None, None, None, None, None, None, None, None, None, None, None,34
None, None, 13.66, None, None,2017-08-20 15:00:00, None, None, None, None, None, None, None, None, None, None, None, None,34
None, None, 12.7, None, None,2017-08-20 16:00:00, None, None, None, None, None, None, None, None, None, None, None, None,34
None, None, 11.97, None, None,2017-08-20 17:00:00, None, None, None, None, None, None, None, None, None, None, None, None,34
None, None, 11.97, None, None,2017-08-20 18:00:00, None, None, None, None, None, None, None, None, None, None, None, None,34
None, None, 10.8, None, None,2017-08-20 20:00:00, None, None, None, None, None, None, None, None, None, None, None, None,34
None, None, 10.47, None, None,2017-08-20 21:00:00, None, None, None, None, None, None, None, None, None, None, None, None,34
None, None, 10.48, None, None,2017-08-20 22:00:00, None, None, None, None, None, None, None, None, None, None, None, None,34
None, None, 10.54, None, None,2017-08-20 23:00:00, None, None, None, None, None, None, None, None, None, None, None, None,34
None, None, 10.58, None, None,2017-08-21 00:00:00, None, None, None, None, None, None, None, None, None, None, None, None,34
None, None, 10.47, None, None,2017-08-21 01:00:00, None, None, None, None, None, None, None, None, None, None, None, None,34
None, None, 10.66, None, None,2017-08-21 03:00:00, None, None, None, None, None, None, None, None, None, None, None, None,34
None, None, 10.73, None, None,2017-08-21 04:00:00, None, None, None, None, None, None, None, None, None, None, None, None,34
None, None, 10.65, None, None,2017-08-21 05:00:00, None, None, None, None, None, None, None, None, None, None, None, None,34
None, None, 10.67, None, None,2017-08-21 06:00:00, None, None, None, None, None, None, None, None, None, None, None, None,34
None, None, 10.79, None, None,2017-08-21 07:00:00, None, None, None, None, None, None, None, None, None, None, None, None,34
None, None, 11.12, None, None,2017-08-21 09:00:00, None, None, None, None, None, None, None, None, None, None, None, None,34
None, None, 11.34, None, None,2017-08-21 11:00:00, None, None, None, None, None, None, None, None, None, None, None, None,34
None, None, 12.15, None, None,2017-08-21 12:00:00, None, None, None, None, None, None, None, None, None, None, None, None,34
None, None, 12.37, None, None,2017-08-21 13:00:00, None, None, None, None, None, None, None, None, None, None, None, None,34
