pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,time,snw_dpth,stn_pres,week_of_year
None, -10.76, -10.2, None, None, None, -56.0, -10.8, -10.9, 0.0, None, None,2022-12-03 00:00:00, None, None,49
None, -10.97, -10.2, None, None, None, -57.0, -11.0, -11.1, 0.0, None, None,2022-12-03 01:00:00, None, None,49
None, -11.48, -10.2, None, None, None, -57.0, -11.5, -11.5, 0.1, None, None,2022-12-03 02:00:00, None, None,49
None, -11.23, -10.2, None, None, None, -57.0, -11.2, -11.5, 0.0, None, None,2022-12-03 03:00:00, None, None,49
None, -11.22, -10.2, None, None, None, -57.0, -11.2, -11.5, 0.0, None, None,2022-12-03 04:00:00, None, None,49
None, -11.07, -10.2, None, None, None, -57.0, -11.1, -11.5, 0.0, None, None,2022-12-03 05:00:00, None, None,49
None, -10.78, -10.2, None, None, None, -56.0, -10.8, -11.5, 0.0, None, None,2022-12-03 06:00:00, None, None,49
None, -11.06, -10.8, None, None, None, -57.0, -11.1, -11.2, 0.0, None, None,2022-12-03 07:00:00, None, None,49
None, -10.48, -10.5, None, None, None, -56.0, -10.5, -11.2, 0.0, None, None,2022-12-03 08:00:00, None, None,49
None, -10.66, -10.4, None, None, None, -56.0, -10.7, -11.2, 0.0, None, None,2022-12-03 09:00:00, None, None,49
None, -10.55, -10.3, None, None, None, -56.0, -10.6, -11.2, -0.2, None, None,2022-12-03 10:00:00, None, None,49
None, -10.05, -10.0, None, None, None, -56.0, -10.1, -11.2, 0.0, None, None,2022-12-03 11:00:00, None, None,49
None, -9.69, -9.7, None, None, None, -56.0, -9.7, -11.2, 0.0, None, None,2022-12-03 12:00:00, None, None,49
None, -9.25, -9.2, None, None, None, -55.0, -9.3, -11.2, 0.0, None, None,2022-12-03 13:00:00, None, None,49
None, -10.02, -9.0, None, None, None, -56.0, -10.0, -11.2, 0.0, None, None,2022-12-03 14:00:00, None, None,49
None, -10.83, -9.0, None, None, None, -57.0, -10.8, -11.2, 0.0, None, None,2022-12-03 15:00:00, None, None,49
None, -11.22, -9.0, None, None, None, -57.0, -11.2, -11.3, 0.0, None, None,2022-12-03 16:00:00, None, None,49
None, -12.1, -9.0, None, None, None, -57.0, -12.1, -12.1, 0.0, None, None,2022-12-03 17:00:00, None, None,49
None, -12.83, -9.0, None, None, None, -58.0, -12.8, -12.8, 0.2, None, None,2022-12-03 18:00:00, None, None,49
None, -13.16, -12.8, None, None, None, -58.0, -13.2, -13.2, 0.0, None, None,2022-12-03 19:00:00, None, None,49
None, -12.7, -12.6, None, None, None, -58.0, -12.7, -13.2, 0.0, None, None,2022-12-03 20:00:00, None, None,49
None, -12.28, -12.2, None, None, None, -57.0, -12.3, -13.2, 0.1, None, None,2022-12-03 21:00:00, None, None,49
None, -12.01, -11.9, None, None, None, -57.0, -12.0, -13.2, 0.0, None, None,2022-12-03 22:00:00, None, None,49
None, -11.71, -11.6, None, None, None, -57.0, -11.7, -13.2, 0.0, None, None,2022-12-03 23:00:00, None, None,49
None, -11.54, -11.5, None, None, None, -57.0, -11.5, -13.2, -0.1, None, None,2022-12-04 00:00:00, None, None,49
None, -11.76, -11.5, None, None, None, -57.0, -11.8, -13.2, 0.0, None, None,2022-12-04 01:00:00, None, None,49
None, -11.53, -11.5, None, None, None, -57.0, -11.5, -13.2, 0.0, None, None,2022-12-04 02:00:00, None, None,49
None, -11.72, -11.5, None, None, None, -57.0, -11.7, -13.2, 0.0, None, None,2022-12-04 03:00:00, None, None,49
None, -11.93, -11.5, None, None, None, -57.0, -11.9, -13.2, 0.0, None, None,2022-12-04 04:00:00, None, None,49
None, -11.87, -11.5, None, None, None, -57.0, -11.9, -13.2, 0.1, None, None,2022-12-04 05:00:00, None, None,49
None, -11.75, -11.5, None, None, None, -57.0, -11.8, -13.2, 0.0, None, None,2022-12-04 06:00:00, None, None,49
