station_observations
ONE_DAY_PRECIPITATION, ONE_DAY_RAIN, MIN_TEMP, ONE_DAY_SNOW, time, SNOW_ON_THE_GROUND, MAX_TEMP
1.0, 0.0, -22.0, 1.0, 2022-01-01 00:00:00, 133.0, -10.0
4.0, 0.0, -19.0, 4.0, 2022-01-02 00:00:00, 130.0, -12.0
4.0, 0.0, -15.0, 4.0, 2022-01-03 00:00:00, 131.0, -9.5
10.0, 0.0, -15.0, 10.0, 2022-01-04 00:00:00, 138.0, -12.0
1.0, 0.0, -16.0, 1.0, 2022-01-05 00:00:00, 142.0, -14.5
5.0, 0.0, -17.0, 5.0, 2022-01-06 00:00:00, 146.0, -6.5
5.0, 0.0, -9.0, 5.0, 2022-01-07 00:00:00, 147.0, -13.5
3.0, 0.0, -19.0, 3.0, 2022-01-08 00:00:00, 147.0, -7.0
0.0, 0.0, -13.0, 0.0, 2022-01-09 00:00:00, 152.0, -4.0
0.0, 0.0, -8.0, 0.0, 2022-01-10 00:00:00, 151.0, -3.0
None, None, -7.5, None, 2022-01-11 00:00:00, 149.0, None
0.0, 0.0, None, 0.0, 2022-01-12 00:00:00, None, 0.5
0.0, 0.0, -3.0, 0.0, 2022-01-13 00:00:00, 164.0, -1.0
0.0, 0.0, -4.0, 0.0, 2022-01-14 00:00:00, 164.0, -1.5
0.0, 0.0, -4.5, 0.0, 2022-01-15 00:00:00, 162.0, -4.5
2.0, 0.0, -7.0, 2.0, 2022-01-16 00:00:00, 162.0, 1.5
2.0, 0.0, -2.5, 2.0, 2022-01-17 00:00:00, 162.0, -1.0
0.0, 0.0, -9.0, 0.0, 2022-01-18 00:00:00, 163.0, -8.0
8.0, 0.0, -12.0, 8.0, 2022-01-19 00:00:00, 161.0, -2.5
1.0, 0.0, -7.0, 1.0, 2022-01-20 00:00:00, 166.0, -2.5
0.0, 0.0, -7.0, 0.0, 2022-01-21 00:00:00, 165.0, -2.5
0.0, 0.0, -6.0, 0.0, 2022-01-22 00:00:00, 164.0, 1.0
0.0, 0.0, -3.0, 0.0, 2022-01-23 00:00:00, 163.0, -2.0
0.0, 0.0, -6.0, 0.0, 2022-01-24 00:00:00, 163.0, -4.5
0.0, 0.0, -9.0, 0.0, 2022-01-25 00:00:00, 163.0, -0.5
0.0, 0.0, -8.0, 0.0, 2022-01-26 00:00:00, 162.0, -4.0
0.0, 0.0, -8.0, 0.0, 2022-01-27 00:00:00, 161.0, -2.0
0.0, 0.0, -5.5, 0.0, 2022-01-28 00:00:00, 160.0, -3.0
6.0, 0.0, -6.0, 6.0, 2022-01-29 00:00:00, 160.0, -3.0
6.0, 0.0, -7.0, 6.0, 2022-01-30 00:00:00, 163.0, -4.5
None, None, -13.5, None, 2022-01-31 00:00:00, 173.0, None
None, None, -13.5, None, 2022-02-01 00:00:00, 188.0, None
None, None, -22.0, None, 2022-02-02 00:00:00, 187.0, None
None, None, -15.0, None, 2022-02-03 00:00:00, 195.0, None
None, None, -7.0, None, 2022-02-04 00:00:00, 192.0, None
None, None, -7.0, None, 2022-02-05 00:00:00, 190.0, None
0.0, 0.0, -6.0, 0.0, 2022-02-06 00:00:00, 189.0, -1.0
0.0, 0.0, -4.5, 0.0, 2022-02-07 00:00:00, 185.0, -2.0
10.0, 0.0, -7.0, 10.0, 2022-02-08 00:00:00, 183.0, -2.0
0.0, 0.0, -6.0, 0.0, 2022-02-09 00:00:00, 190.0, 1.0
0.0, 0.0, -1.0, 0.0, 2022-02-10 00:00:00, 187.0, 1.5
0.0, 0.0, -10.0, 0.0, 2022-02-11 00:00:00, 186.0, -3.0
0.0, 0.0, -7.0, 0.0, 2022-02-12 00:00:00, 185.0, 0.0
0.0, 0.0, -2.5, 0.0, 2022-02-13 00:00:00, 183.0, 0.0
None, None, -5.0, None, 2022-02-14 00:00:00, 181.0, None
4.0, 0.0, -8.5, 4.0, 2022-02-15 00:00:00, 182.0, -5.0
3.0, 0.0, -10.0, 3.0, 2022-02-16 00:00:00, 186.0, -4.0
8.0, 0.0, -8.5, 8.0, 2022-02-17 00:00:00, 189.0, -1.0
0.0, 0.0, -5.0, 0.0, 2022-02-18 00:00:00, 193.0, -1.0
8.0, 0.0, -6.5, 8.0, 2022-02-19 00:00:00, 193.0, -4.0
3.0, 0.0, -10.5, 3.0, 2022-02-20 00:00:00, 199.0, -9.0
0.0, 0.0, -18.0, 0.0, 2022-02-21 00:00:00, 201.0, -20.0
0.0, 0.0, -25.0, 0.0, 2022-02-22 00:00:00, 201.0, -19.0
6.0, 0.0, -23.0, 6.0, 2022-02-23 00:00:00, 199.0, -13.5
0.0, 0.0, -19.5, 0.0, 2022-02-24 00:00:00, 204.0, -12.0
0.0, 0.0, -14.5, 0.0, 2022-02-25 00:00:00, 200.0, -7.5
None, None, -12.5, None, 2022-02-26 00:00:00, 199.0, None
None, None, -11.0, None, 2022-02-27 00:00:00, 198.0, None
None, None, -7.0, None, 2022-02-28 00:00:00, 203.0, None
None, None, -5.0, None, 2022-03-01 00:00:00, 205.0, None
3.0, 0.0, -5.5, 3.0, 2022-03-02 00:00:00, 204.0, -2.5
None, None, -6.5, None, 2022-03-03 00:00:00, 206.0, None
None, None, -9.0, None, 2022-03-04 00:00:00, 205.0, None
None, None, -11.0, None, 2022-03-05 00:00:00, 205.0, None
