pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,dwpt_temp,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,snwfl_amt_pst1hr,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, -5.38, 94.0, -0.3, 94.0, -6.0, -5.4, -5.4, 993.1, -0.1, -6.0, 898.0, 0.0,2020-03-11 00:00:00, 70.0, 69.93, 898.0,11
None, -6.061, 93.9, -0.3, 94.0, -7.0, -6.1, -6.2, 994.2, 0.0, -7.0, 899.0, 0.0,2020-03-11 01:00:00, 70.0, 69.77, 899.0,11
None, -5.844, 92.5, -0.3, 93.0, -7.0, -5.8, -6.2, 995.1, 0.0, -7.0, 900.0, 0.0,2020-03-11 02:00:00, 70.0, 69.95, 900.0,11
None, -5.959, 91.6, -0.3, 92.0, -7.0, -6.0, -6.5, 997.3, 0.1, -7.0, 902.0, 0.0,2020-03-11 03:00:00, 70.0, 70.16, 902.0,11
None, -7.607, 92.6, -0.3, 93.0, -9.0, -7.6, -7.6, 1000.1, 0.0, -9.0, 904.0, 0.0,2020-03-11 04:00:00, 70.0, 70.07, 904.0,11
None, -9.11, 92.9, -0.3, 93.0, -10.0, -9.1, -9.0, 1000.2, -0.1, -10.0, 904.0, 0.0,2020-03-11 05:00:00, 70.0, 69.89, 904.0,11
None, -9.56, 95.2, -0.3, 95.0, -10.0, -9.6, -10.1, 1001.3, -0.1, -10.0, 905.0, 1.0,2020-03-11 06:00:00, 70.0, 70.4, 905.0,11
None, -8.14, 92.0, -8.1, 92.0, -9.0, -8.1, -9.6, 1002.3, 0.1, -9.0, 906.0, 0.0,2020-03-11 07:00:00, 71.0, 70.53, 906.0,11
None, -8.22, 93.2, -8.1, 93.0, -9.0, -8.2, -9.6, 1003.5, 0.0, -9.0, 907.0, 0.0,2020-03-11 08:00:00, 70.0, 70.39, 907.0,11
None, -7.526, 92.3, -7.5, 92.0, -8.0, -7.5, -9.6, 1004.7, 0.1, -8.0, 908.0, 0.0,2020-03-11 09:00:00, 70.0, 70.4, 908.0,11
None, -6.056, 90.7, -6.1, 91.0, -7.0, -6.1, -9.6, 1005.7, 0.3, -7.0, 909.0, 1.0,2020-03-11 10:00:00, 71.0, 70.9, 909.0,11
None, -7.894, 88.0, -6.0, 88.0, -9.0, -7.9, -9.6, 1007.1, 0.1, -9.0, 910.0, -2.0,2020-03-11 11:00:00, 69.0, 69.16, 910.0,11
