air_temp,min_air_temp_snc_last_reset,mslp,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,time,avg_wnd_spd_10m_pst10mts,dwpt_temp,stn_pres,week_of_year
6.7,3.9, 998.2, 127.0,6.6,87.0, 25.8,2020-03-11 00:00:00, 9.1,5.0, 991.0,11
7.3,3.9, 997.2, 189.0,7.5,83.0, 24.9,2020-03-11 01:00:00, 15.9,5.0, 990.0,11
7.2,3.9, 998.2, 184.0,7.5,84.0, 25.1,2020-03-11 02:00:00, 15.9,5.0, 991.0,11
6.7,3.9, 997.2, 205.0,7.5,85.0, 29.0,2020-03-11 03:00:00, 17.0,4.0, 990.0,11
6.4,3.9, 998.2, 244.0,7.5,82.0, 24.1,2020-03-11 04:00:00, 14.8,4.0, 991.0,11
5.8,3.9, 998.2, 279.0,7.5,78.0, 45.8,2020-03-11 05:00:00, 27.9,2.0, 991.0,11
6.0,3.9, 999.2, 275.0,7.5,71.0, 55.8,2020-03-11 06:00:00, 37.1,1.0, 992.0,11
5.8,5.8, 999.3, 271.0,6.1,67.0, 57.1,2020-03-11 07:00:00, 43.1,0.0, 992.0,11
5.9,5.8, 999.3, 277.0,6.1,67.0, 53.7,2020-03-11 08:00:00, 37.0,0.0, 992.0,11
6.2,5.8, 1000.3, 276.0,6.2,66.0, 54.1,2020-03-11 09:00:00, 38.9,0.0, 993.0,11
6.6,5.8, 1000.2, 281.0,6.5,62.0, 59.1,2020-03-11 10:00:00, 40.2,0.0, 993.0,11
6.8,5.8, 1001.2, 286.0,7.0,55.0, 62.1,2020-03-11 11:00:00, 41.7,-1.0, 994.0,11
7.2,5.8, 1002.2, 291.0,7.5,57.0, 57.2,2020-03-11 12:00:00, 38.3,-1.0, 995.0,11
7.9,5.8, 1002.2, 292.0,8.1,53.0, 46.9,2020-03-11 13:00:00, 35.0,-1.0, 995.0,11
8.3,5.8, 1002.2, 293.0,8.4,50.0, 46.3,2020-03-11 14:00:00, 33.0,-2.0, 995.0,11
8.5,5.8, 1002.2, 294.0,8.8,47.0, 43.0,2020-03-11 15:00:00, 31.1,-2.0, 995.0,11
9.0,5.8, 1002.2, 291.0,9.2,45.0, 41.4,2020-03-11 16:00:00, 30.0,-2.0, 995.0,11
9.0,5.8, 1003.2, 288.0,9.2,40.0, 50.0,2020-03-11 17:00:00, 36.2,-4.0, 996.0,11
9.2,5.8, 1002.2, 290.0,9.2,37.0, 50.9,2020-03-11 18:00:00, 31.5,-5.0, 995.0,11
8.0,8.0, 1003.3, 283.0,9.2,46.0, 47.9,2020-03-11 19:00:00, 29.2,-3.0, 996.0,11
7.4,7.4, 1003.3, 276.0,9.2,57.0, 40.1,2020-03-11 20:00:00, 26.1,0.0, 996.0,11
7.5,7.4, 1003.3, 290.0,9.2,56.0, 46.5,2020-03-11 21:00:00, 29.4,-1.0, 996.0,11
7.3,7.2, 1004.3, 287.0,9.2,54.0, 39.9,2020-03-11 22:00:00, 27.5,-1.0, 997.0,11
6.9,6.9, 1004.3, 286.0,9.2,55.0, 41.9,2020-03-11 23:00:00, 28.9,-2.0, 997.0,11
6.1,6.2, 1005.3, 290.0,9.2,60.0, 37.7,2020-03-12 00:00:00, 25.3,-1.0, 998.0,11
5.6,5.6, 1004.3, 301.0,9.2,64.0, 24.9,2020-03-12 01:00:00, 12.8,-1.0, 997.0,11
4.9,4.5, 1005.3, 315.0,9.2,70.0, 27.6,2020-03-12 03:00:00, 13.0,0.0, 998.0,11
2.6,2.5, 1005.3, 10.0,9.2,83.0, 17.8,2020-03-12 04:00:00, 10.7,0.0, 998.0,11
2.8,2.5, 1005.3, 32.0,9.2,79.0, 11.9,2020-03-12 05:00:00, 4.3,0.0, 998.0,11
4.8,2.5, 1006.3, 285.0,9.2,68.0, 19.9,2020-03-12 06:00:00, 6.5,-1.0, 999.0,11
4.7,3.8, 1006.3, 245.0,4.9,66.0, 13.8,2020-03-12 07:00:00, 6.6,-1.0, 999.0,11
4.2,3.8, 1006.3, 279.0,4.9,70.0, 13.1,2020-03-12 08:00:00, 6.9,-1.0, 999.0,11
3.0,3.1, 1006.3, 336.0,5.0,74.0, 13.4,2020-03-12 09:00:00, 7.2,-1.0, 999.0,11
5.7,2.9, 1006.3, 6.0,5.7,63.0, 10.4,2020-03-12 10:00:00, 6.2,-1.0, 999.0,11
6.2,2.9, 1006.3, 275.0,6.2,53.0, 32.9,2020-03-12 11:00:00, 15.2,-3.0, 999.0,11
6.5,2.9, 1006.3, 278.0,6.5,52.0, 35.6,2020-03-12 12:00:00, 26.0,-3.0, 999.0,11
6.7,2.9, 1006.3, 284.0,6.9,50.0, 30.8,2020-03-12 13:00:00, 20.9,-3.0, 999.0,11
7.6,2.9, 1005.3, 277.0,7.6,47.0, 22.2,2020-03-12 14:00:00, 15.4,-3.0, 998.0,11
7.9,2.9, 1005.3, 272.0,8.1,44.0, 24.4,2020-03-12 15:00:00, 16.0,-4.0, 998.0,11
8.3,2.9, 1004.3, 261.0,8.4,39.0, 21.1,2020-03-12 16:00:00, 14.2,-5.0, 997.0,11
7.9,2.9, 1004.3, 265.0,8.4,40.0, 20.7,2020-03-12 17:00:00, 15.1,-5.0, 997.0,11
7.3,2.9, 1003.3, 241.0,8.4,41.0, 18.7,2020-03-12 18:00:00, 13.5,-5.0, 996.0,11
6.3,6.2, 1002.3, 236.0,7.3,53.0, 17.1,2020-03-12 19:00:00, 14.0,-3.0, 995.0,11
6.2,6.0, 1002.3, 219.0,7.3,55.0, 15.5,2020-03-12 20:00:00, 9.2,-2.0, 995.0,11
6.3,6.0, 1002.3, 214.0,7.3,53.0, 8.8,2020-03-12 21:00:00, 3.8,-2.0, 995.0,11
