WDIR_VECT,TEMP_MEAN,WSPD_SCLR,HUMIDITY,time,avg_air_temp_pst1hr,week_of_year
263.2, None, None,58.2,2022-08-27 00:00:00, None,35
250.4, None, None,62.8,2022-08-27 01:00:00, None,35
236.2, None, None,66.6,2022-08-27 02:00:00, None,35
221.6, None, None,73.2,2022-08-27 03:00:00, None,35
226.0, None, None,76.6,2022-08-27 04:00:00, None,35
235.7, None, None,76.9,2022-08-27 05:00:00, None,35
229.3, None, None,76.4,2022-08-27 06:00:00, None,35
235.0, None, None,73.5,2022-08-27 07:00:00, None,35
242.7, None, None,70.6,2022-08-27 08:00:00, None,35
232.6, None, None,67.8,2022-08-27 09:00:00, None,35
233.2, None, None,61.6,2022-08-27 10:00:00, None,35
250.8, None, None,57.3,2022-08-27 11:00:00, None,35
269.1, None, None,52.8,2022-08-27 12:00:00, None,35
226.7, None, None,52.2,2022-08-27 13:00:00, None,35
245.6, None, None,45.6,2022-08-27 14:00:00, None,35
256.2, None, None,46.9,2022-08-27 15:00:00, None,35
244.8, None, None,44.8,2022-08-27 16:00:00, None,35
271.3, None, None,45.3,2022-08-27 17:00:00, None,35
250.1, None, None,46.3,2022-08-27 18:00:00, None,35
216.5, None, None,52.9,2022-08-27 19:00:00, None,35
211.6, None, None,63.2,2022-08-27 20:00:00, None,35
210.7, None, None,68.4,2022-08-27 21:00:00, None,35
221.7, None, None,67.5,2022-08-27 22:00:00, None,35
230.7, None, None,68.5,2022-08-27 23:00:00, None,35
222.1, None, None,68.8,2022-08-28 00:00:00, None,35
226.4, None, None,73.0,2022-08-28 01:00:00, None,35
206.3, None, None,77.8,2022-08-28 02:00:00, None,35
202.8, None, None,82.0,2022-08-28 03:00:00, None,35
197.4, None, None,87.2,2022-08-28 04:00:00, None,35
196.4, None, None,91.5,2022-08-28 05:00:00, None,35
196.3, None, None,93.0,2022-08-28 06:00:00, None,35
195.5, None, None,94.4,2022-08-28 07:00:00, None,35
197.7, None, None,95.1,2022-08-28 08:00:00, None,35
192.4, None, None,95.4,2022-08-28 09:00:00, None,35
187.5, None, None,92.4,2022-08-28 10:00:00, None,35
176.9, None, None,86.6,2022-08-28 11:00:00, None,35
179.0, None, None,80.2,2022-08-28 12:00:00, None,35
189.5, None, None,77.5,2022-08-28 13:00:00, None,35
189.4, None, None,71.6,2022-08-28 14:00:00, None,35
197.6, None, None,70.8,2022-08-28 15:00:00, None,35
185.5, None, None,79.3,2022-08-28 16:00:00, None,35
192.9, None, None,83.8,2022-08-28 17:00:00, None,35
178.3, None, None,86.0,2022-08-28 18:00:00, None,35
119.5, None, None,86.9,2022-08-28 19:00:00, None,35
151.2, None, None,87.9,2022-08-28 20:00:00, None,35
177.2, None, None,92.8,2022-08-28 21:00:00, None,35
185.8, None, None,95.6,2022-08-28 22:00:00, None,35
177.9, None, None,96.9,2022-08-28 23:00:00, None,35
171.7, None, None,97.1,2022-08-29 00:00:00, None,35
181.3, None, None,96.9,2022-08-29 01:00:00, None,35
178.3, None, None,97.3,2022-08-29 02:00:00, None,35
172.2, None, None,97.3,2022-08-29 03:00:00, None,35
174.9, None, None,97.4,2022-08-29 04:00:00, None,35
183.0, None, None,96.0,2022-08-29 05:00:00, None,35
194.1, None, None,93.9,2022-08-29 06:00:00, None,35
195.8, None, None,93.1,2022-08-29 07:00:00, None,35
197.8, None, None,92.7,2022-08-29 08:00:00, None,35
199.8, None, None,91.8,2022-08-29 09:00:00, None,35
185.8, None, None,89.3,2022-08-29 10:00:00, None,35
182.1, None, None,86.6,2022-08-29 11:00:00, None,35
193.0, None, None,83.2,2022-08-29 12:00:00, None,35
185.7, None, None,81.5,2022-08-29 13:00:00, None,35
169.3, None, None,83.0,2022-08-29 14:00:00, None,35
172.6, None, None,69.7,2022-08-29 15:00:00, None,35
175.1, None, None,65.8,2022-08-29 16:00:00, None,35
172.7, None, None,67.1,2022-08-29 17:00:00, None,35
73.3, None, None,76.5,2022-08-29 18:00:00, None,35
