RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,PRECIP_DETECTOR_RATIO,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,rel_hum,time,stn_pres,week_of_year
97.1, None, None, None,0.914,355.6, None, None,-2.0,969.0, None, None, None, None, None,44.22, None, None,-1.69, None, None, None, None,63.43, None, None, None, None, None, None,2018-03-26 00:00:00, None,13
98.5, None, None, None,0.732,81.0, None, None,-2.0,970.0, None, None, None, None, None,44.3, None, None,-1.908, None, None, None, None,69.45, None, None, None, None, None, None,2018-03-26 01:00:00, None,13
98.9, None, None, None,0.671,0.371, None, None,-2.0,970.0, None, None, None, None, None,44.4, None, None,-1.458, None, None, None, None,50.13, None, None, None, None, None, None,2018-03-26 02:00:00, None,13
99.0, None, None, None,1.76,25.62, None, None,-1.0,970.0, None, None, None, None, None,44.4, None, None,-1.103, None, None, None, None,76.42, None, None, None, None, None, None,2018-03-26 03:00:00, None,13
98.8, None, None, None,1.782,331.3, None, None,-1.0,970.0, None, None, None, None, None,44.4, None, None,-0.933, None, None, None, None,44.03, None, None, None, None, None, None,2018-03-26 04:00:00, None,13
99.3, None, None, None,2.066,350.5, None, None,-1.0,970.0, None, None, None, None, None,44.15, None, None,-0.688, None, None, None, None,72.91, None, None, None, None, None, None,2018-03-26 05:00:00, None,13
99.5, None, None, None,0.805,185.9, None, None,-1.0,970.0, None, None, None, None, None,44.17, None, None,-0.572, None, None, None, None,6.268, None, None, None, None, None, None,2018-03-26 06:00:00, None,13
99.7, None, None, None,0.176,232.7, None, None,-1.0,970.0, None, None, None, None, None,43.28, None, None,-0.573, None, None, None, None,23.61, None, None, None, None, None, None,2018-03-26 07:00:00, None,13
99.7, None, None, None,0.027,223.2, None, None,0.0,970.0, None, None, None, None, None,44.73, None, None,0.008, None, None, None, None,35.47, None, None, None, None, None, None,2018-03-26 08:00:00, None,13
99.4, None, None, None,0.0,157.8, None, None,0.0,970.0, None, None, None, None, None,43.65, None, None,0.306, None, None, None, None,40.93, None, None, None, None, None, None,2018-03-26 09:00:00, None,13
99.1, None, None, None,0.0,187.3, None, None,1.0,971.0, None, None, None, None, None,46.13, None, None,0.816, None, None, None, None,26.34, None, None, None, None, None, None,2018-03-26 10:00:00, None,13
98.7, None, None, None,0.261,192.6, None, None,1.0,971.0, None, None, None, None, None,48.5, None, None,1.01, None, None, None, None,15.77, None, None, None, None, None, None,2018-03-26 11:00:00, None,13
98.5, None, None, None,0.586,166.2, None, None,1.0,971.0, None, None, None, None, None,47.63, None, None,1.492, None, None, None, None,38.25, None, None, None, None, None, None,2018-03-26 12:00:00, None,13
98.3, None, None, None,0.294,233.5, None, None,1.0,971.0, None, None, None, None, None,47.48, None, None,1.26, None, None, None, None,53.03, None, None, None, None, None, None,2018-03-26 13:00:00, None,13
97.9, None, None, None,0.454,249.8, None, None,1.0,971.0, None, None, None, None, None,47.45, None, None,1.613, None, None, None, None,44.5, None, None, None, None, None, None,2018-03-26 14:00:00, None,13
98.3, None, None, None,0.525,273.8, None, None,1.0,971.0, None, None, None, None, None,47.69, None, None,1.463, None, None, None, None,68.73, None, None, None, None, None, None,2018-03-26 15:00:00, None,13
98.6, None, None, None,0.727,288.0, None, None,1.0,972.0, None, None, None, None, None,47.43, None, None,1.589, None, None, None, None,63.11, None, None, None, None, None, None,2018-03-26 16:00:00, None,13
98.6, None, None, None,0.982,297.8, None, None,2.0,972.0, None, None, None, None, None,47.11, None, None,1.747, None, None, None, None,43.0, None, None, None, None, None, None,2018-03-26 17:00:00, None,13
98.7, None, None, None,0.775,309.2, None, None,1.0,972.0, None, None, None, None, None,46.91, None, None,1.687, None, None, None, None,42.83, None, None, None, None, None, None,2018-03-26 18:00:00, None,13
99.1, None, None, None,1.194,308.9, None, None,1.0,971.0, None, None, None, None, None,46.7, None, None,1.223, None, None, None, None,48.76, None, None, None, None, None, None,2018-03-26 19:00:00, None,13
99.5, None, None, None,0.917,320.2, None, None,1.0,972.0, None, None, None, None, None,46.55, None, None,0.778, None, None, None, None,57.13, None, None, None, None, None, None,2018-03-26 20:00:00, None,13
99.8, None, None, None,0.188,199.0, None, None,0.0,972.0, None, None, None, None, None,46.21, None, None,0.298, None, None, None, None,29.9, None, None, None, None, None, None,2018-03-26 21:00:00, None,13
100.1, None, None, None,0.371,203.0, None, None,0.0,972.0, None, None, None, None, None,45.59, None, None,0.201, None, None, None, None,37.45, None, None, None, None, None, None,2018-03-26 22:00:00, None,13
100.1, None, None, None,0.0,264.4, None, None,0.0,972.0, None, None, None, None, None,47.06, None, None,0.152, None, None, None, None,25.75, None, None, None, None, None, None,2018-03-26 23:00:00, None,13
100.3, None, None, None,0.0,232.8, None, None,0.0,972.0, None, None, None, None, None,47.91, None, None,0.144, None, None, None, None,31.88, None, None, None, None, None, None,2018-03-27 00:00:00, None,13
100.3, None, None, None,0.0,221.8, None, None,0.0,972.0, None, None, None, None, None,47.65, None, None,0.152, None, None, None, None,18.38, None, None, None, None, None, None,2018-03-27 01:00:00, None,13
100.5, None, None, None,0.0,238.3, None, None,0.0,972.0, None, None, None, None, None,48.99, None, None,0.135, None, None, None, None,41.38, None, None, None, None, None, None,2018-03-27 02:00:00, None,13
100.5, None, None, None,0.0,193.1, None, None,0.0,972.0, None, None, None, None, None,48.88, None, None,0.152, None, None, None, None,53.27, None, None, None, None, None, None,2018-03-27 03:00:00, None,13
100.6, None, None, None,0.0,215.2, None, None,0.0,971.0, None, None, None, None, None,48.9, None, None,0.104, None, None, None, None,49.07, None, None, None, None, None, None,2018-03-27 04:00:00, None,13
100.6, None, None, None,0.0,201.6, None, None,0.0,970.0, None, None, None, None, None,50.9, None, None,0.152, None, None, None, None,8.44, None, None, None, None, None, None,2018-03-27 05:00:00, None,13
100.7, None, None, None,0.0,241.8, None, None,0.0,970.0, None, None, None, None, None,50.65, None, None,0.153, None, None, None, None,22.82, None, None, None, None, None, None,2018-03-27 06:00:00, None,13
100.7, None, None, None,0.0,229.8, None, None,0.0,969.0, None, None, None, None, None,51.6, None, None,0.136, None, None, None, None,28.43, None, None, None, None, None, None,2018-03-27 07:00:00, None,13
100.7, None, None, None,0.0,218.3, None, None,0.0,969.0, None, None, None, None, None,51.32, None, None,0.213, None, None, None, None,28.22, None, None, None, None, None, None,2018-03-27 08:00:00, None,13
100.7, None, None, None,0.0,226.4, None, None,0.0,969.0, None, None, None, None, None,51.14, None, None,0.347, None, None, None, None,71.96, None, None, None, None, None, None,2018-03-27 09:00:00, None,13
100.6, None, None, None,0.014,297.6, None, None,1.0,969.0, None, None, None, None, None,51.12, None, None,1.012, None, None, None, None,63.43, None, None, None, None, None, None,2018-03-27 10:00:00, None,13
100.2, None, None, None,0.709,165.3, None, None,1.0,969.0, None, None, None, None, None,51.01, None, None,1.055, None, None, None, None,69.23, None, None, None, None, None, None,2018-03-27 11:00:00, None,13
98.4, None, None, None,2.486,303.4, None, None,3.0,969.0, None, None, None, None, None,51.07, None, None,3.08, None, None, None, None,56.71, None, None, None, None, None, None,2018-03-27 12:00:00, None,13
95.7, None, None, None,2.953,171.5, None, None,4.0,969.0, None, None, None, None, None,49.98, None, None,4.312, None, None, None, None,51.84, None, None, None, None, None, None,2018-03-27 14:00:00, None,13
95.1, None, None, None,2.545,213.8, None, None,4.0,969.0, None, None, None, None, None,48.88, None, None,5.095, None, None, None, None,67.73, None, None, None, None, None, None,2018-03-27 15:00:00, None,13
84.3, None, None, None,6.783,344.4, None, None,5.0,969.0, None, None, None, None, None,48.59, None, None,7.299, None, None, None, None,59.75, None, None, None, None, None, None,2018-03-27 16:00:00, None,13
77.53, None, None, None,2.352,200.6, None, None,6.0,969.0, None, None, None, None, None,48.46, None, None,9.39, None, None, None, None,53.84, None, None, None, None, None, None,2018-03-27 17:00:00, None,13
91.9, None, None, None,3.596,176.2, None, None,4.0,969.0, None, None, None, None, None,48.62, None, None,5.545, None, None, None, None,24.61, None, None, None, None, None, None,2018-03-27 18:00:00, None,13
94.9, None, None, None,3.334,151.2, None, None,3.0,970.0, None, None, None, None, None,48.42, None, None,4.162, None, None, None, None,76.75, None, None, None, None, None, None,2018-03-27 19:00:00, None,13
97.5, None, None, None,1.201,147.7, None, None,2.0,970.0, None, None, None, None, None,48.49, None, None,2.436, None, None, None, None,71.52, None, None, None, None, None, None,2018-03-27 20:00:00, None,13
99.1, None, None, None,1.824,87.2, None, None,2.0,971.0, None, None, None, None, None,48.52, None, None,2.179, None, None, None, None,73.36, None, None, None, None, None, None,2018-03-27 21:00:00, None,13
99.5, None, None, None,1.077,174.7, None, None,1.0,972.0, None, None, None, None, None,48.41, None, None,1.218, None, None, None, None,62.56, None, None, None, None, None, None,2018-03-27 22:00:00, None,13
100.1, None, None, None,1.046,335.3, None, None,1.0,972.0, None, None, None, None, None,48.36, None, None,0.786, None, None, None, None,69.93, None, None, None, None, None, None,2018-03-27 23:00:00, None,13
100.4, None, None, None,0.977,320.9, None, None,1.0,973.0, None, None, None, None, None,48.4, None, None,0.786, None, None, None, None,63.75, None, None, None, None, None, None,2018-03-28 00:00:00, None,13
100.5, None, None, None,0.691,258.4, None, None,1.0,973.0, None, None, None, None, None,48.45, None, None,0.882, None, None, None, None,66.5, None, None, None, None, None, None,2018-03-28 01:00:00, None,13
100.6, None, None, None,0.99,180.9, None, None,1.0,974.0, None, None, None, None, None,48.35, None, None,0.835, None, None, None, None,44.6, None, None, None, None, None, None,2018-03-28 02:00:00, None,13
100.6, None, None, None,2.176,192.0, None, None,1.0,974.0, None, None, None, None, None,48.32, None, None,0.932, None, None, None, None,39.16, None, None, None, None, None, None,2018-03-28 03:00:00, None,13
100.8, None, None, None,2.375,281.2, None, None,1.0,975.0, None, None, None, None, None,48.3, None, None,0.981, None, None, None, None,66.8, None, None, None, None, None, None,2018-03-28 04:00:00, None,13
100.9, None, None, None,3.041,25.62, None, None,0.0,976.0, None, None, None, None, None,48.25, None, None,0.392, None, None, None, None,28.7, None, None, None, None, None, None,2018-03-28 05:00:00, None,13
101.1, None, None, None,1.093,154.1, None, None,0.0,976.0, None, None, None, None, None,48.27, None, None,-0.093, None, None, None, None,58.73, None, None, None, None, None, None,2018-03-28 06:00:00, None,13
101.3, None, None, None,2.501,184.4, None, None,0.0,977.0, None, None, None, None, None,48.27, None, None,-0.481, None, None, None, None,76.28, None, None, None, None, None, None,2018-03-28 07:00:00, None,13
101.4, None, None, None,1.946,269.2, None, None,-1.0,977.0, None, None, None, None, None,48.27, None, None,-0.586, None, None, None, None,66.51, None, None, None, None, None, None,2018-03-28 08:00:00, None,13
101.3, None, None, None,1.581,314.9, None, None,0.0,978.0, None, None, None, None, None,48.43, None, None,0.152, None, None, None, None,57.34, None, None, None, None, None, None,2018-03-28 09:00:00, None,13
100.7, None, None, None,2.394,293.5, None, None,2.0,977.0, None, None, None, None, None,48.64, None, None,2.139, None, None, None, None,74.74, None, None, None, None, None, None,2018-03-28 10:00:00, None,13
55.0, None, None, None,3.573,176.8, None, None,-1.0,978.0, None, None, None, None, None,48.69, None, None,7.221, None, None, None, None,38.94, None, None, None, None, None, None,2018-03-28 11:00:00, None,13
35.6, None, None, None,8.26,179.9, None, None,-6.0,978.0, None, None, None, None, None,48.2, None, None,8.12, None, None, None, None,24.41, None, None, None, None, None, None,2018-03-28 12:00:00, None,13
34.94, None, None, None,8.06,174.4, None, None,-6.0,977.0, None, None, None, None, None,48.22, None, None,8.47, None, None, None, None,30.88, None, None, None, None, None, None,2018-03-28 13:00:00, None,13
32.24, None, None, None,6.761,166.7, None, None,-7.0,977.0, None, None, None, None, None,48.34, None, None,9.14, None, None, None, None,39.28, None, None, None, None, None, None,2018-03-28 14:00:00, None,13
31.95, None, None, None,3.821,172.6, None, None,-7.0,976.0, None, None, None, None, None,47.65, None, None,9.44, None, None, None, None,50.56, None, None, None, None, None, None,2018-03-28 15:00:00, None,13
25.74, None, None, None,3.164,200.2, None, None,-7.0,976.0, None, None, None, None, None,47.22, None, None,11.32, None, None, None, None,70.28, None, None, None, None, None, None,2018-03-28 16:00:00, None,13
27.9, None, None, None,5.591,170.8, None, None,-6.0,975.0, None, None, None, None, None,46.77, None, None,11.88, None, None, None, None,46.89, None, None, None, None, None, None,2018-03-28 17:00:00, None,13
