RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
97.8, None, None, None,7.59,265.6, None, None, 0.0, None, None, None, None, None, None, None, None, None,0.161, None, None, None, None,19.53, None, None, None, None,2018-11-05 00:00:00, None,45
97.9, None, None, None,6.531,279.1, None, None, 0.0, None, None, None, None, None, None, None, None, None,-0.09, None, None, None, None,17.17, None, None, None, None,2018-11-05 01:00:00, None,45
97.8, None, None, None,8.06,291.2, None, None, 0.0, None, None, None, None, None, None, None, None, None,0.068, None, None, None, None,12.51, None, None, None, None,2018-11-05 02:00:00, None,45
97.8, None, None, None,5.634,286.4, None, None, 0.0, None, None, None, None, None, None, None, None, None,-0.099, None, None, None, None,11.78, None, None, None, None,2018-11-05 03:00:00, None,45
97.7, None, None, None,0.164,265.7, None, None, 0.0, None, None, None, None, None, None, None, None, None,-0.127, None, None, None, None,21.32, None, None, None, None,2018-11-05 04:00:00, None,45
97.7, None, None, None,0.076,184.4, None, None, -1.0, None, None, None, None, None, None, None, None, None,-0.248, None, None, None, None,59.89, None, None, None, None,2018-11-05 05:00:00, None,45
97.7, None, None, None,0.053,249.3, None, None, -1.0, None, None, None, None, None, None, None, None, None,-0.267, None, None, None, None,66.95, None, None, None, None,2018-11-05 06:00:00, None,45
97.7, None, None, None,0.165,272.8, None, None, -1.0, None, None, None, None, None, None, None, None, None,-0.295, None, None, None, None,21.09, None, None, None, None,2018-11-05 07:00:00, None,45
97.7, None, None, None,0.168,276.9, None, None, -1.0, None, None, None, None, None, None, None, None, None,-0.23, None, None, None, None,21.26, None, None, None, None,2018-11-05 08:00:00, None,45
97.7, None, None, None,0.172,256.5, None, None, 0.0, None, None, None, None, None, None, None, None, None,-0.1, None, None, None, None,13.37, None, None, None, None,2018-11-05 09:00:00, None,45
97.6, None, None, None,0.167,257.5, None, None, 0.0, None, None, None, None, None, None, None, None, None,0.161, None, None, None, None,19.51, None, None, None, None,2018-11-05 10:00:00, None,45
97.6, None, None, None,0.171,264.0, None, None, 0.0, None, None, None, None, None, None, None, None, None,0.374, None, None, None, None,13.77, None, None, None, None,2018-11-05 11:00:00, None,45
97.7, None, None, None,1.333,261.8, None, None, 0.0, None, None, None, None, None, None, None, None, None,0.821, None, None, None, None,17.07, None, None, None, None,2018-11-05 12:00:00, None,45
97.8, None, None, None,5.127,269.5, None, None, 0.0, None, None, None, None, None, None, None, None, None,0.636, None, None, None, None,20.06, None, None, None, None,2018-11-05 13:00:00, None,45
97.6, None, None, None,8.25,276.3, None, None, 0.0, None, None, None, None, None, None, None, None, None,0.438, None, None, None, None,9.94, None, None, None, None,2018-11-05 14:00:00, None,45
97.6, None, None, None,7.53,266.8, None, None, 0.0, None, None, None, None, None, None, None, None, None,0.546, None, None, None, None,12.97, None, None, None, None,2018-11-05 15:00:00, None,45
97.6, None, None, None,8.07,273.3, None, None, 0.0, None, None, None, None, None, None, None, None, None,0.287, None, None, None, None,15.53, None, None, None, None,2018-11-05 16:00:00, None,45
97.6, None, None, None,8.0,257.3, None, None, 0.0, None, None, None, None, None, None, None, None, None,0.18, None, None, None, None,14.13, None, None, None, None,2018-11-05 17:00:00, None,45
