pcpn_amt_pst24hrs,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,cum_pcpn_amt,MIN_TEMP,ONE_DAY_SNOW,time,air_temp_1,SNOW_ON_THE_GROUND,snw_dpth,MAX_TEMP,week_of_year
13.0, None, 0.0,670.0,542.0, None, None,2020-05-27 00:00:00,1.8, None,114.0, None,22
13.0, None, 0.0,670.0,542.0, None, None,2020-05-27 01:00:00,1.3, None,113.0, None,22
13.0, None, 0.0,669.0,542.0, None, None,2020-05-27 02:00:00,1.2, None,113.0, None,22
13.0, None, 0.0,669.0,542.0, None, None,2020-05-27 03:00:00,1.0, None,113.0, None,22
12.0, None, 0.0,669.0,542.0, None, None,2020-05-27 04:00:00,-0.8, None,113.0, None,22
8.0, None, 0.0,669.0,542.0, None, None,2020-05-27 05:00:00,0.6, None,112.0, None,22
8.0, None, None,668.0,541.0, None, None,2020-05-27 06:00:00,4.8, None,111.0, None,22
2.0, None, 0.0,668.0,541.0, None, None,2020-05-27 07:00:00,7.1, None,110.0, None,22
2.0, None, 0.0,666.0,541.0, None, None,2020-05-27 08:00:00,8.3, None,111.0, None,22
0.0, None, 1.0,667.0,542.0, None, None,2020-05-27 09:00:00,10.2, None,110.0, None,22
0.0, None, 0.0,668.0,542.0, None, None,2020-05-27 10:00:00,8.0, None,111.0, None,22
1.0, None, 0.0,668.0,542.0, None, None,2020-05-27 11:00:00,9.4, None,112.0, None,22
0.0, None, 0.0,669.0,542.0, None, None,2020-05-27 12:00:00,11.4, None,109.0, None,22
1.0, None, 0.0,669.0,542.0, None, None,2020-05-27 13:00:00,12.9, None,109.0, None,22
0.0, None, 0.0,669.0,542.0, None, None,2020-05-27 14:00:00,13.9, None,108.0, None,22
0.0, None, 0.0,668.0,542.0, None, None,2020-05-27 15:00:00,14.8, None,107.0, None,22
0.0, None, 0.0,666.0,542.0, None, None,2020-05-27 16:00:00,13.9, None,108.0, None,22
0.0, None, 0.0,663.0,542.0, None, None,2020-05-27 17:00:00,13.3, None,106.0, None,22
1.0, None, 1.0,660.0,543.0, None, None,2020-05-27 18:00:00,12.9, None,107.0, None,22
1.0, None, 0.0,656.0,543.0, None, None,2020-05-27 19:00:00,10.9, None,108.0, None,22
1.0, None, 0.0,653.0,543.0, None, None,2020-05-27 20:00:00,7.7, None,107.0, None,22
1.0, None, 0.0,650.0,543.0, None, None,2020-05-27 21:00:00,5.5, None,107.0, None,22
1.0, None, 0.0,646.0,543.0, None, None,2020-05-27 22:00:00,4.4, None,108.0, None,22
