pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None,9.09, 80.0, None, None, None, None, None, None, None, 6.0, None, None, None,2016-10-14 00:00:00, None, None, None,42
None,9.72, 75.0, None, None, None, None, None, None, None, 6.0, None, None, None,2016-10-14 01:00:00, None, None, None,42
None,10.72, 67.4, None, None, None, None, None, None, None, 5.0, None, None, None,2016-10-14 02:00:00, None, None, None,42
None,10.29, 75.7, None, None, None, None, None, None, None, 6.0, None, None, None,2016-10-14 03:00:00, None, None, None,42
None,11.15, 69.62, None, None, None, None, None, None, None, 6.0, None, None, None,2016-10-14 04:00:00, None, None, None,42
None,11.11, 68.34, None, None, None, None, None, None, None, 6.0, None, None, None,2016-10-14 05:00:00, None, None, None,42
None,11.11, 70.2, None, None, None, None, None, None, None, 6.0, None, None, None,2016-10-14 06:00:00, None, None, None,42
None,9.52, 86.2, None, None, None, None, None, None, None, 7.0, None, None, None,2016-10-14 07:00:00, None, None, None,42
None,8.84, 91.7, None, None, None, None, None, None, None, 8.0, None, None, None,2016-10-14 08:00:00, None, None, None,42
None,8.95, 86.1, None, None, None, None, None, None, None, 7.0, None, None, None,2016-10-14 09:00:00, None, None, None,42
None,8.75, 85.0, None, None, None, None, None, None, None, 6.0, None, None, None,2016-10-14 10:00:00, None, None, None,42
None,8.37, 83.8, None, None, None, None, None, None, None, 6.0, None, None, None,2016-10-14 11:00:00, None, None, None,42
None,8.71, 82.7, None, None, None, None, None, None, None, 6.0, None, None, None,2016-10-14 12:00:00, None, None, None,42
None,9.62, 71.2, None, None, None, None, None, None, None, 5.0, None, None, None,2016-10-14 13:00:00, None, None, None,42
None,10.48, 65.58, None, None, None, None, None, None, None, 4.0, None, None, None,2016-10-14 14:00:00, None, None, None,42
None,11.29, 60.18, None, None, None, None, None, None, None, 4.0, None, None, None,2016-10-14 15:00:00, None, None, None,42
None,11.23, 62.46, None, None, None, None, None, None, None, 4.0, None, None, None,2016-10-14 16:00:00, None, None, None,42
None,10.95, 61.46, None, None, None, None, None, None, None, 4.0, None, None, None,2016-10-14 17:00:00, None, None, None,42
None,9.51, 77.4, None, None, None, None, None, None, None, 6.0, None, None, None,2016-10-14 18:00:00, None, None, None,42
