pcpn_amt_pst24hrs,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,time,snw_dpth,dwpt_temp,stn_pres,week_of_year
None,8.3,8.3, 1004.0, -0.1, None,12.8,75.0,2022-06-11 00:00:00, None,4.0, 910.0,24
None,7.3,7.1, 1004.1, 0.0, None,12.8,83.0,2022-06-11 01:00:00, None,4.0, 910.0,24
None,6.5,6.4, 1004.0, 0.0, None,12.8,85.0,2022-06-11 02:00:00, None,4.0, 910.0,24
None,5.5,5.3, 1003.2, 0.1, None,12.8,89.0,2022-06-11 03:00:00, None,3.0, 909.0,24
None,4.0,4.0, 1003.2, 0.0, None,12.8,94.0,2022-06-11 04:00:00, None,3.0, 909.0,24
None,4.1,3.6, 1003.1, 0.0, None,12.8,92.0,2022-06-11 05:00:00, None,3.0, 909.0,24
None,4.7,3.6, 1002.1, 0.1, None,12.8,92.0,2022-06-11 06:00:00, None,4.0, 908.0,24
None,6.4,4.6, 1002.0, 0.2, None,6.5,86.0,2022-06-11 07:00:00, None,4.0, 908.0,24
None,6.9,4.6, 1001.9, 0.1, None,7.5,87.0,2022-06-11 08:00:00, None,5.0, 908.0,24
None,6.9,4.6, 1002.1, 0.2, None,7.5,92.0,2022-06-11 09:00:00, None,5.0, 908.0,24
None,5.6,4.6, 1003.4, 0.3, None,7.5,92.0,2022-06-11 10:00:00, None,5.0, 909.0,24
None,4.5,4.3, 1004.6, 0.6, None,7.5,90.0,2022-06-11 11:00:00, None,3.0, 910.0,24
None,4.8,4.3, 1005.8, 0.2, None,7.5,95.0,2022-06-11 12:00:00, None,4.0, 911.0,24
None,5.8,4.3, 1005.8, 0.1, None,7.5,85.0,2022-06-11 13:00:00, None,4.0, 911.0,24
None,8.4,4.3, 1005.6, -0.1, None,8.9,72.0,2022-06-11 14:00:00, None,4.0, 911.0,24
None,7.8,4.3, 1006.9, 0.1, None,8.9,74.0,2022-06-11 15:00:00, None,3.0, 912.0,24
None,7.6,4.3, 1007.0, -0.3, None,8.9,70.0,2022-06-11 16:00:00, None,3.0, 912.0,24
None,8.5,4.3, 1006.9, 0.2, None,9.1,66.0,2022-06-11 17:00:00, None,2.0, 912.0,24
None,8.5,4.3, 1006.9, 0.2, None,10.0,66.0,2022-06-11 18:00:00, None,3.0, 912.0,24
None,7.6,7.5, 1007.9, -0.4, None,8.7,69.0,2022-06-11 19:00:00, None,2.0, 913.0,24
None,7.4,7.1, 1007.9, 0.3, None,8.7,73.0,2022-06-11 20:00:00, None,3.0, 913.0,24
None,7.2,7.1, 1007.9, 0.0, None,8.7,71.0,2022-06-11 21:00:00, None,2.0, 913.0,24
None,5.8,5.8, 1009.3, 0.3, None,8.7,86.0,2022-06-11 22:00:00, None,4.0, 914.0,24
None,5.1,5.0, 1009.5, 0.1, None,8.7,86.0,2022-06-11 23:00:00, None,3.0, 914.0,24
None,5.0,4.6, 1009.4, 0.1, None,8.7,84.0,2022-06-12 00:00:00, None,2.0, 914.0,24
None,4.9,4.6, 1009.3, -0.1, None,8.7,83.0,2022-06-12 01:00:00, None,2.0, 914.0,24
None,5.1,4.6, 1009.1, 0.1, None,8.7,81.0,2022-06-12 02:00:00, None,2.0, 914.0,24
None,4.6,4.3, 1009.2, 0.1, None,8.7,85.0,2022-06-12 03:00:00, None,2.0, 914.0,24
None,4.1,3.9, 1009.2, -0.1, None,8.7,91.0,2022-06-12 04:00:00, None,2.0, 914.0,24
None,4.0,3.9, 1009.2, 0.1, None,8.7,91.0,2022-06-12 05:00:00, None,3.0, 914.0,24
None,3.9,3.8, 1009.2, 0.0, None,8.7,94.0,2022-06-12 06:00:00, None,3.0, 914.0,24
None,4.2,3.8, 1009.2, 0.1, None,4.1,92.0,2022-06-12 07:00:00, None,3.0, 914.0,24
None,4.5,3.8, 1009.2, 0.1, None,4.6,88.0,2022-06-12 08:00:00, None,3.0, 914.0,24
None,5.6,3.8, 1009.1, -0.1, None,5.7,83.0,2022-06-12 09:00:00, None,2.0, 914.0,24
None,6.7,3.8, 1009.2, 0.1, None,6.8,79.0,2022-06-12 10:00:00, None,3.0, 914.0,24
None,6.5,3.8, 1009.3, 0.0, None,6.8,84.0,2022-06-12 11:00:00, None,4.0, 914.0,24
None,7.9,3.8, 1009.1, 0.0, None,8.0,74.0,2022-06-12 12:00:00, None,3.0, 914.0,24
None,9.0,3.8, 1009.0, 0.0, None,9.1,66.0,2022-06-12 13:00:00, None,3.0, 914.0,24
None,9.6,3.8, 1008.9, 0.3, None,10.6,59.0,2022-06-12 14:00:00, None,3.0, 914.0,24
