wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year,AirTemp,ONE_DAY_PRECIPITATION,MIN_TEMP,Snow_WE,SNOW_ON_THE_GROUND,MAX_TEMP,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,SWE,ONE_DAY_SNOW,air_temp_1,RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,PRECIP_DETECTOR_RATIO,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,mslp,snwfl_amt_pst1hr,stn_pres
341.0,67.0,12.2,0.0,-6.3,12.6,-1.0,-1.5,349.0,0.0,0.0,49.0,2020-04-08 00:00:00,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344.0,62.0,13.2,0.0,-7.5,18.2,-1.1,-1.4,339.0,0.0,0.0,44.0,2020-04-08 01:00:00,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176.0,49.0,12.6,0.0,-10.8,2.2,-1.5,-2.8,341.0,0.0,0.0,44.0,2020-04-08 02:00:00,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334.0,44.0,18.2,0.0,-12.1,2.2,-1.4,-5.3,344.0,0.0,0.0,51.0,2020-04-08 03:00:00,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349.0,44.0,2.2,0.0,-13.4,2.2,-2.8,-5.9,176.0,0.0,0.0,52.0,2020-04-08 04:00:00,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349.0,51.0,2.2,0.0,-13.9,5.6,-5.3,-5.6,334.0,0.0,0.0,52.0,2020-04-08 05:00:00,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0,52.0,2.2,0.0,-14.2,1.9,-5.9,-3.9,349.0,0.0,0.0,48.0,2020-04-08 06:00:00,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79.0,52.0,5.6,0.0,-13.9,2.0,-5.6,-1.0,349.0,0.0,0.0,34.0,2020-04-08 07:00:00,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.0,48.0,1.9,0.0,-13.3,2.2,-3.9,4.2,42.0,0.0,0.0,27.0,2020-04-08 08:00:00,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132.0,34.0,2.0,0.0,-14.9,6.1,-1.0,6.6,79.0,0.0,0.0,27.0,2020-04-08 09:00:00,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
