CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,snwfl_amt_pst1hr,stn_pres,week_of_year
None, 8.62, 17.86, None, None, None, None, 12.62, 2.014, 102.8, -14.0, None, 8.6, 7.0, 0.0, -14.0, None, None, 8.7, None, None, 18.0, None,2021-04-30 00:00:00, -6999.0, None, -6999.0, -6999.0,18
None, 7.04, 18.28, None, None, None, None, 6.444, 0.103, 101.0, -15.0, None, 7.0, 7.0, 0.0, -15.0, None, None, 8.7, None, None, 18.0, None,2021-04-30 01:00:00, -6999.0, None, -6999.0, -6999.0,18
None, 8.28, 17.9, None, None, None, None, 13.19, 0.42, 104.5, -15.0, None, 8.3, 7.0, 0.0, -15.0, None, None, 8.7, None, None, 18.0, None,2021-04-30 02:00:00, -6999.0, None, -6999.0, -6999.0,18
None, 7.97, 18.0, None, None, None, None, 12.73, 0.995, 132.2, -15.0, None, 8.0, 7.0, 0.0, -15.0, None, None, 8.7, None, None, 18.0, None,2021-04-30 03:00:00, -6999.0, None, -6999.0, -6999.0,18
None, 7.3, 18.26, None, None, None, None, 29.13, 4.18, 172.7, -15.0, None, 7.3, 7.0, 0.0, -15.0, None, None, 8.7, None, None, 18.0, None,2021-04-30 04:00:00, -6999.0, None, -6999.0, -6999.0,18
None, 5.062, 18.93, None, None, None, None, 28.1, 2.204, 195.4, -17.0, None, 5.1, 5.1, 0.0, -17.0, None, None, 8.7, None, None, 19.0, None,2021-04-30 05:00:00, -6999.0, None, -6999.0, -6999.0,18
None, 3.632, 19.36, None, None, None, None, 2.273, 0.234, 119.5, -18.0, None, 3.6, 3.6, 0.0, -18.0, None, None, 8.7, None, None, 19.0, None,2021-04-30 06:00:00, -6999.0, None, -6999.0, -6999.0,18
None, 4.384, 19.13, None, None, None, None, 0.0, 0.0, 0.0, -17.0, None, 4.4, 3.6, 0.0, -17.0, None, None, 4.4, None, None, 19.0, None,2021-04-30 07:00:00, -6999.0, None, -6999.0, -6999.0,18
None, 5.562, 18.72, None, None, None, None, 24.62, 0.455, 126.6, -16.0, None, 5.6, 3.6, 0.0, -16.0, None, None, 5.6, None, None, 19.0, None,2021-04-30 08:00:00, -6999.0, None, -6999.0, -6999.0,18
None, 5.884, 18.68, None, None, None, None, 23.29, 5.914, 179.9, -16.0, None, 5.9, 3.6, 0.0, -16.0, None, None, 5.9, None, None, 19.0, None,2021-04-30 09:00:00, -6999.0, None, -6999.0, -6999.0,18
None, 6.718, 18.43, None, None, None, None, 22.06, 8.0, 145.6, -16.0, None, 6.7, 3.6, 0.0, -16.0, None, None, 6.7, None, None, 18.0, None,2021-04-30 10:00:00, -6999.0, None, -6999.0, -6999.0,18
None, 6.975, 18.36, None, None, None, None, 16.71, 6.87, 146.2, -15.0, None, 7.0, 3.6, 0.0, -15.0, None, None, 7.0, None, None, 18.0, None,2021-04-30 11:00:00, -6999.0, None, -6999.0, -6999.0,18
None, 8.63, 17.86, None, None, None, None, 22.89, 1.871, 144.2, -14.0, None, 8.6, 3.6, 0.0, -14.0, None, None, 8.6, None, None, 18.0, None,2021-04-30 12:00:00, -6999.0, None, -6999.0, -6999.0,18
None, 12.34, 16.75, None, None, None, None, 32.18, 7.47, 163.9, -12.0, None, 12.3, 3.6, 0.0, -12.0, None, None, 12.6, None, None, 17.0, None,2021-04-30 13:00:00, -6999.0, None, -6999.0, -6999.0,18
None, 11.34, 17.05, None, None, None, None, 38.52, 10.77, 188.6, -13.0, None, 11.3, 3.6, 0.0, -13.0, None, None, 12.6, None, None, 17.0, None,2021-04-30 14:00:00, -6999.0, None, -6999.0, -6999.0,18
None, 11.01, 17.15, None, None, None, None, 45.32, 12.59, 185.4, -13.0, None, 11.0, 3.6, 0.0, -13.0, None, None, 12.6, None, None, 17.0, None,2021-04-30 15:00:00, -6999.0, None, -6999.0, -6999.0,18
