CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, 4.45, 65.77, None, None, None, None, 18.99, None, 32.53, 217.8, -1.0, None, 4.5, 4.3, None, None, None, None, 7.7, None, None, 66.0, None,2021-04-30 00:00:00, None, None,18
None, 3.332, 76.81, None, None, None, None, 18.17, None, 35.16, 223.7, 0.0, None, 3.3, 3.5, None, None, None, None, 7.7, None, None, 77.0, None,2021-04-30 01:00:00, None, None,18
None, 3.048, 75.04, None, None, None, None, 18.48, None, 31.55, 213.5, -1.0, None, 3.0, 2.9, None, None, None, None, 7.7, None, None, 75.0, None,2021-04-30 02:00:00, None, None,18
None, 2.582, 79.44, None, None, None, None, 15.41, None, 31.58, 221.7, -1.0, None, 2.6, 2.5, None, None, None, None, 7.7, None, None, 79.0, None,2021-04-30 03:00:00, None, None,18
None, 1.891, 85.3, None, None, None, None, 20.17, None, 24.78, 215.4, 0.0, None, 1.9, 1.8, None, None, None, None, 7.7, None, None, 85.0, None,2021-04-30 04:00:00, None, None,18
None, 1.142, 99.9, None, None, None, None, 22.02, None, 23.66, 207.8, 1.0, None, 1.1, 1.1, None, None, None, None, 7.7, None, None, 100.0, None,2021-04-30 05:00:00, None, None,18
None, 1.469, 99.9, None, None, None, None, 22.17, None, 21.99, 216.9, 1.0, None, 1.5, 1.1, None, None, None, None, 7.7, None, None, 100.0, None,2021-04-30 06:00:00, None, None,18
None, 1.961, 100.0, None, None, None, None, 19.95, None, 17.94, 210.5, 2.0, None, 2.0, 1.5, None, None, None, None, 2.2, None, None, 100.0, None,2021-04-30 07:00:00, None, None,18
None, 2.251, 100.0, None, None, None, None, 19.47, None, 18.89, 210.4, 2.0, None, 2.3, 1.5, None, None, None, None, 2.3, None, None, 100.0, None,2021-04-30 08:00:00, None, None,18
None, 2.144, 99.9, None, None, None, None, 22.28, None, 19.47, 216.4, 2.0, None, 2.1, 1.5, None, None, None, None, 2.4, None, None, 100.0, None,2021-04-30 09:00:00, None, None,18
None, 1.995, 99.9, None, None, None, None, 23.02, None, 17.68, 212.1, 2.0, None, 2.0, 1.5, None, None, None, None, 2.4, None, None, 100.0, None,2021-04-30 10:00:00, None, None,18
None, 1.912, 100.0, None, None, None, None, 25.59, None, 17.41, 210.3, 2.0, None, 1.9, 1.5, None, None, None, None, 2.4, None, None, 100.0, None,2021-04-30 11:00:00, None, None,18
None, 2.045, 100.0, None, None, None, None, 23.37, None, 23.68, 218.9, 2.0, None, 2.0, 1.5, None, None, None, None, 2.4, None, None, 100.0, None,2021-04-30 12:00:00, None, None,18
None, 2.31, 100.0, None, None, None, None, 22.48, None, 24.86, 214.0, 2.0, None, 2.3, 1.5, None, None, None, None, 2.4, None, None, 100.0, None,2021-04-30 13:00:00, None, None,18
None, 2.373, 100.0, None, None, None, None, 25.26, None, 27.53, 218.7, 2.0, None, 2.4, 1.5, None, None, None, None, 2.5, None, None, 100.0, None,2021-04-30 14:00:00, None, None,18
None, 2.423, 93.7, None, None, None, None, 27.01, None, 30.59, 221.9, 2.0, None, 2.4, 1.5, None, None, None, None, 2.5, None, None, 94.0, None,2021-04-30 15:00:00, None, None,18
None, 1.834, 100.0, None, None, None, None, 26.81, None, 27.78, 213.4, 2.0, None, 1.8, 1.5, None, None, None, None, 2.5, None, None, 100.0, None,2021-04-30 16:00:00, None, None,18
None, 1.949, 91.3, None, None, None, None, 30.13, None, 24.78, 203.8, 1.0, None, 1.9, 1.5, None, None, None, None, 2.5, None, None, 91.0, None,2021-04-30 17:00:00, None, None,18
None, 1.964, 91.2, None, None, None, None, 28.3, None, 23.29, 201.8, 1.0, None, 2.0, 1.5, None, None, None, None, 2.5, None, None, 91.0, None,2021-04-30 18:00:00, None, None,18
None, 2.0, 89.4, None, None, None, None, 24.23, None, 23.09, 212.1, 1.0, None, 2.0, 1.7, None, None, None, None, 2.2, None, None, 89.0, None,2021-04-30 19:00:00, None, None,18
None, 1.677, 97.4, None, None, None, None, 22.96, None, 20.89, 207.9, 1.0, None, 1.7, 1.6, None, None, None, None, 2.2, None, None, 97.0, None,2021-04-30 20:00:00, None, None,18
None, 1.406, 97.0, None, None, None, None, 25.61, None, 20.1, 207.5, 1.0, None, 1.4, 1.3, None, None, None, None, 2.2, None, None, 97.0, None,2021-04-30 21:00:00, None, None,18
None, 1.371, 91.9, None, None, None, None, 27.22, None, 18.71, 207.7, 0.0, None, 1.4, 1.0, None, None, None, None, 2.2, None, None, 92.0, None,2021-04-30 22:00:00, None, None,18
None, 0.747, 100.0, None, None, None, None, 25.86, None, 19.78, 211.0, 1.0, None, 0.7, 0.6, None, None, None, None, 2.2, None, None, 100.0, None,2021-04-30 23:00:00, None, None,18
None, 0.284, 99.9, None, None, None, None, 24.69, None, 21.56, 217.4, 0.0, None, 0.3, 0.3, None, None, None, None, 2.2, None, None, 100.0, None,2021-05-01 00:00:00, None, None,18
