pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_DIRECTION1,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, None, 3.878, 92.9, None, None, None, None, -1.0, None, 3.0, 3.9, 3.7, 0.0, 3.0, None, 8.2, 93.0, None,2021-04-30 00:00:00, 18.0, None, 17.79,18
None, None, 3.241, 92.9, None, None, None, None, -1.0, None, 2.0, 3.2, 3.2, 0.0, 2.0, None, 8.2, 93.0, None,2021-04-30 01:00:00, 17.0, None, 16.97,18
None, None, 3.045, 93.0, None, None, None, None, 3.0, None, 2.0, 3.0, 3.0, 0.0, 2.0, None, 8.2, 93.0, None,2021-04-30 02:00:00, 20.0, None, 19.52,18
None, None, 1.595, 93.3, None, None, None, None, 0.0, None, 1.0, 1.6, 1.4, 0.0, 1.0, None, 8.2, 93.0, None,2021-04-30 03:00:00, 20.0, None, 19.73,18
None, None, 1.113, 92.9, None, None, None, None, 0.0, None, 0.0, 1.1, 1.1, 0.0, 0.0, None, 8.2, 93.0, None,2021-04-30 04:00:00, 20.0, None, 19.56,18
None, None, 1.259, 93.1, None, None, None, None, 0.0, None, 0.0, 1.3, 1.1, 0.0, 0.0, None, 8.2, 93.0, None,2021-04-30 05:00:00, 19.0, None, 19.44,18
None, None, 1.546, 92.0, None, None, None, None, 0.0, None, 0.0, 1.5, 1.1, 0.0, 0.0, None, 8.2, 92.0, None,2021-04-30 06:00:00, 19.0, None, 19.47,18
None, None, 2.193, 91.4, None, None, None, None, 0.0, None, 1.0, 2.2, 1.4, 0.0, 1.0, None, 2.1, 91.0, None,2021-04-30 07:00:00, 19.0, None, 19.19,18
None, None, 4.561, 88.9, None, None, None, None, -2.0, None, 3.0, 4.6, 1.4, 0.0, 3.0, None, 4.5, 89.0, None,2021-04-30 08:00:00, 18.0, None, 17.58,18
None, None, 6.217, 82.0, None, None, None, None, 1.0, None, 3.0, 6.2, 1.4, 0.0, 3.0, None, 6.2, 82.0, None,2021-04-30 09:00:00, 18.0, None, 18.08,18
None, None, 6.899, 83.1, None, None, None, None, 1.0, None, 4.0, 6.9, 1.4, 0.0, 4.0, None, 7.9, 83.0, None,2021-04-30 10:00:00, 19.0, None, 19.07,18
None, None, 7.179, 79.65, None, None, None, None, -2.0, None, 4.0, 7.2, 1.4, 0.0, 4.0, None, 8.2, 80.0, None,2021-04-30 11:00:00, 17.0, None, 16.8,18
None, None, 8.49, 70.28, None, None, None, None, 1.0, None, 3.0, 8.5, 1.4, 0.0, 3.0, None, 9.1, 70.0, None,2021-04-30 12:00:00, 17.0, None, 17.07,18
None, None, 9.15, 69.88, None, None, None, None, None, None, 4.0, 9.2, 1.4, None, 4.0, None, 9.1, 70.0, None,2021-04-30 13:00:00, None, None, 16.08,18
None, None, 8.39, 66.78, None, None, None, None, 0.0, None, 3.0, 8.4, 1.4, -0.1, 3.0, None, 10.1, 67.0, None,2021-04-30 14:00:00, 16.0, None, 15.68,18
None, None, 8.5, 70.69, None, None, None, None, -2.0, None, 4.0, 8.5, 1.4, 0.1, 4.0, None, 10.1, 71.0, None,2021-04-30 15:00:00, 13.0, None, 13.38,18
