ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,MIN_TEMP,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year,wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,WDIR_VECT,TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,avg_air_temp_pst1hr
, None,-11.0, None,2017-01-02,20.0,-5.5,1,,,,,,,,,,,,,,,,,,
, None,-20.0, None,2017-01-03,19.0,-9.5,1,,,,,,,,,,,,,,,,,,
, None,-20.5, None,2017-01-04,18.0,-10.0,1,,,,,,,,,,,,,,,,,,
, None,-17.5, None,2017-01-05,18.0,-9.0,1,,,,,,,,,,,,,,,,,,
, None,-12.0, None,2017-01-06,18.0,-7.5,1,,,,,,,,,,,,,,,,,,
, None,-15.0, None,2017-01-07,18.0,-6.5,1,,,,,,,,,,,,,,,,,,
,,,,2017-01-01 00:00:00,,,1,46.0, None, None,0.0, None,2.9, None,-5.3, None, None, None,94.0,,,,,,
,,,,2017-01-01 01:00:00,,,1,60.0, None, None,0.0, None,6.5, None,-5.2, None, None, None,94.0,,,,,,
,,,,2017-01-01 02:00:00,,,1,138.0, None, None,0.0, None,1.7, None,-5.1, None, None, None,95.0,,,,,,
,,,,2017-01-01 03:00:00,,,1,268.0, None, None,0.0, None,1.7, None,-5.3, None, None, None,94.0,,,,,,
,,,,2017-01-01 04:00:00,,,1,284.0, None, None,0.0, None,3.1, None,-5.3, None, None, None,94.0,,,,,,
,,,,2017-01-01 05:00:00,,,1,268.0, None, None,0.0, None,3.9, None,-5.3, None, None, None,95.0,,,,,,
,,,,2017-01-01 06:00:00,,,1,286.0, None, None,0.0, None,3.3, None,-5.3, None, None, None,94.0,,,,,,
,,,,2017-01-01 07:00:00,,,1,50.0, None, None,0.0, None,5.9, None,-5.0, None, None, None,90.0,,,,,,
,,,,2017-01-01 08:00:00,,,1,57.0, None, None,0.0, None,6.1, None,-4.9, None, None, None,89.0,,,,,,
,,,,2017-01-01 09:00:00,,,1,69.0, None, None,0.0, None,2.1, None,-4.4, None, None, None,83.0,,,,,,
,,,,2017-01-01 10:00:00,,,1,67.0, None, None,0.0, None,6.3, None,-3.7, None, None, None,78.0,,,,,,
,,,,2017-01-01 11:00:00,,,1,76.0, None, None,0.0, None,15.0, None,-3.2, None, None, None,70.0,,,,,,
,,,,2017-01-01 12:00:00,,,1,70.0, None, None,0.0, None,17.4, None,-2.5, None, None, None,60.0,,,,,,
,,,,2017-01-01 13:00:00,,,1,59.0, None, None,0.0, None,15.6, None,-2.6, None, None, None,57.0,,,,,,
,,,,2017-01-01 14:00:00,,,1,62.0, None, None,0.0, None,17.7, None,-2.6, None, None, None,60.0,,,,,,
,,,,2017-01-01 15:00:00,,,1,52.0, None, None,0.0, None,14.0, None,-3.7, None, None, None,62.0,,,,,,
,,,,2017-01-01 16:00:00,,,1,56.0, None, None,0.0, None,14.7, None,-4.2, None, None, None,63.0,,,,,,
,,,,2017-01-01 17:00:00,,,1,54.0, None, None,0.0, None,17.4, None,-4.3, None, None, None,57.0,,,,,,
,,,,2017-01-01 18:00:00,,,1,65.0, None, None,0.0, None,17.3, None,-4.3, None, None, None,54.0,,,,,,
,,,,2017-01-01 19:00:00,,,1,57.0, None, None,0.0, None,17.9, None,-4.5, None, None, None,53.0,,,,,,
,,,,2017-01-01 20:00:00,,,1,73.0, None, None,0.0, None,15.4, None,-4.9, None, None, None,51.0,,,,,,
,,,,2017-01-01 21:00:00,,,1,67.0, None, None,0.0, None,13.9, None,-5.2, None, None, None,49.0,,,,,,
,,,,2017-01-01 22:00:00,,,1,64.0, None, None,0.0, None,12.2, None,-5.6, None, None, None,49.0,,,,,,
,,,,2017-01-01 23:00:00,,,1,70.0, None, None,0.0, None,11.0, None,-6.0, None, None, None,49.0,,,,,,
,,,,2017-01-02 00:00:00,,,1,68.0, None, None,0.0, None,12.0, None,-6.6, None, None, None,50.0,,,,,,
,,,,2017-01-02 01:00:00,,,1,68.0, None, None,0.0, None,9.5, None,-6.9, None, None, None,48.0,,,,,,
