pcpn_amt_pst24hrs,SWE,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_2,air_temp_1,snw_dpth,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,MIN_TEMP,time,SNOW_ON_THE_GROUND,week_of_year
None, None, None, None, None, 14.4, None, None, None, 502.0, 5.0, None,2019-07-09 00:00:00, None,28
None, None, None, None, None, 13.0, None, None, None, 502.0, 5.0, None,2019-07-09 01:00:00, None,28
None, None, None, None, None, 12.2, None, None, None, 502.0, 4.0, None,2019-07-09 02:00:00, None,28
None, None, None, None, None, 11.4, None, None, None, 502.0, 4.0, None,2019-07-09 03:00:00, None,28
None, None, None, None, None, 10.7, None, None, None, 502.0, 4.0, None,2019-07-09 04:00:00, None,28
None, None, None, None, None, 9.0, None, None, None, 503.0, 3.0, None,2019-07-09 05:00:00, None,28
None, None, None, None, None, 8.0, None, None, None, 503.0, 2.0, None,2019-07-09 06:00:00, None,28
None, None, None, None, None, 7.7, None, None, None, 503.0, 2.0, None,2019-07-09 07:00:00, None,28
None, None, None, None, None, 8.3, None, None, None, 503.0, 2.0, None,2019-07-09 08:00:00, None,28
None, None, None, None, None, 8.6, None, None, None, 503.0, 2.0, None,2019-07-09 09:00:00, None,28
None, None, None, None, None, 8.7, None, None, None, 503.0, 2.0, None,2019-07-09 10:00:00, None,28
None, None, None, None, None, 8.4, None, None, None, 503.0, 2.0, None,2019-07-09 11:00:00, None,28
None, None, None, None, None, 8.6, None, None, None, 504.0, 2.0, None,2019-07-09 12:00:00, None,28
None, None, None, None, None, 8.8, None, None, None, 504.0, 2.0, None,2019-07-09 13:00:00, None,28
None, None, None, None, None, 9.2, None, None, None, 504.0, 2.0, None,2019-07-09 14:00:00, None,28
None, None, None, None, None, 9.5, None, None, None, 503.0, 2.0, None,2019-07-09 15:00:00, None,28
None, 274.0, None, None, None, 10.3, None, None, None, 503.0, 2.0, None,2019-07-09 16:00:00, None,28
None, None, None, None, None, 11.0, None, None, None, 503.0, 3.0, None,2019-07-09 17:00:00, None,28
None, None, None, None, None, 12.7, None, None, None, 503.0, 3.0, None,2019-07-09 18:00:00, None,28
None, None, None, None, None, 13.8, None, None, None, 502.0, 4.0, None,2019-07-09 19:00:00, None,28
None, None, None, None, None, 14.3, None, None, None, 502.0, 4.0, None,2019-07-09 20:00:00, None,28
None, None, None, None, None, 16.3, None, None, None, 502.0, 4.0, None,2019-07-09 21:00:00, None,28
None, None, None, None, None, 17.0, None, None, None, 501.0, 6.0, None,2019-07-09 22:00:00, None,28
None, None, None, None, None, 17.6, None, None, None, 501.0, 6.0, None,2019-07-09 23:00:00, None,28
None, None, None, None, None, 17.6, None, None, None, 502.0, 6.0, None,2019-07-10 00:00:00, None,28
None, None, None, None, None, 16.9, None, None, None, 502.0, 6.0, None,2019-07-10 01:00:00, None,28
None, None, None, None, None, 16.6, None, None, None, 501.0, 6.0, None,2019-07-10 02:00:00, None,28
None, None, None, None, None, 14.7, None, None, None, 502.0, 5.0, None,2019-07-10 03:00:00, None,28
None, None, None, None, None, 9.9, None, None, None, 504.0, 4.0, None,2019-07-10 04:00:00, None,28
None, None, None, None, None, 8.2, None, None, None, 504.0, 3.0, None,2019-07-10 05:00:00, None,28
None, None, None, None, None, 8.9, None, None, None, 504.0, 3.0, None,2019-07-10 06:00:00, None,28
None, None, None, None, None, 9.0, None, None, None, 504.0, 2.0, None,2019-07-10 07:00:00, None,28
None, None, None, None, None, 10.8, None, None, None, 505.0, 2.0, None,2019-07-10 08:00:00, None,28
None, None, None, None, None, 10.9, None, None, None, 504.0, 2.0, None,2019-07-10 09:00:00, None,28
None, None, None, None, None, 9.3, None, None, None, 504.0, 2.0, None,2019-07-10 10:00:00, None,28
None, None, None, None, None, 8.9, None, None, None, 505.0, 2.0, None,2019-07-10 11:00:00, None,28
None, None, None, None, None, 8.9, None, None, None, 505.0, 2.0, None,2019-07-10 12:00:00, None,28
None, None, None, None, None, 9.0, None, None, None, 505.0, 2.0, None,2019-07-10 13:00:00, None,28
None, None, None, None, None, 9.7, None, None, None, 505.0, 2.0, None,2019-07-10 14:00:00, None,28
None, None, None, None, None, 9.3, None, None, None, 506.0, 2.0, None,2019-07-10 15:00:00, None,28
None, 296.0, None, None, None, 8.7, None, None, None, 508.0, 2.0, None,2019-07-10 16:00:00, None,28
None, None, None, None, None, 8.3, None, None, None, 511.0, 2.0, None,2019-07-10 17:00:00, None,28
None, None, None, None, None, 8.5, None, None, None, 514.0, 2.0, None,2019-07-10 18:00:00, None,28
None, None, None, None, None, 8.5, None, None, None, 515.0, 2.0, None,2019-07-10 19:00:00, None,28
None, None, None, None, None, 8.9, None, None, None, 518.0, 2.0, None,2019-07-10 20:00:00, None,28
None, None, None, None, None, 10.5, None, None, None, 517.0, 2.0, None,2019-07-10 21:00:00, None,28
None, None, None, None, None, 12.6, None, None, None, 517.0, 3.0, None,2019-07-10 22:00:00, None,28
None, None, None, None, None, 13.2, None, None, None, 516.0, 3.0, None,2019-07-10 23:00:00, None,28
None, None, None, None, None, 9.7, None, None, None, 517.0, 3.0, None,2019-07-11 00:00:00, None,28
None, None, None, None, None, 10.9, None, None, None, 518.0, 3.0, None,2019-07-11 01:00:00, None,28
None, None, None, None, None, 11.1, None, None, None, 518.0, 3.0, None,2019-07-11 02:00:00, None,28
None, None, None, None, None, 8.3, None, None, None, 521.0, 2.0, None,2019-07-11 03:00:00, None,28
None, None, None, None, None, 7.3, None, None, None, 524.0, 2.0, None,2019-07-11 04:00:00, None,28
None, None, None, None, None, 6.9, None, None, None, 529.0, 2.0, None,2019-07-11 05:00:00, None,28
None, None, None, None, None, 6.8, None, None, None, 532.0, 2.0, None,2019-07-11 06:00:00, None,28
None, None, None, None, None, 6.7, None, None, None, 532.0, 2.0, None,2019-07-11 07:00:00, None,28
None, None, None, None, None, 6.1, None, None, None, 532.0, 1.0, None,2019-07-11 08:00:00, None,28
None, None, None, None, None, 6.7, None, None, None, 532.0, 1.0, None,2019-07-11 09:00:00, None,28
None, None, None, None, None, 6.8, None, None, None, 533.0, 1.0, None,2019-07-11 10:00:00, None,28
None, None, None, None, None, 6.9, None, None, None, 533.0, 1.0, None,2019-07-11 11:00:00, None,28
None, None, None, None, None, 6.9, None, None, None, 533.0, 1.0, None,2019-07-11 12:00:00, None,28
None, None, None, None, None, 7.0, None, None, None, 533.0, 1.0, None,2019-07-11 13:00:00, None,28
None, None, None, None, None, 7.5, None, None, None, 533.0, 1.0, None,2019-07-11 14:00:00, None,28
None, None, None, None, None, 7.3, None, None, None, 534.0, 1.0, None,2019-07-11 15:00:00, None,28
None, 296.0, None, None, None, 7.3, None, None, None, 534.0, 1.0, None,2019-07-11 16:00:00, None,28
None, None, None, None, None, 7.9, None, None, None, 534.0, 1.0, None,2019-07-11 17:00:00, None,28
None, None, None, None, None, 8.9, None, None, None, 534.0, 2.0, None,2019-07-11 18:00:00, None,28
None, None, None, None, None, 8.9, None, None, None, 534.0, 2.0, None,2019-07-11 19:00:00, None,28
None, None, None, None, None, 9.0, None, None, None, 535.0, 2.0, None,2019-07-11 20:00:00, None,28
None, None, None, None, None, 9.9, None, None, None, 534.0, 2.0, None,2019-07-11 21:00:00, None,28
None, None, None, None, None, 9.9, None, None, None, 535.0, 2.0, None,2019-07-11 22:00:00, None,28
None, None, None, None, None, 11.7, None, None, None, 535.0, 3.0, None,2019-07-11 23:00:00, None,28
None, None, None, None, None, 13.0, None, None, None, 534.0, 3.0, None,2019-07-12 00:00:00, None,28
None, None, None, None, None, 12.0, None, None, None, 534.0, 3.0, None,2019-07-12 01:00:00, None,28
None, None, None, None, None, 11.4, None, None, None, 535.0, 3.0, None,2019-07-12 02:00:00, None,28
None, None, None, None, None, 10.1, None, None, None, 535.0, 3.0, None,2019-07-12 03:00:00, None,28
None, None, None, None, None, 8.5, None, None, None, 535.0, 3.0, None,2019-07-12 04:00:00, None,28
None, None, None, None, None, 7.2, None, None, None, 535.0, 2.0, None,2019-07-12 05:00:00, None,28
None, None, None, None, None, 7.8, None, None, None, 536.0, 2.0, None,2019-07-12 06:00:00, None,28
None, None, None, None, None, 7.6, None, None, None, 536.0, 2.0, None,2019-07-12 07:00:00, None,28
None, None, None, None, None, 7.4, None, None, None, 537.0, 2.0, None,2019-07-12 08:00:00, None,28
None, None, None, None, None, 7.0, None, None, None, 537.0, 2.0, None,2019-07-12 09:00:00, None,28
None, None, None, None, None, 6.7, None, None, None, 537.0, 2.0, None,2019-07-12 10:00:00, None,28
None, None, None, None, None, 7.2, None, None, None, 537.0, 1.0, None,2019-07-12 11:00:00, None,28
None, None, None, None, None, 6.7, None, None, None, 537.0, 1.0, None,2019-07-12 12:00:00, None,28
None, None, None, None, None, 7.3, None, None, None, 537.0, 1.0, None,2019-07-12 13:00:00, None,28
None, None, None, None, None, 7.8, None, None, None, 537.0, 1.0, None,2019-07-12 14:00:00, None,28
None, None, None, None, None, 8.2, None, None, None, 537.0, 2.0, None,2019-07-12 15:00:00, None,28
None, 296.0, None, None, None, 8.8, None, None, None, 537.0, 2.0, None,2019-07-12 16:00:00, None,28
None, None, None, None, None, 11.2, None, None, None, 537.0, 2.0, None,2019-07-12 17:00:00, None,28
None, None, None, None, None, 10.1, None, None, None, 536.0, 2.0, None,2019-07-12 18:00:00, None,28
None, None, None, None, None, 11.3, None, None, None, 536.0, 2.0, None,2019-07-12 19:00:00, None,28
None, None, None, None, None, 12.3, None, None, None, 537.0, 3.0, None,2019-07-12 20:00:00, None,28
None, None, None, None, None, 13.5, None, None, None, 536.0, 3.0, None,2019-07-12 21:00:00, None,28
None, None, None, None, None, 13.2, None, None, None, 536.0, 4.0, None,2019-07-12 22:00:00, None,28
None, None, None, None, None, 14.5, None, None, None, 536.0, 4.0, None,2019-07-12 23:00:00, None,28
None, None, None, None, None, 14.8, None, None, None, 535.0, 4.0, None,2019-07-13 00:00:00, None,28
None, None, None, None, None, 14.0, None, None, None, 535.0, 5.0, None,2019-07-13 01:00:00, None,28
None, None, None, None, None, 14.4, None, None, None, 536.0, 5.0, None,2019-07-13 02:00:00, None,28
None, None, None, None, None, 12.2, None, None, None, 536.0, 4.0, None,2019-07-13 03:00:00, None,28
None, None, None, None, None, 10.7, None, None, None, 536.0, 3.0, None,2019-07-13 04:00:00, None,28
None, None, None, None, None, 8.5, None, None, None, 537.0, 3.0, None,2019-07-13 05:00:00, None,28
None, None, None, None, None, 7.9, None, None, None, 537.0, 2.0, None,2019-07-13 06:00:00, None,28
None, None, None, None, None, 8.7, None, None, None, 537.0, 2.0, None,2019-07-13 07:00:00, None,28
None, None, None, None, None, 8.6, None, None, None, 537.0, 2.0, None,2019-07-13 08:00:00, None,28
None, None, None, None, None, 8.1, None, None, None, 537.0, 2.0, None,2019-07-13 09:00:00, None,28
None, None, None, None, None, 7.0, None, None, None, 537.0, 2.0, None,2019-07-13 10:00:00, None,28
None, None, None, None, None, 5.8, None, None, None, 537.0, 1.0, None,2019-07-13 11:00:00, None,28
None, None, None, None, None, 5.7, None, None, None, 537.0, 1.0, None,2019-07-13 12:00:00, None,28
None, None, None, None, None, 6.1, None, None, None, 538.0, 1.0, None,2019-07-13 13:00:00, None,28
None, None, None, None, None, 7.4, None, None, None, 537.0, 1.0, None,2019-07-13 14:00:00, None,28
None, None, None, None, None, 11.5, None, None, None, 537.0, 1.0, None,2019-07-13 15:00:00, None,28
None, 300.0, None, None, None, 11.2, None, None, None, 537.0, 2.0, None,2019-07-13 16:00:00, None,28
None, None, None, None, None, 13.5, None, None, None, 537.0, 3.0, None,2019-07-13 17:00:00, None,28
None, None, None, None, None, 14.4, None, None, None, 536.0, 4.0, None,2019-07-13 18:00:00, None,28
None, None, None, None, None, 11.4, None, None, None, 536.0, 4.0, None,2019-07-13 19:00:00, None,28
None, None, None, None, None, 10.4, None, None, None, 539.0, 3.0, None,2019-07-13 20:00:00, None,28
None, None, None, None, None, 10.8, None, None, None, 539.0, 3.0, None,2019-07-13 21:00:00, None,28
None, None, None, None, None, 12.9, None, None, None, 539.0, 3.0, None,2019-07-13 22:00:00, None,28
None, None, None, None, None, 14.8, None, None, None, 538.0, 4.0, None,2019-07-13 23:00:00, None,28
None, None, None, None, None, 15.0, None, None, None, 538.0, 5.0, None,2019-07-14 00:00:00, None,28
None, None, None, None, None, 13.6, None, None, None, 538.0, 5.0, None,2019-07-14 01:00:00, None,28
None, None, None, None, None, 10.9, None, None, None, 539.0, 4.0, None,2019-07-14 02:00:00, None,28
None, None, None, None, None, 8.8, None, None, None, 539.0, 3.0, None,2019-07-14 03:00:00, None,28
None, None, None, None, None, 7.7, None, None, None, 540.0, 3.0, None,2019-07-14 04:00:00, None,28
None, None, None, None, None, 7.5, None, None, None, 540.0, 2.0, None,2019-07-14 05:00:00, None,28
None, None, None, None, None, 7.2, None, None, None, 541.0, 2.0, None,2019-07-14 06:00:00, None,28
None, None, None, None, None, 6.8, None, None, None, 541.0, 2.0, None,2019-07-14 07:00:00, None,28
None, None, None, None, None, 6.7, None, None, None, 541.0, 2.0, None,2019-07-14 08:00:00, None,28
None, None, None, None, None, 7.0, None, None, None, 541.0, 1.0, None,2019-07-14 09:00:00, None,28
None, None, None, None, None, 7.1, None, None, None, 541.0, 1.0, None,2019-07-14 10:00:00, None,28
None, None, None, None, None, 7.3, None, None, None, 542.0, 1.0, None,2019-07-14 11:00:00, None,28
None, None, None, None, None, 7.4, None, None, None, 542.0, 1.0, None,2019-07-14 12:00:00, None,28
None, None, None, None, None, 7.8, None, None, None, 542.0, 1.0, None,2019-07-14 13:00:00, None,28
None, None, None, None, None, 7.4, None, None, None, 542.0, 1.0, None,2019-07-14 14:00:00, None,28
None, None, None, None, None, 7.5, None, None, None, 543.0, 1.0, None,2019-07-14 15:00:00, None,28
None, 319.0, None, None, None, 8.0, None, None, None, 543.0, 1.0, None,2019-07-14 16:00:00, None,28
None, None, None, None, None, 8.2, None, None, None, 543.0, 2.0, None,2019-07-14 17:00:00, None,28
