CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,snwfl_amt_pst1hr,stn_pres,week_of_year
-12.84,89.9, None, None, None,15.88,3.96,194.8, None, None, None, None, None, -14.0, None, None, None, None, None, None,2019-11-26 00:00:00, None, None, None, None,48
-13.08,89.4, None, None, None,14.79,5.555,201.3, None, None, None, None, None, -14.0, None, None, None, None, None, None,2019-11-26 01:00:00, None, None, None, None,48
-13.33,89.3, None, None, None,15.04,5.798,202.0, None, None, None, None, None, -15.0, None, None, None, None, None, None,2019-11-26 02:00:00, None, None, None, None,48
-13.03,89.5, None, None, None,14.0,4.66,211.4, None, None, None, None, None, -14.0, None, None, None, None, None, None,2019-11-26 03:00:00, None, None, None, None,48
-13.38,89.0, None, None, None,16.51,5.109,212.5, None, None, None, None, None, -15.0, None, None, None, None, None, None,2019-11-26 04:00:00, None, None, None, None,48
-13.67,88.6, None, None, None,15.34,4.406,209.9, None, None, None, None, None, -15.0, None, None, None, None, None, None,2019-11-26 05:00:00, None, None, None, None,48
-14.2,87.5, None, None, None,14.0,2.772,208.6, None, None, None, None, None, -16.0, None, None, None, None, None, None,2019-11-26 06:00:00, None, None, None, None,48
-14.93,86.9, None, None, None,8.6,1.8,187.9, None, None, None, None, None, -16.0, None, None, None, None, None, None,2019-11-26 07:00:00, None, None, None, None,48
-14.63,87.9, None, None, None,9.2,0.278,171.2, None, None, None, None, None, -16.0, None, None, None, None, None, None,2019-11-26 08:00:00, None, None, None, None,48
-13.76,89.1, None, None, None,8.03,1.169,85.1, None, None, None, None, None, -15.0, None, None, None, None, None, None,2019-11-26 09:00:00, None, None, None, None,48
-13.76,88.6, None, None, None,12.37,1.772,55.16, None, None, None, None, None, -15.0, None, None, None, None, None, None,2019-11-26 10:00:00, None, None, None, None,48
-14.11,88.6, None, None, None,11.84,1.747,65.58, None, None, None, None, None, -15.0, None, None, None, None, None, None,2019-11-26 11:00:00, None, None, None, None,48
-14.01,88.8, None, None, None,9.24,1.63,59.04, None, None, None, None, None, -15.0, None, None, None, None, None, None,2019-11-26 12:00:00, None, None, None, None,48
-14.45,88.3, None, None, None,11.63,1.826,65.78, None, None, None, None, None, -16.0, None, None, None, None, None, None,2019-11-26 13:00:00, None, None, None, None,48
-14.4,88.3, None, None, None,8.6,1.216,81.4, None, None, None, None, None, -16.0, None, None, None, None, None, None,2019-11-26 14:00:00, None, None, None, None,48
-14.4,88.4, None, None, None,9.87,11.14,57.39, None, None, None, None, None, -16.0, None, None, None, None, None, None,2019-11-26 15:00:00, None, None, None, None,48
-14.59,88.0, None, None, None,12.17,13.96,54.15, None, None, None, None, None, -16.0, None, None, None, None, None, None,2019-11-26 16:00:00, None, None, None, None,48
-14.64,87.9, None, None, None,9.63,12.81,62.02, None, None, None, None, None, -16.0, None, None, None, None, None, None,2019-11-26 17:00:00, None, None, None, None,48
-14.68,87.9, None, None, None,7.15,14.22,60.38, None, None, None, None, None, -16.0, None, None, None, None, None, None,2019-11-26 18:00:00, None, None, None, None,48
-14.78,87.8, None, None, None,7.44,17.74,49.59, None, None, None, None, None, -16.0, None, None, None, None, None, None,2019-11-26 19:00:00, None, None, None, None,48
-14.92,87.6, None, None, None,9.8,17.1,47.02, None, None, None, None, None, -16.0, None, None, None, None, None, None,2019-11-26 20:00:00, None, None, None, None,48
-15.02,87.6, None, None, None,9.64,20.32,43.18, None, None, None, None, None, -16.0, None, None, None, None, None, None,2019-11-26 21:00:00, None, None, None, None,48
-15.16,87.2, None, None, None,10.56,25.53,42.15, None, None, None, None, None, -17.0, None, None, None, None, None, None,2019-11-26 22:00:00, None, None, None, None,48
-15.4,87.1, None, None, None,10.55,27.46,41.52, None, None, None, None, None, -17.0, None, None, None, None, None, None,2019-11-26 23:00:00, None, None, None, None,48
-15.69,86.8, None, None, None,11.78,27.73,41.73, None, None, None, None, None, -17.0, None, None, None, None, None, None,2019-11-27 00:00:00, None, None, None, None,48
-15.99,86.6, None, None, None,11.98,29.18,42.0, None, None, None, None, None, -18.0, None, None, None, None, None, None,2019-11-27 01:00:00, None, None, None, None,48
-16.33,86.1, None, None, None,10.43,29.11,39.77, None, None, None, None, None, -18.0, None, None, None, None, None, None,2019-11-27 02:00:00, None, None, None, None,48
-16.62,85.7, None, None, None,9.96,31.12,36.79, None, None, None, None, None, -18.0, None, None, None, None, None, None,2019-11-27 03:00:00, None, None, None, None,48
-16.96,85.5, None, None, None,11.34,31.71,40.68, None, None, None, None, None, -19.0, None, None, None, None, None, None,2019-11-27 04:00:00, None, None, None, None,48
-17.4,85.1, None, None, None,9.67,34.29,41.31, None, None, None, None, None, -19.0, None, None, None, None, None, None,2019-11-27 05:00:00, None, None, None, None,48
-17.79,84.7, None, None, None,9.67,36.41,40.88, None, None, None, None, None, -20.0, None, None, None, None, None, None,2019-11-27 06:00:00, None, None, None, None,48
-18.18,84.2, None, None, None,9.51,37.37,37.53, None, None, None, None, None, -20.0, None, None, None, None, None, None,2019-11-27 07:00:00, None, None, None, None,48
-18.37,83.8, None, None, None,10.04,41.82,42.68, None, None, None, None, None, -20.0, None, None, None, None, None, None,2019-11-27 08:00:00, None, None, None, None,48
