pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, None, -8.61, 91.3, None, None, None, None, 12.54, None, 6.982, 63.55, None, None, None, None, None, None, None, None, None, None, None, None,2019-11-26 00:00:00, None, None, 23.82,48
None, None, -8.81, 91.3, None, None, None, None, 21.14, None, 3.034, 106.9, None, None, None, None, None, None, None, None, None, None, None, None,2019-11-26 01:00:00, None, None, 24.47,48
None, None, -9.05, 91.0, None, None, None, None, 9.02, None, 7.473, 70.57, None, None, None, None, None, None, None, None, None, None, None, None,2019-11-26 02:00:00, None, None, 24.67,48
None, None, -9.68, 92.9, None, None, None, None, 13.81, None, 8.51, 66.88, None, None, None, None, None, None, None, None, None, None, None, None,2019-11-26 03:00:00, None, None, 24.06,48
None, None, -9.47, 93.6, None, None, None, None, 13.91, None, 9.67, 92.1, None, None, None, None, None, None, None, None, None, None, None, None,2019-11-26 04:00:00, None, None, 24.59,48
None, None, -9.44, 92.7, None, None, None, None, 10.2, None, 10.21, 91.2, None, None, None, None, None, None, None, None, None, None, None, None,2019-11-26 05:00:00, None, None, 24.54,48
None, None, -9.92, 91.3, None, None, None, None, 5.906, None, 11.93, 79.55, None, None, None, None, None, None, None, None, None, None, None, None,2019-11-26 06:00:00, None, None, 24.81,48
None, None, -9.98, 90.4, None, None, None, None, 4.602, None, 15.26, 81.1, None, None, None, None, None, None, None, None, None, None, None, None,2019-11-26 07:00:00, None, None, 24.51,48
None, None, -9.78, 89.0, None, None, None, None, 8.4, None, 17.96, 75.47, None, None, None, None, None, None, None, None, None, None, None, None,2019-11-26 08:00:00, None, None, 24.97,48
None, None, -9.55, 86.1, None, None, None, None, 9.39, None, 15.97, 73.24, None, None, None, None, None, None, None, None, None, None, None, None,2019-11-26 09:00:00, None, None, 25.1,48
None, None, -9.46, 85.6, None, None, None, None, 8.74, None, 13.86, 68.23, None, None, None, None, None, None, None, None, None, None, None, None,2019-11-26 10:00:00, None, None, 25.03,48
None, None, -8.96, 83.0, None, None, None, None, 11.88, None, 13.84, 67.27, None, None, None, None, None, None, None, None, None, None, None, None,2019-11-26 11:00:00, None, None, 24.96,48
None, None, -7.415, 81.5, None, None, None, None, 18.82, None, 10.22, 83.1, None, None, None, None, None, None, None, None, None, None, None, None,2019-11-26 12:00:00, None, None, 24.34,48
None, None, -6.567, 83.8, None, None, None, None, 23.28, None, 9.29, 90.1, None, None, None, None, None, None, None, None, None, None, None, None,2019-11-26 13:00:00, None, None, 24.12,48
None, None, -7.394, 81.5, None, None, None, None, 25.57, None, 10.88, 80.1, None, None, None, None, None, None, None, None, None, None, None, None,2019-11-26 14:00:00, None, None, 24.42,48
None, None, -8.62, 81.3, None, None, None, None, 14.4, None, 16.81, 59.72, None, None, None, None, None, None, None, None, None, None, None, None,2019-11-26 15:00:00, None, None, 24.18,48
None, None, -9.28, 83.7, None, None, None, None, 12.86, None, 19.01, 51.91, None, None, None, None, None, None, None, None, None, None, None, None,2019-11-26 16:00:00, None, None, 24.05,48
None, None, -9.58, 84.2, None, None, None, None, 11.8, None, 20.01, 58.22, None, None, None, None, None, None, None, None, None, None, None, None,2019-11-26 17:00:00, None, None, 23.96,48
None, None, -9.76, 83.5, None, None, None, None, 19.86, None, 15.11, 53.49, None, None, None, None, None, None, None, None, None, None, None, None,2019-11-26 18:00:00, None, None, 23.77,48
