CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,MEASURED_WIND_DIRECTION1,MEASURED_WIND_SPEED1,air_temp,min_air_temp_snc_last_reset,DEW_POINT,avg_wnd_dir_10m_pst10mts,dwpt_temp,time,week_of_year
5.859, 76.58, 9.0, 77.0, None, 21.16, None, 239.7, 8.04, 5.9, 5.6, 2.0, None, 2.0,2022-06-18 00:00:00,25
5.795, 75.4, 9.0, 75.0, None, 54.07, None, 223.3, 8.33, 5.8, 5.4, 2.0, None, 2.0,2022-06-18 01:00:00,25
5.167, 87.9, 9.0, 88.0, None, 60.52, None, 248.1, 6.638, 5.2, 4.9, 4.0, None, 4.0,2022-06-18 02:00:00,25
5.375, 64.47, 9.0, 64.0, None, 53.61, None, 237.0, 9.07, 5.4, 4.8, -1.0, None, -1.0,2022-06-18 03:00:00,25
3.922, 98.8, 9.0, 99.0, None, 47.63, None, 258.7, 9.66, 3.9, 4.0, 3.0, None, 3.0,2022-06-18 04:00:00,25
3.549, 98.9, 9.0, 99.0, None, 25.69, None, 254.5, 12.28, 3.5, 3.4, 4.0, None, 4.0,2022-06-18 05:00:00,25
3.532, 99.0, 9.0, 99.0, None, 22.34, None, 259.9, 14.1, 3.5, 3.1, 4.0, None, 4.0,2022-06-18 06:00:00,25
4.219, 92.7, 4.2, 93.0, None, 20.96, None, 257.0, 12.97, 4.2, 3.4, 3.0, None, 3.0,2022-06-18 07:00:00,25
4.291, 89.6, 4.5, 90.0, None, 29.58, None, 278.9, 9.05, 4.3, 3.4, 3.0, None, 3.0,2022-06-18 08:00:00,25
5.438, 75.24, 5.4, 75.0, None, 28.44, None, 271.2, 8.13, 5.4, 3.4, 2.0, None, 2.0,2022-06-18 09:00:00,25
5.871, 68.02, 6.1, 68.0, None, 22.87, None, 285.7, 9.57, 5.9, 3.4, 0.0, None, 0.0,2022-06-18 10:00:00,25
6.537, 65.01, 7.6, 65.0, None, 18.44, None, 288.6, 9.35, 6.5, 3.4, 0.0, None, 0.0,2022-06-18 11:00:00,25
6.674, 63.02, 7.6, 63.0, None, 22.18, None, 291.4, 7.655, 6.7, 3.4, 0.0, None, 0.0,2022-06-18 12:00:00,25
3.566, 88.7, 7.6, 89.0, None, 27.64, None, 260.6, 13.52, 3.6, 2.9, 2.0, None, 2.0,2022-06-18 13:00:00,25
