air_temp,min_air_temp_snc_last_reset,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,time,avg_wnd_spd_10m_pst10mts,dwpt_temp,week_of_year
11.9,7.8, None,12.4, None, None,2022-06-20 13:00:00, None, None,25
14.9,7.8, None,15.2, None, None,2022-06-20 14:00:00, None, None,25
15.7,7.8, None,15.4, None, None,2022-06-20 15:00:00, None, None,25
16.4,7.8, None,16.3, None, None,2022-06-20 16:00:00, None, None,25
16.2,7.8, None,17.7, None, None,2022-06-20 17:00:00, None, None,25
14.1,7.8, None,17.7, None, None,2022-06-20 18:00:00, None, None,25
13.8,13.8, None,14.6, None, None,2022-06-20 19:00:00, None, None,25
9.6,9.2, None,14.6, None, None,2022-06-20 20:00:00, None, None,25
10.6,9.2, None,14.6, None, None,2022-06-20 21:00:00, None, None,25
9.3,9.2, None,14.6, None, None,2022-06-20 22:00:00, None, None,25
8.4,8.5, None,14.6, None, None,2022-06-20 23:00:00, None, None,25
8.4,8.3, None,14.6, None, None,2022-06-21 00:00:00, None, None,25
6.0,6.0, None,14.6, None, None,2022-06-21 01:00:00, None, None,25
4.4,4.5, None,14.6, None, None,2022-06-21 02:00:00, None, None,25
3.9,3.7, None,14.6, None, None,2022-06-21 03:00:00, None, None,25
3.0,3.0, None,14.6, None, None,2022-06-21 04:00:00, None, None,25
2.4,2.3, None,14.6, None, None,2022-06-21 05:00:00, None, None,25
2.8,2.3, None,14.6, None, None,2022-06-21 06:00:00, None, None,25
4.5,2.8, None,4.5, None, None,2022-06-21 07:00:00, None, None,25
6.4,2.8, None,6.4, None, None,2022-06-21 08:00:00, None, None,25
9.2,2.8, None,9.2, None, None,2022-06-21 09:00:00, None, None,25
10.8,2.8, None,11.0, None, None,2022-06-21 10:00:00, None, None,25
12.3,2.8, None,12.2, None, None,2022-06-21 11:00:00, None, None,25
13.4,2.8, None,13.3, None, None,2022-06-21 12:00:00, None, None,25
13.6,2.8, None,13.7, None, None,2022-06-21 13:00:00, None, None,25
14.6,2.8, None,15.4, None, None,2022-06-21 14:00:00, None, None,25
14.2,2.8, None,15.4, None, None,2022-06-21 15:00:00, None, None,25
10.8,2.8, None,15.4, None, None,2022-06-21 16:00:00, None, None,25
11.4,2.8, None,15.4, None, None,2022-06-21 17:00:00, None, None,25
11.8,2.8, None,15.4, None, None,2022-06-21 18:00:00, None, None,25
12.0,11.8, None,12.1, None, None,2022-06-21 19:00:00, None, None,25
11.8,11.8, None,12.1, None, None,2022-06-21 20:00:00, None, None,25
10.9,11.0, None,12.1, None, None,2022-06-21 21:00:00, None, None,25
9.0,9.0, None,12.1, None, None,2022-06-21 22:00:00, None, None,25
7.7,7.6, None,12.1, None, None,2022-06-21 23:00:00, None, None,25
7.0,6.9, None,12.1, None, None,2022-06-22 00:00:00, None, None,25
6.3,6.2, None,12.1, None, None,2022-06-22 01:00:00, None, None,25
6.0,5.9, None,12.1, None, None,2022-06-22 02:00:00, None, None,25
5.8,5.8, None,12.1, None, None,2022-06-22 03:00:00, None, None,25
5.6,5.6, None,12.1, None, None,2022-06-22 04:00:00, None, None,25
5.7,5.5, None,12.1, None, None,2022-06-22 05:00:00, None, None,25
5.5,5.3, None,12.1, None, None,2022-06-22 06:00:00, None, None,25
5.3,5.3, None,5.6, None, None,2022-06-22 07:00:00, None, None,25
5.3,5.1, None,5.6, None, None,2022-06-22 08:00:00, None, None,25
5.3,5.1, None,5.6, None, None,2022-06-22 09:00:00, None, None,25
5.3,5.1, None,5.6, None, None,2022-06-22 10:00:00, None, None,25
6.0,5.1, None,5.9, None, None,2022-06-22 11:00:00, None, None,25
6.1,5.1, None,6.6, None, None,2022-06-22 12:00:00, None, None,25
6.5,5.1, None,6.6, None, None,2022-06-22 13:00:00, None, None,25
6.5,5.1, None,6.6, None, None,2022-06-22 14:00:00, None, None,25
7.2,5.1, None,7.1, None, None,2022-06-22 15:00:00, None, None,25
8.4,5.1, None,8.7, None, None,2022-06-22 16:00:00, None, None,25
10.2,5.1, None,10.2, None, None,2022-06-22 17:00:00, None, None,25
11.1,5.1, None,11.0, None, None,2022-06-22 18:00:00, None, None,25
9.4,9.2, None,11.2, None, None,2022-06-22 19:00:00, None, None,25
10.1,9.2, None,11.2, None, None,2022-06-22 20:00:00, None, None,25
10.0,9.2, None,11.2, None, None,2022-06-22 21:00:00, None, None,25
9.4,9.2, None,11.2, None, None,2022-06-22 22:00:00, None, None,25
8.8,8.8, None,11.2, None, None,2022-06-22 23:00:00, None, None,25
8.3,8.3, None,11.2, None, None,2022-06-23 00:00:00, None, None,25
7.9,8.0, None,11.2, None, None,2022-06-23 01:00:00, None, None,25
8.4,7.9, None,11.2, None, None,2022-06-23 02:00:00, None, None,25
8.5,7.9, None,11.2, None, None,2022-06-23 03:00:00, None, None,25
8.2,7.9, None,11.2, None, None,2022-06-23 04:00:00, None, None,25
7.9,7.8, None,11.2, None, None,2022-06-23 05:00:00, None, None,25
8.6,7.8, None,11.2, None, None,2022-06-23 06:00:00, None, None,25
9.3,8.6, None,9.3, None, None,2022-06-23 07:00:00, None, None,25
9.8,8.6, None,9.9, None, None,2022-06-23 08:00:00, None, None,25
10.2,8.6, None,10.5, None, None,2022-06-23 09:00:00, None, None,25
11.6,8.6, None,11.6, None, None,2022-06-23 10:00:00, None, None,25
12.1,8.6, None,12.1, None, None,2022-06-23 11:00:00, None, None,25
13.7,8.6, None,13.8, None, None,2022-06-23 12:00:00, None, None,25
14.7,8.6, None,14.8, None, None,2022-06-23 13:00:00, None, None,25
17.0,8.6, None,17.0, None, None,2022-06-23 14:00:00, None, None,25
17.1,8.6, None,17.1, None, None,2022-06-23 15:00:00, None, None,25
16.1,8.6, None,17.8, None, None,2022-06-23 16:00:00, None, None,25
14.5,8.6, None,17.8, None, None,2022-06-23 17:00:00, None, None,25
16.5,8.6, None,18.4, None, None,2022-06-23 18:00:00, None, None,25
17.1,16.1, None,18.9, None, None,2022-06-23 19:00:00, None, None,25
16.6,15.4, None,18.9, None, None,2022-06-23 20:00:00, None, None,25
14.6,14.2, None,18.9, None, None,2022-06-23 21:00:00, None, None,25
9.2,9.3, None,18.9, None, None,2022-06-23 22:00:00, None, None,25
7.6,7.6, None,18.9, None, None,2022-06-23 23:00:00, None, None,25
5.9,5.8, None,18.9, None, None,2022-06-24 00:00:00, None, None,25
4.5,4.5, None,18.9, None, None,2022-06-24 01:00:00, None, None,25
