pcpn_amt_pst24hrs,air_temp,CURRENT_AIR_TEMPERATURE1,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,time,dwpt_temp,week_of_year
None, 13.4, 13.39, 13.4, -1.1, 20.5, None,2022-06-18 00:00:00, None,25
None, 12.4, 12.41, 12.4, -0.2, 20.5, None,2022-06-18 01:00:00, None,25
None, 12.0, 11.97, 11.9, 0.3, 20.5, None,2022-06-18 02:00:00, None,25
None, 11.9, 11.87, 11.8, 1.1, 20.5, None,2022-06-18 03:00:00, None,25
None, 11.6, 11.57, 11.6, 0.5, 20.5, None,2022-06-18 04:00:00, None,25
None, 11.3, 11.3, 11.3, -0.3, 20.5, None,2022-06-18 05:00:00, None,25
None, 11.6, 11.57, 11.3, 0.6, 20.5, None,2022-06-18 06:00:00, None,25
None, 11.7, 11.69, 11.5, 2.8, 11.7, None,2022-06-18 07:00:00, None,25
None, 12.1, 12.07, 11.5, 1.3, 12.0, None,2022-06-18 08:00:00, None,25
None, 12.8, 12.77, 11.5, 1.0, 13.1, None,2022-06-18 09:00:00, None,25
None, 13.2, 13.21, 11.5, 1.0, 13.4, None,2022-06-18 10:00:00, None,25
None, 13.1, 13.1, 11.5, -1.5, 13.5, None,2022-06-18 11:00:00, None,25
None, 13.5, 13.46, 11.5, 1.0, 13.6, None,2022-06-18 12:00:00, None,25
None, 14.0, 14.0, 11.5, 1.0, 14.1, None,2022-06-18 13:00:00, None,25
None, 14.7, 14.7, 11.5, 1.6, 15.0, None,2022-06-18 14:00:00, None,25
None, 15.9, 15.9, 11.5, 2.3, 16.4, None,2022-06-18 16:00:00, None,25
None, 15.8, 15.79, 11.5, 0.8, 17.0, None,2022-06-18 17:00:00, None,25
None, 16.0, 15.97, 11.5, 0.1, 17.0, None,2022-06-18 18:00:00, None,25
None, 15.6, 15.64, 15.6, -1.7, 16.2, None,2022-06-18 19:00:00, None,25
None, 14.2, 14.15, 14.2, -5.3, 16.2, None,2022-06-18 20:00:00, None,25
None, 12.6, 12.64, 12.6, -0.6, 16.2, None,2022-06-18 22:00:00, None,25
None, 12.4, 12.36, 12.3, -0.4, 16.2, None,2022-06-18 23:00:00, None,25
None, 12.2, 12.17, 12.1, 0.3, 16.2, None,2022-06-19 01:00:00, None,25
None, 11.8, 11.79, 11.8, -0.3, 16.2, None,2022-06-19 02:00:00, None,25
None, 11.7, 11.68, 11.6, -0.3, 16.2, None,2022-06-19 03:00:00, None,25
None, 12.2, 12.2, 11.7, 1.3, 12.2, None,2022-06-19 07:00:00, None,25
None, 14.2, 14.24, 11.7, 1.9, 14.3, None,2022-06-19 08:00:00, None,25
None, 13.8, 13.84, 11.7, -1.8, 14.3, None,2022-06-19 09:00:00, None,25
None, 14.4, 14.36, 11.7, 2.3, 14.6, None,2022-06-19 10:00:00, None,25
None, 15.1, 15.1, 11.7, 0.5, 15.1, None,2022-06-19 11:00:00, None,25
None, 15.1, 15.11, 11.7, -0.2, 15.8, None,2022-06-19 12:00:00, None,25
None, 15.3, 15.27, 11.7, 4.8, 15.8, None,2022-06-19 14:00:00, None,25
None, 15.5, 15.52, 11.7, 2.2, 15.8, None,2022-06-19 15:00:00, None,25
None, 15.7, 15.66, 11.7, -2.8, 16.2, None,2022-06-19 16:00:00, None,25
None, 15.4, 15.43, 11.7, 0.4, 16.7, None,2022-06-19 18:00:00, None,25
None, 15.8, 15.81, 15.3, 2.9, 15.8, None,2022-06-19 19:00:00, None,25
None, 15.0, 15.03, 15.1, -0.8, 15.8, None,2022-06-19 20:00:00, None,25
None, 14.1, 14.12, 14.1, -5.9, 15.8, None,2022-06-19 21:00:00, None,25
None, 13.5, 13.45, 13.5, -0.4, 15.8, None,2022-06-19 22:00:00, None,25
None, 13.3, 13.3, 13.2, -0.2, 15.8, None,2022-06-19 23:00:00, None,25
None, 12.7, 12.74, 12.8, -0.4, 15.8, None,2022-06-20 00:00:00, None,25
None, 12.6, 12.64, 12.4, 0.1, 15.8, None,2022-06-20 01:00:00, None,25
None, 12.4, 12.38, 12.4, 0.0, 15.8, None,2022-06-20 03:00:00, None,25
None, 12.3, 12.33, 12.3, 0.2, 15.8, None,2022-06-20 04:00:00, None,25
None, 12.0, 12.04, 12.0, -0.8, 15.8, None,2022-06-20 05:00:00, None,25
None, 12.7, 12.72, 12.0, 1.1, 15.8, None,2022-06-20 06:00:00, None,25
None, 13.4, 13.42, 12.6, 1.4, 13.4, None,2022-06-20 07:00:00, None,25
None, 13.8, 13.76, 12.6, 0.7, 13.9, None,2022-06-20 08:00:00, None,25
None, 14.4, 14.37, 12.6, 0.9, 14.6, None,2022-06-20 09:00:00, None,25
None, 17.8, 17.82, 12.6, 6.7, 18.0, None,2022-06-20 10:00:00, None,25
None, None, 16.92, None, None, None, None,2022-06-20 12:00:00, None,25
None, 16.6, 16.62, 12.6, -0.9, 18.0, None,2022-06-20 13:00:00, None,25
None, 17.2, 17.21, 12.6, 1.3, 18.0, None,2022-06-20 14:00:00, None,25
None, 17.3, 17.25, 12.6, 1.0, 18.0, None,2022-06-20 17:00:00, None,25
None, 17.4, 17.4, 12.6, -1.0, 18.0, None,2022-06-20 18:00:00, None,25
None, 17.3, 17.3, 16.6, -0.5, 17.5, None,2022-06-20 19:00:00, None,25
None, 16.1, 16.05, 15.8, -0.5, 17.5, None,2022-06-20 20:00:00, None,25
None, 14.6, 14.61, 14.7, -4.5, 17.5, None,2022-06-20 21:00:00, None,25
None, 14.0, 13.95, 13.9, -2.2, 17.5, None,2022-06-20 22:00:00, None,25
None, 13.0, 12.99, 13.0, -0.7, 17.5, None,2022-06-20 23:00:00, None,25
None, 12.8, 12.76, 12.7, -0.1, 17.5, None,2022-06-21 00:00:00, None,25
None, 12.6, 12.64, 12.5, -0.5, 17.5, None,2022-06-21 01:00:00, None,25
None, 12.4, 12.43, 12.3, 0.3, 17.5, None,2022-06-21 02:00:00, None,25
None, 12.5, 12.48, 12.3, -0.1, 17.5, None,2022-06-21 03:00:00, None,25
None, 12.4, 12.39, 12.3, -0.2, 17.5, None,2022-06-21 04:00:00, None,25
None, 12.1, 12.07, 12.0, -0.5, 17.5, None,2022-06-21 05:00:00, None,25
None, 12.5, 12.52, 12.0, 1.4, 17.5, None,2022-06-21 06:00:00, None,25
None, 13.6, 13.64, 12.5, 1.0, 13.7, None,2022-06-21 07:00:00, None,25
None, 14.9, 14.89, 12.5, 1.9, 14.9, None,2022-06-21 08:00:00, None,25
None, 15.0, 14.99, 12.5, 2.3, 15.1, None,2022-06-21 09:00:00, None,25
None, 15.0, 15.0, 12.5, 0.9, 15.1, None,2022-06-21 10:00:00, None,25
None, 16.0, 15.95, 12.5, 2.2, 16.7, None,2022-06-21 11:00:00, None,25
None, 16.1, 16.08, 12.5, -0.3, 16.7, None,2022-06-21 12:00:00, None,25
None, 16.5, 16.51, 12.5, 0.4, 16.7, None,2022-06-21 13:00:00, None,25
None, 16.5, 16.49, 12.5, 0.2, 16.7, None,2022-06-21 14:00:00, None,25
None, 15.7, 15.7, 12.5, -0.6, 16.7, None,2022-06-21 15:00:00, None,25
None, 14.9, 14.85, 12.5, -2.7, 16.7, None,2022-06-21 16:00:00, None,25
None, 14.9, 14.92, 12.5, -0.8, 16.7, None,2022-06-21 17:00:00, None,25
None, 14.8, 14.82, 12.5, -1.4, 16.7, None,2022-06-21 18:00:00, None,25
None, 14.0, 14.02, 13.8, -0.9, 14.8, None,2022-06-21 19:00:00, None,25
None, 13.7, 13.66, 13.7, 1.1, 14.8, None,2022-06-21 20:00:00, None,25
None, 13.5, 13.51, 13.5, 1.5, 14.8, None,2022-06-21 21:00:00, None,25
None, 13.5, 13.49, 13.4, 0.7, 14.8, None,2022-06-21 22:00:00, None,25
None, 13.2, 13.21, 13.2, 0.0, 14.8, None,2022-06-21 23:00:00, None,25
None, 12.9, 12.93, 12.9, -0.2, 14.8, None,2022-06-22 00:00:00, None,25
None, 13.0, 13.01, 12.8, 0.5, 14.8, None,2022-06-22 01:00:00, None,25
None, 12.7, 12.69, 12.7, 0.0, 14.8, None,2022-06-22 02:00:00, None,25
None, 12.9, 12.89, 12.7, 0.5, 14.8, None,2022-06-22 03:00:00, None,25
None, 12.7, 12.72, 12.7, 0.1, 14.8, None,2022-06-22 04:00:00, None,25
None, 14.3, 14.29, 12.7, 1.6, 14.8, None,2022-06-22 05:00:00, None,25
None, 13.7, 13.69, 12.7, -0.5, 14.9, None,2022-06-22 06:00:00, None,25
None, 13.3, 13.27, 13.1, -0.5, 13.7, None,2022-06-22 07:00:00, None,25
None, 14.1, 14.11, 13.1, 1.4, 14.1, None,2022-06-22 08:00:00, None,25
None, 15.1, 15.05, 13.1, 1.5, 15.1, None,2022-06-22 09:00:00, None,25
None, 15.9, 15.88, 13.1, 1.7, 15.8, None,2022-06-22 10:00:00, None,25
None, 17.3, 17.31, 9.6, 0.5, 17.9, None,2022-06-23 14:00:00, None,25
None, 16.6, 16.57, 16.1, -0.8, 17.0, None,2022-06-23 19:00:00, None,25
None, 15.1, 15.11, 15.1, -2.0, 17.0, None,2022-06-23 20:00:00, None,25
None, 14.4, 14.35, 14.4, -3.2, 17.0, None,2022-06-23 21:00:00, None,25
None, 13.1, 13.07, 13.1, -1.4, 17.0, None,2022-06-23 22:00:00, None,25
None, 12.4, 12.43, 12.4, -0.4, 17.0, None,2022-06-23 23:00:00, None,25
None, 11.9, 11.92, 11.9, -0.3, 17.0, None,2022-06-24 00:00:00, None,25
None, 11.2, 11.22, 11.2, -0.5, 17.0, None,2022-06-24 01:00:00, None,25
None, 11.2, 11.21, 11.1, -0.4, 17.0, None,2022-06-24 02:00:00, None,25
None, 11.2, 11.22, 10.9, 0.7, 17.0, None,2022-06-24 03:00:00, None,25
None, 11.1, 11.1, 10.8, 0.1, 17.0, None,2022-06-24 04:00:00, None,25
None, 10.7, 10.74, 10.7, -1.0, 17.0, None,2022-06-24 05:00:00, None,25
None, 10.3, 10.34, 10.4, -0.3, 17.0, None,2022-06-24 06:00:00, None,25
None, 10.6, 10.6, 10.3, 0.7, 10.8, None,2022-06-24 07:00:00, None,25
None, 10.7, 10.72, 10.3, 0.2, 11.1, None,2022-06-24 08:00:00, None,25
None, 16.2, 16.19, 10.3, 5.5, 16.3, None,2022-06-24 09:00:00, None,25
