WDIR_VECT,time,TEMP_MEAN,HUMIDITY,week_of_year
258.6,2022-04-02 00:00:00, None,99.8,14
198.0,2022-04-02 01:00:00, None,100.0,14
172.9,2022-04-02 02:00:00, None,99.8,14
113.9,2022-04-02 03:00:00, None,99.6,14
126.8,2022-04-02 04:00:00, None,100.0,14
151.5,2022-04-02 05:00:00, None,99.7,14
147.3,2022-04-02 06:00:00, None,99.8,14
155.4,2022-04-02 07:00:00, None,100.0,14
168.4,2022-04-02 08:00:00, None,85.3,14
244.0,2022-04-02 09:00:00, None,69.5,14
203.8,2022-04-02 10:00:00, None,59.0,14
210.6,2022-04-02 11:00:00, None,55.7,14
160.9,2022-04-02 12:00:00, None,47.6,14
191.1,2022-04-02 13:00:00, None,44.8,14
211.0,2022-04-02 14:00:00, None,53.0,14
211.9,2022-04-02 15:00:00, None,56.8,14
220.1,2022-04-02 16:00:00, None,70.0,14
327.1,2022-04-02 17:00:00, None,78.3,14
309.1,2022-04-02 18:00:00, None,93.0,14
296.6,2022-04-02 19:00:00, None,98.7,14
313.5,2022-04-02 20:00:00, None,99.8,14
144.5,2022-04-02 21:00:00, None,99.0,14
246.4,2022-04-02 22:00:00, None,100.0,14
206.9,2022-04-02 23:00:00, None,99.9,14
199.5,2022-04-03 00:00:00, None,99.6,14
303.4,2022-04-03 01:00:00, None,99.9,14
128.8,2022-04-03 02:00:00, None,99.9,14
142.2,2022-04-03 03:00:00, None,99.8,14
142.5,2022-04-03 04:00:00, None,98.7,14
124.9,2022-04-03 05:00:00, None,99.6,14
158.7,2022-04-03 06:00:00, None,99.9,14
347.4,2022-04-03 07:00:00, None,100.0,14
125.2,2022-04-03 08:00:00, None,98.4,14
136.3,2022-04-03 09:00:00, None,85.4,14
119.8,2022-04-03 10:00:00, None,84.6,14
107.9,2022-04-03 11:00:00, None,99.4,14
110.1,2022-04-03 12:00:00, None,100.0,14
6.1,2022-04-03 13:00:00, None,81.2,14
87.5,2022-04-03 14:00:00, None,94.6,14
91.3,2022-04-03 15:00:00, None,99.8,14
87.9,2022-04-03 16:00:00, None,100.0,14
201.5,2022-04-03 17:00:00, None,99.5,14
308.3,2022-04-03 18:00:00, None,96.9,14
297.0,2022-04-03 19:00:00, None,99.9,14
147.4,2022-04-03 20:00:00, None,100.0,14
85.8,2022-04-03 21:00:00, None,99.7,14
99.8,2022-04-03 22:00:00, None,99.5,14
98.8,2022-04-03 23:00:00, None,99.7,14
108.5,2022-04-04 00:00:00, None,95.3,14
111.2,2022-04-04 01:00:00, None,98.9,14
120.8,2022-04-04 02:00:00, None,94.7,14
137.9,2022-04-04 03:00:00, None,94.2,14
132.3,2022-04-04 04:00:00, None,89.9,14
120.5,2022-04-04 05:00:00, None,93.6,14
151.0,2022-04-04 06:00:00, None,82.4,14
256.8,2022-04-04 07:00:00, None,72.4,14
268.6,2022-04-04 08:00:00, None,68.9,14
240.7,2022-04-04 09:00:00, None,65.0,14
215.3,2022-04-04 10:00:00, None,60.8,14
208.2,2022-04-04 11:00:00, None,62.8,14
173.8,2022-04-04 12:00:00, None,71.0,14
209.7,2022-04-04 13:00:00, None,73.9,14
219.7,2022-04-04 14:00:00, None,68.7,14
233.6,2022-04-04 15:00:00, None,65.1,14
256.5,2022-04-04 16:00:00, None,70.3,14
242.2,2022-04-04 17:00:00, None,78.1,14
221.2,2022-04-04 18:00:00, None,74.6,14
194.3,2022-04-04 19:00:00, None,74.2,14
197.0,2022-04-04 20:00:00, None,73.7,14
218.2,2022-04-04 21:00:00, None,70.5,14
202.1,2022-04-04 22:00:00, None,75.5,14
168.7,2022-04-04 23:00:00, None,70.8,14
191.6,2022-04-05 00:00:00, None,71.9,14
198.2,2022-04-05 01:00:00, None,75.4,14
205.5,2022-04-05 02:00:00, None,77.4,14
213.7,2022-04-05 03:00:00, None,81.9,14
345.4,2022-04-05 04:00:00, None,94.3,14
309.8,2022-04-05 05:00:00, None,99.9,14
250.8,2022-04-05 06:00:00, None,99.6,14
77.8,2022-04-05 07:00:00, None,99.8,14
301.5,2022-04-05 08:00:00, None,100.0,14
315.3,2022-04-05 09:00:00, None,96.3,14
263.3,2022-04-05 10:00:00, None,64.2,14
276.4,2022-04-05 11:00:00, None,62.2,14
272.4,2022-04-05 12:00:00, None,54.5,14
267.7,2022-04-05 13:00:00, None,46.7,14
258.2,2022-04-05 14:00:00, None,41.7,14
259.6,2022-04-05 15:00:00, None,38.2,14
265.2,2022-04-05 16:00:00, None,37.5,14
265.7,2022-04-05 17:00:00, None,42.1,14
259.2,2022-04-05 18:00:00, None,45.5,14
257.1,2022-04-05 19:00:00, None,54.4,14
222.9,2022-04-05 20:00:00, None,59.3,14
287.8,2022-04-05 21:00:00, None,77.5,14
218.8,2022-04-05 22:00:00, None,88.4,14
160.3,2022-04-05 23:00:00, None,90.1,14
186.6,2022-04-06 00:00:00, None,92.8,14
133.3,2022-04-06 01:00:00, None,99.7,14
143.3,2022-04-06 02:00:00, None,99.7,14
168.2,2022-04-06 03:00:00, None,99.4,14
250.4,2022-04-06 04:00:00, None,99.4,14
201.5,2022-04-06 05:00:00, None,99.7,14
147.7,2022-04-06 06:00:00, None,100.0,14
307.9,2022-04-06 07:00:00, None,98.7,14
10.7,2022-04-06 08:00:00, None,84.4,14
350.7,2022-04-06 09:00:00, None,70.2,14
38.6,2022-04-06 10:00:00, None,49.6,14
124.1,2022-04-06 11:00:00, None,43.4,14
107.1,2022-04-06 12:00:00, None,34.4,14
146.7,2022-04-06 13:00:00, None,31.8,14
112.9,2022-04-06 14:00:00, None,30.7,14
94.3,2022-04-06 15:00:00, None,27.3,14
70.4,2022-04-06 16:00:00, None,29.3,14
72.0,2022-04-06 17:00:00, None,32.9,14
330.7,2022-04-06 18:00:00, None,57.1,14
258.5,2022-04-06 19:00:00, None,49.3,14
305.1,2022-04-06 20:00:00, None,55.3,14
323.9,2022-04-06 21:00:00, None,43.8,14
6.4,2022-04-06 22:00:00, None,61.0,14
140.9,2022-04-06 23:00:00, None,63.3,14
115.2,2022-04-07 00:00:00, None,66.6,14
132.9,2022-04-07 01:00:00, None,65.9,14
235.3,2022-04-07 02:00:00, None,71.9,14
123.6,2022-04-07 03:00:00, None,80.5,14
120.0,2022-04-07 04:00:00, None,74.3,14
32.2,2022-04-07 05:00:00, None,80.1,14
325.1,2022-04-07 06:00:00, None,84.5,14
44.8,2022-04-07 07:00:00, None,80.1,14
342.4,2022-04-07 08:00:00, None,57.8,14
347.3,2022-04-07 09:00:00, None,50.3,14
359.1,2022-04-07 10:00:00, None,43.3,14
321.4,2022-04-07 11:00:00, None,42.5,14
313.8,2022-04-07 12:00:00, None,38.1,14
321.9,2022-04-07 13:00:00, None,34.8,14
330.7,2022-04-07 14:00:00, None,33.5,14
322.6,2022-04-07 15:00:00, None,50.4,14
322.3,2022-04-07 16:00:00, None,59.5,14
320.9,2022-04-07 17:00:00, None,62.7,14
310.0,2022-04-07 18:00:00, None,58.1,14
215.3,2022-04-07 19:00:00, None,62.3,14
138.2,2022-04-07 20:00:00, None,62.8,14
241.5,2022-04-07 21:00:00, None,90.6,14
163.9,2022-04-07 22:00:00, None,83.0,14
183.6,2022-04-07 23:00:00, None,85.4,14
280.8,2022-04-08 00:00:00, None,73.7,14
306.2,2022-04-08 01:00:00, None,92.3,14
255.1,2022-04-08 02:00:00, None,99.9,14
96.6,2022-04-08 03:00:00, None,99.8,14
94.0,2022-04-08 04:00:00, None,99.8,14
104.0,2022-04-08 05:00:00, None,99.8,14
106.7,2022-04-08 06:00:00, None,83.2,14
109.2,2022-04-08 07:00:00, None,77.8,14
155.7,2022-04-08 08:00:00, None,71.7,14
191.8,2022-04-08 09:00:00, None,66.5,14
187.3,2022-04-08 10:00:00, None,66.6,14
197.9,2022-04-08 11:00:00, None,66.2,14
233.2,2022-04-08 12:00:00, None,62.0,14
304.6,2022-04-08 13:00:00, None,72.4,14
247.0,2022-04-08 14:00:00, None,55.3,14
255.0,2022-04-08 15:00:00, None,55.0,14
259.9,2022-04-08 16:00:00, None,42.2,14
265.1,2022-04-08 17:00:00, None,39.3,14
261.1,2022-04-08 18:00:00, None,44.4,14
271.8,2022-04-08 19:00:00, None,65.7,14
259.7,2022-04-08 20:00:00, None,67.4,14
261.2,2022-04-08 21:00:00, None,74.0,14
253.5,2022-04-08 22:00:00, None,77.2,14
251.8,2022-04-08 23:00:00, None,71.4,14
