time,HUMIDITY,week_of_year
2022-04-02 00:00:00,70.0,14
2022-04-02 01:00:00,68.3,14
2022-04-02 02:00:00,68.0,14
2022-04-02 03:00:00,78.8,14
2022-04-02 04:00:00,76.6,14
2022-04-02 05:00:00,74.0,14
2022-04-02 06:00:00,75.2,14
2022-04-02 07:00:00,74.5,14
2022-04-02 08:00:00,71.1,14
2022-04-02 09:00:00,64.0,14
2022-04-02 10:00:00,43.2,14
2022-04-02 11:00:00,28.7,14
2022-04-02 12:00:00,27.2,14
2022-04-02 13:00:00,26.0,14
2022-04-02 14:00:00,24.7,14
2022-04-02 15:00:00,24.6,14
2022-04-02 16:00:00,30.3,14
2022-04-02 17:00:00,36.3,14
2022-04-02 18:00:00,35.1,14
2022-04-02 19:00:00,37.5,14
2022-04-02 20:00:00,45.1,14
2022-04-02 21:00:00,55.6,14
2022-04-02 22:00:00,50.1,14
2022-04-02 23:00:00,60.1,14
2022-04-03 00:00:00,69.6,14
2022-04-03 01:00:00,77.1,14
2022-04-03 02:00:00,82.7,14
2022-04-03 03:00:00,85.2,14
2022-04-03 04:00:00,86.1,14
2022-04-03 05:00:00,87.0,14
2022-04-03 06:00:00,87.2,14
2022-04-03 07:00:00,87.7,14
2022-04-03 08:00:00,82.6,14
2022-04-03 09:00:00,68.0,14
2022-04-03 10:00:00,46.8,14
2022-04-03 11:00:00,36.7,14
2022-04-03 12:00:00,34.8,14
2022-04-03 13:00:00,38.9,14
2022-04-03 14:00:00,38.9,14
2022-04-03 15:00:00,41.6,14
2022-04-03 16:00:00,40.3,14
2022-04-03 17:00:00,38.5,14
2022-04-03 18:00:00,44.2,14
2022-04-03 19:00:00,48.6,14
2022-04-03 20:00:00,49.6,14
2022-04-03 21:00:00,57.7,14
2022-04-03 22:00:00,62.8,14
2022-04-03 23:00:00,67.2,14
2022-04-04 00:00:00,75.8,14
2022-04-04 01:00:00,82.7,14
2022-04-04 02:00:00,85.5,14
2022-04-04 03:00:00,85.1,14
2022-04-04 04:00:00,81.7,14
2022-04-04 05:00:00,84.7,14
2022-04-04 06:00:00,86.6,14
2022-04-04 07:00:00,80.4,14
2022-04-04 08:00:00,75.7,14
2022-04-04 09:00:00,66.9,14
2022-04-04 10:00:00,62.7,14
2022-04-04 11:00:00,55.2,14
2022-04-04 12:00:00,48.5,14
2022-04-04 13:00:00,41.7,14
2022-04-04 14:00:00,36.5,14
