time,HUMIDITY,week_of_year
2021-05-28 00:00:00,93.8,22
2021-05-28 01:00:00,94.9,22
2021-05-28 02:00:00,94.8,22
2021-05-28 03:00:00,95.1,22
2021-05-28 04:00:00,94.7,22
2021-05-28 05:00:00,94.8,22
2021-05-28 06:00:00,91.2,22
2021-05-28 07:00:00,84.1,22
2021-05-28 08:00:00,74.0,22
2021-05-28 09:00:00,63.9,22
2021-05-28 10:00:00,55.9,22
2021-05-28 11:00:00,44.2,22
2021-05-28 12:00:00,33.7,22
2021-05-28 13:00:00,28.8,22
2021-05-28 14:00:00,27.3,22
2021-05-28 15:00:00,24.4,22
2021-05-28 16:00:00,24.7,22
2021-05-28 17:00:00,26.0,22
2021-05-28 18:00:00,25.5,22
2021-05-28 19:00:00,26.8,22
2021-05-28 20:00:00,30.4,22
2021-05-28 21:00:00,34.7,22
2021-05-28 22:00:00,42.7,22
2021-05-28 23:00:00,58.8,22
2021-05-29 00:00:00,70.9,22
2021-05-29 01:00:00,76.6,22
2021-05-29 02:00:00,77.5,22
2021-05-29 03:00:00,77.6,22
2021-05-29 04:00:00,75.5,22
2021-05-29 05:00:00,65.1,22
2021-05-29 06:00:00,57.6,22
2021-05-29 07:00:00,50.6,22
2021-05-29 08:00:00,46.5,22
2021-05-29 09:00:00,39.7,22
2021-05-29 10:00:00,33.0,22
2021-05-29 11:00:00,28.6,22
2021-05-29 12:00:00,23.9,22
2021-05-29 13:00:00,22.5,22
2021-05-29 14:00:00,25.3,22
2021-05-29 15:00:00,26.0,22
2021-05-29 16:00:00,25.3,22
2021-05-29 17:00:00,24.3,22
2021-05-29 18:00:00,22.9,22
2021-05-29 19:00:00,22.4,22
2021-05-29 20:00:00,29.1,22
2021-05-29 21:00:00,44.5,22
2021-05-29 22:00:00,58.1,22
2021-05-29 23:00:00,68.4,22
2021-05-30 00:00:00,73.8,22
2021-05-30 01:00:00,79.1,22
2021-05-30 02:00:00,81.7,22
2021-05-30 03:00:00,83.3,22
2021-05-30 04:00:00,84.1,22
2021-05-30 05:00:00,80.8,22
2021-05-30 06:00:00,70.8,22
2021-05-30 07:00:00,59.7,22
2021-05-30 08:00:00,51.7,22
2021-05-30 09:00:00,45.8,22
2021-05-30 10:00:00,43.9,22
2021-05-30 11:00:00,39.6,22
2021-05-30 12:00:00,30.6,22
2021-05-30 13:00:00,28.7,22
2021-05-30 14:00:00,30.2,22
2021-05-30 15:00:00,35.6,22
2021-05-30 16:00:00,38.4,22
2021-05-30 17:00:00,41.6,22
2021-05-30 18:00:00,45.8,22
2021-05-30 19:00:00,47.0,22
2021-05-30 20:00:00,50.9,22
2021-05-30 21:00:00,54.1,22
2021-05-30 22:00:00,60.5,22
2021-05-30 23:00:00,62.8,22
2021-05-31 00:00:00,67.4,22
2021-05-31 01:00:00,63.9,22
2021-05-31 02:00:00,60.9,22
2021-05-31 03:00:00,65.1,22
2021-05-31 04:00:00,65.1,22
2021-05-31 05:00:00,69.3,22
2021-05-31 06:00:00,63.8,22
2021-05-31 07:00:00,54.3,22
2021-05-31 08:00:00,50.8,22
2021-05-31 09:00:00,46.4,22
2021-05-31 10:00:00,41.5,22
2021-05-31 11:00:00,41.2,22
2021-05-31 12:00:00,41.1,22
2021-05-31 13:00:00,41.9,22
2021-05-31 14:00:00,39.2,22
2021-05-31 15:00:00,36.5,22
2021-05-31 16:00:00,36.9,22
2021-05-31 17:00:00,41.4,22
2021-05-31 18:00:00,45.0,22
2021-05-31 19:00:00,46.9,22
2021-05-31 20:00:00,50.1,22
2021-05-31 21:00:00,52.7,22
2021-05-31 22:00:00,58.2,22
2021-05-31 23:00:00,56.1,22
2021-06-01 00:00:00,54.5,22
2021-06-01 01:00:00,54.1,22
2021-06-01 02:00:00,55.9,22
2021-06-01 03:00:00,59.8,22
2021-06-01 04:00:00,59.9,22
2021-06-01 05:00:00,59.7,22
2021-06-01 06:00:00,58.3,22
2021-06-01 07:00:00,55.6,22
2021-06-01 08:00:00,52.0,22
2021-06-01 09:00:00,48.1,22
2021-06-01 10:00:00,45.4,22
2021-06-01 11:00:00,42.9,22
2021-06-01 12:00:00,42.3,22
2021-06-01 13:00:00,41.6,22
2021-06-01 14:00:00,39.7,22
2021-06-01 15:00:00,39.5,22
2021-06-01 16:00:00,41.6,22
2021-06-01 17:00:00,41.9,22
2021-06-01 18:00:00,41.8,22
2021-06-01 19:00:00,43.4,22
2021-06-01 20:00:00,47.3,22
2021-06-01 21:00:00,52.1,22
2021-06-01 22:00:00,56.7,22
2021-06-01 23:00:00,62.7,22
2021-06-02 00:00:00,69.3,22
2021-06-02 01:00:00,71.6,22
2021-06-02 02:00:00,73.7,22
2021-06-02 03:00:00,80.9,22
2021-06-02 04:00:00,79.0,22
2021-06-02 05:00:00,79.9,22
2021-06-02 06:00:00,77.4,22
2021-06-02 07:00:00,76.1,22
2021-06-02 08:00:00,75.6,22
2021-06-02 09:00:00,71.9,22
