BAR_PRESS,TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
1008.0, -5.1, 4.3, 93.0, 93.0,2018-11-26 00:00:00, -5.097,48
1008.0, -4.6, 4.411, 90.1, 90.1,2018-11-26 01:00:00, -4.553,48
1007.0, -3.8, 5.167, 90.2, 90.2,2018-11-26 02:00:00, -3.839,48
1006.0, -3.3, 4.633, 90.4, 90.4,2018-11-26 03:00:00, -3.304,48
1006.0, -3.3, 3.931, 90.0, 90.0,2018-11-26 04:00:00, -3.348,48
1005.0, -3.1, 4.229, 86.9, 86.9,2018-11-26 05:00:00, -3.059,48
1005.0, -2.8, 4.393, 87.2, 87.2,2018-11-26 06:00:00, -2.813,48
1004.0, -2.5, 4.121, 90.2, 90.2,2018-11-26 07:00:00, -2.495,48
1003.0, -2.0, 3.984, 89.5, 89.5,2018-11-26 08:00:00, -1.976,48
1002.0, -1.7, 5.288, 88.0, 88.0,2018-11-26 09:00:00, -1.686,48
1002.0, -1.4, 4.464, 88.3, 88.3,2018-11-26 10:00:00, -1.448,48
1002.0, -0.7, 3.118, 87.1, 87.1,2018-11-26 11:00:00, -0.733,48
1002.0, -0.1, 2.78, 84.9, 84.9,2018-11-26 12:00:00, -0.124,48
1002.0, 0.2, 2.882, 84.6, 84.6,2018-11-26 13:00:00, 0.244,48
1001.0, 0.2, 2.341, 86.0, 86.0,2018-11-26 14:00:00, 0.177,48
1001.0, -0.3, 3.224, 87.5, 87.5,2018-11-26 15:00:00, -0.268,48
999.0, -0.7, 3.673, 89.1, 89.1,2018-11-26 16:00:00, -0.737,48
999.0, -0.8, 3.054, 90.2, 90.2,2018-11-26 17:00:00, -0.761,48
999.0, -0.7, 3.331, 90.6, 90.6,2018-11-26 18:00:00, -0.736,48
998.0, -0.4, 3.31, 89.6, 89.6,2018-11-26 19:00:00, -0.436,48
998.0, -0.5, 4.656, 88.1, 88.1,2018-11-26 20:00:00, -0.472,48
997.0, -0.3, 3.575, 88.6, 88.6,2018-11-26 21:00:00, -0.343,48
997.0, -0.2, 4.019, 87.8, 87.8,2018-11-26 22:00:00, -0.221,48
997.0, -0.2, 3.472, 88.0, 88.0,2018-11-26 23:00:00, -0.247,48
997.0, 0.0, 4.255, 88.1, 88.1,2018-11-27 00:00:00, -0.012,48
996.0, 0.2, 3.784, 88.5, 88.5,2018-11-27 01:00:00, 0.223,48
996.0, -0.4, 2.91, 90.1, 90.1,2018-11-27 02:00:00, -0.403,48
996.0, -1.2, 3.236, 91.5, 91.5,2018-11-27 03:00:00, -1.152,48
996.0, -1.9, 3.602, 94.7, 94.7,2018-11-27 04:00:00, -1.945,48
996.0, -1.8, 3.592, 94.7, 94.7,2018-11-27 05:00:00, -1.794,48
995.0, -1.4, 3.294, 94.8, 94.8,2018-11-27 06:00:00, -1.394,48
995.0, -1.1, 3.192, 94.0, 94.0,2018-11-27 07:00:00, -1.127,48
994.0, -1.0, 2.854, 93.5, 93.5,2018-11-27 08:00:00, -1.049,48
994.0, -0.8, 2.907, 92.7, 92.7,2018-11-27 09:00:00, -0.769,48
994.0, -0.4, 2.304, 90.8, 90.8,2018-11-27 10:00:00, -0.439,48
993.0, -0.4, 3.224, 89.0, 89.0,2018-11-27 11:00:00, -0.377,48
993.0, -0.2, 2.354, 90.8, 90.8,2018-11-27 12:00:00, -0.226,48
993.0, -0.2, 2.654, 93.9, 93.9,2018-11-27 13:00:00, -0.227,48
993.0, -0.1, 3.034, 96.4, 96.4,2018-11-27 14:00:00, -0.124,48
993.0, 0.0, 2.599, 98.1, 98.1,2018-11-27 15:00:00, 0.049,48
993.0, 0.0, 3.065, 98.9, 98.9,2018-11-27 16:00:00, 0.036,48
993.0, 0.2, 2.909, 99.2, 99.2,2018-11-27 17:00:00, 0.171,48
993.0, 0.3, 2.924, 99.0, 99.0,2018-11-27 18:00:00, 0.295,48
993.0, 0.3, 3.181, 99.2, 99.2,2018-11-27 19:00:00, 0.269,48
993.0, 0.4, 2.873, 99.3, 99.3,2018-11-27 20:00:00, 0.405,48
993.0, 0.5, 2.632, 99.1, 99.1,2018-11-27 21:00:00, 0.506,48
993.0, 0.6, 2.415, 98.7, 98.7,2018-11-27 22:00:00, 0.589,48
993.0, 0.6, 1.433, 98.9, 98.9,2018-11-27 23:00:00, 0.592,48
993.0, 0.5, 1.382, 98.7, 98.7,2018-11-28 00:00:00, 0.51,48
993.0, 0.3, 1.392, 99.1, 99.1,2018-11-28 01:00:00, 0.263,48
993.0, 0.0, 2.16, 99.5, 99.5,2018-11-28 02:00:00, 0.02,48
994.0, -0.1, 1.809, 99.3, 99.3,2018-11-28 03:00:00, -0.124,48
994.0, -0.3, 1.482, 98.2, 98.2,2018-11-28 04:00:00, -0.262,48
994.0, -0.4, 0.986, 98.9, 98.9,2018-11-28 05:00:00, -0.381,48
994.0, -0.5, 0.831, 99.5, 99.5,2018-11-28 06:00:00, -0.473,48
994.0, -0.6, 0.856, 99.9, 99.9,2018-11-28 07:00:00, -0.592,48
994.0, -0.6, 0.718, 99.9, 99.9,2018-11-28 08:00:00, -0.572,48
994.0, -0.5, 1.185, 99.9, 99.9,2018-11-28 09:00:00, -0.542,48
995.0, -0.5, 0.371, 99.9, 99.9,2018-11-28 10:00:00, -0.496,48
995.0, -0.2, 0.39, 99.9, 99.9,2018-11-28 11:00:00, -0.208,48
995.0, 0.2, 0.52, 97.0, 97.0,2018-11-28 12:00:00, 0.212,48
995.0, 0.5, 0.699, 97.0, 97.0,2018-11-28 13:00:00, 0.456,48
996.0, 0.6, 1.148, 97.8, 97.8,2018-11-28 14:00:00, 0.627,48
996.0, 0.7, 1.626, 97.8, 97.8,2018-11-28 15:00:00, 0.716,48
996.0, 0.8, 0.713, 98.7, 98.7,2018-11-28 16:00:00, 0.762,48
997.0, 0.8, 0.497, 99.1, 99.1,2018-11-28 17:00:00, 0.839,48
997.0, 0.9, 0.774, 98.9, 98.9,2018-11-28 18:00:00, 0.852,48
997.0, 0.9, 0.368, 99.3, 99.3,2018-11-28 19:00:00, 0.905,48
997.0, 0.9, 0.315, 99.2, 99.2,2018-11-28 20:00:00, 0.938,48
997.0, 0.7, 0.305, 99.1, 99.1,2018-11-28 21:00:00, 0.743,48
998.0, 0.7, 0.0, 99.8, 99.8,2018-11-28 22:00:00, 0.745,48
998.0, 0.6, 0.0, 100.0, 100.0,2018-11-28 23:00:00, 0.637,48
998.0, 0.6, 0.312, 100.0, 100.0,2018-11-29 00:00:00, 0.592,48
998.0, 0.4, 1.146, 100.0, 100.0,2018-11-29 01:00:00, 0.425,48
999.0, 0.6, 0.926, 99.6, 99.6,2018-11-29 02:00:00, 0.574,48
999.0, 0.6, 0.431, 99.4, 99.4,2018-11-29 03:00:00, 0.581,48
999.0, 0.6, 0.503, 99.2, 99.2,2018-11-29 04:00:00, 0.615,48
999.0, 0.5, 0.216, 99.8, 99.8,2018-11-29 05:00:00, 0.503,48
999.0, 0.4, 0.156, 99.9, 99.9,2018-11-29 06:00:00, 0.411,48
999.0, 0.4, 0.995, 99.9, 99.9,2018-11-29 07:00:00, 0.417,48
1000.0, 0.4, 0.606, 99.9, 99.9,2018-11-29 08:00:00, 0.415,48
1000.0, 0.4, 0.542, 100.0, 100.0,2018-11-29 09:00:00, 0.375,48
1000.0, 0.3, 0.969, 100.0, 100.0,2018-11-29 10:00:00, 0.344,48
1001.0, 0.6, 0.209, 99.9, 99.9,2018-11-29 11:00:00, 0.599,48
1001.0, 0.6, 0.425, 99.6, 99.6,2018-11-29 12:00:00, 0.632,48
1001.0, 0.7, 0.062, 98.8, 98.8,2018-11-29 13:00:00, 0.704,48
1001.0, 0.9, 0.131, 98.4, 98.4,2018-11-29 14:00:00, 0.882,48
1001.0, 0.8, 0.131, 98.7, 98.7,2018-11-29 15:00:00, 0.846,48
1001.0, 0.8, 0.639, 98.8, 98.8,2018-11-29 16:00:00, 0.775,48
1002.0, 0.8, 0.425, 98.0, 98.0,2018-11-29 17:00:00, 0.754,48
1002.0, 0.7, 0.113, 98.3, 98.3,2018-11-29 18:00:00, 0.651,48
1002.0, 0.5, 1.005, 98.6, 98.6,2018-11-29 19:00:00, 0.471,48
1002.0, 0.1, 1.92, 99.5, 99.5,2018-11-29 20:00:00, 0.119,48
1002.0, 0.1, 1.331, 99.8, 99.8,2018-11-29 21:00:00, 0.097,48
1002.0, 0.0, 1.596, 99.7, 99.7,2018-11-29 22:00:00, 0.034,48
1002.0, 0.2, 1.326, 99.4, 99.4,2018-11-29 23:00:00, 0.17,48
56.73, 0.1, 1.419, 99.2, 99.2,2018-11-30 02:00:00, 0.146,48
1003.0, 0.1, 1.083, 99.0, 99.0,2018-11-30 03:00:00, 0.149,48
1003.0, 0.1, 1.171, 98.6, 98.6,2018-11-30 04:00:00, 0.115,48
1003.0, 0.1, 1.421, 98.1, 98.1,2018-11-30 05:00:00, 0.103,48
1004.0, 0.3, 0.643, 97.1, 97.1,2018-11-30 06:00:00, 0.254,48
1004.0, 0.1, 0.319, 96.8, 96.8,2018-11-30 07:00:00, 0.095,48
1004.0, -0.2, 0.79, 90.8, 90.8,2018-11-30 08:00:00, -0.214,48
1005.0, -1.1, 0.697, 94.4, 94.4,2018-11-30 09:00:00, -1.063,48
1005.0, -1.0, 1.536, 92.8, 92.8,2018-11-30 10:00:00, -0.992,48
1005.0, -0.7, 1.511, 90.7, 90.7,2018-11-30 11:00:00, -0.676,48
1006.0, -0.7, 1.837, 89.7, 89.7,2018-11-30 12:00:00, -0.681,48
1006.0, -0.5, 1.93, 86.6, 86.6,2018-11-30 13:00:00, -0.512,48
1006.0, -0.3, 0.951, 87.0, 87.0,2018-11-30 14:00:00, -0.343,48
1006.0, -0.3, 1.196, 89.7, 89.7,2018-11-30 15:00:00, -0.333,48
