ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,week_of_year
5.8,5.8,0.0,2021-06-04, None,23
1.4,1.4,0.0,2021-06-05, 0.0,23
5.2,5.2,0.0,2021-06-06, 0.0,23
