pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None,12.72,70.6, None, None, None, None, None, None, None, 8.0, None, None, None,2018-05-14 00:00:00, None,-0.55, None,20
None,11.82,73.7, None, None, None, None, None, None, None, 7.0, None, None, None,2018-05-14 01:00:00, None,-0.554, None,20
None,10.48,78.4, None, None, None, None, None, None, None, 7.0, None, None, None,2018-05-14 02:00:00, None,-0.456, None,20
None,9.23,84.9, None, None, None, None, None, None, None, 7.0, None, None, None,2018-05-14 03:00:00, None,-0.537, None,20
None,8.84,87.1, None, None, None, None, None, None, None, 7.0, None, None, None,2018-05-14 04:00:00, None,-0.65, None,20
None,8.94,84.9, None, None, None, None, None, None, None, 7.0, None, None, None,2018-05-14 05:00:00, None,-0.617, None,20
None,8.02,87.6, None, None, None, None, None, None, None, 6.0, None, None, None,2018-05-14 06:00:00, None,-0.519, None,20
None,8.99,90.4, None, None, None, None, None, None, None, 8.0, None, None, None,2018-05-14 07:00:00, None,-0.538, None,20
None,13.07,71.4, None, None, None, None, None, None, None, 8.0, None, None, None,2018-05-14 08:00:00, None,-0.622, None,20
None,15.97,59.34, None, None, None, None, None, None, None, 8.0, None, None, None,2018-05-14 09:00:00, None,-0.642, None,20
None,16.61,58.78, None, None, None, None, None, None, None, 9.0, None, None, None,2018-05-14 10:00:00, None,-0.702, None,20
None,18.15,50.29, None, None, None, None, None, None, None, 8.0, None, None, None,2018-05-14 11:00:00, None,-0.659, None,20
None,18.51,48.19, None, None, None, None, None, None, None, 7.0, None, None, None,2018-05-14 12:00:00, None,-0.636, None,20
None,20.48,43.95, None, None, None, None, None, None, None, 8.0, None, None, None,2018-05-14 13:00:00, None,-0.457, None,20
None,22.31,37.96, None, None, None, None, None, None, None, 7.0, None, None, None,2018-05-14 14:00:00, None,-0.727, None,20
None,25.25,32.78, None, None, None, None, None, None, None, 8.0, None, None, None,2018-05-14 15:00:00, None,-0.651, None,20
None,26.26,28.27, None, None, None, None, None, None, None, 6.0, None, None, None,2018-05-14 16:00:00, None,-0.712, None,20
None,25.61,30.3, None, None, None, None, None, None, None, 7.0, None, None, None,2018-05-14 17:00:00, None,-0.586, None,20
None,23.3,42.55, None, None, None, None, None, None, None, 10.0, None, None, None,2018-05-14 18:00:00, None,-0.802, None,20
None,22.56,37.58, None, None, None, None, None, None, None, 7.0, None, None, None,2018-05-14 19:00:00, None,-0.201, None,20
None,19.63,50.24, None, None, None, None, None, None, None, 9.0, None, None, None,2018-05-14 20:00:00, None,-0.496, None,20
None,18.04,59.34, None, None, None, None, None, None, None, 10.0, None, None, None,2018-05-14 21:00:00, None,-0.677, None,20
None,15.89,64.88, None, None, None, None, None, None, None, 9.0, None, None, None,2018-05-14 22:00:00, None,-0.55, None,20
None,13.78,68.18, None, None, None, None, None, None, None, 8.0, None, None, None,2018-05-14 23:00:00, None,-0.522, None,20
None,12.96,70.5, None, None, None, None, None, None, None, 8.0, None, None, None,2018-05-15 00:00:00, None,-0.573, None,20
None,12.59,73.0, None, None, None, None, None, None, None, 8.0, None, None, None,2018-05-15 01:00:00, None,-0.519, None,20
None,11.53,75.5, None, None, None, None, None, None, None, 7.0, None, None, None,2018-05-15 02:00:00, None,-0.476, None,20
None,10.24,78.5, None, None, None, None, None, None, None, 7.0, None, None, None,2018-05-15 03:00:00, None,-0.544, None,20
None,9.61,82.2, None, None, None, None, None, None, None, 7.0, None, None, None,2018-05-15 04:00:00, None,-0.514, None,20
None,9.08,83.7, None, None, None, None, None, None, None, 6.0, None, None, None,2018-05-15 05:00:00, None,-0.576, None,20
None,8.41,88.1, None, None, None, None, None, None, None, 7.0, None, None, None,2018-05-15 06:00:00, None,-0.585, None,20
None,9.76,88.6, None, None, None, None, None, None, None, 8.0, None, None, None,2018-05-15 07:00:00, None,-0.457, None,20
None,13.16,75.1, None, None, None, None, None, None, None, 9.0, None, None, None,2018-05-15 08:00:00, None,-0.414, None,20
None,17.75,56.71, None, None, None, None, None, None, None, 9.0, None, None, None,2018-05-15 09:00:00, None,-0.801, None,20
None,18.3,56.09, None, None, None, None, None, None, None, 9.0, None, None, None,2018-05-15 10:00:00, None,-0.711, None,20
None,18.24,57.16, None, None, None, None, None, None, None, 10.0, None, None, None,2018-05-15 11:00:00, None,-0.505, None,20
None,17.94,55.13, None, None, None, None, None, None, None, 9.0, None, None, None,2018-05-15 12:00:00, None,-0.441, None,20
None,20.46,48.48, None, None, None, None, None, None, None, 9.0, None, None, None,2018-05-15 13:00:00, None,-0.811, None,20
None,20.73,47.46, None, None, None, None, None, None, None, 9.0, None, None, None,2018-05-15 14:00:00, None,-0.692, None,20
None,22.97,39.93, None, None, None, None, None, None, None, 9.0, None, None, None,2018-05-15 15:00:00, None,-0.797, None,20
None,24.6,37.23, None, None, None, None, None, None, None, 9.0, None, None, None,2018-05-15 16:00:00, None,-0.823, None,20
None,22.97,48.21, None, None, None, None, None, None, None, 11.0, None, None, None,2018-05-15 17:00:00, None,-0.809, None,20
None,21.33,56.02, None, None, None, None, None, None, None, 12.0, None, None, None,2018-05-15 18:00:00, None,-0.716, None,20
None,19.14,63.71, None, None, None, None, None, None, None, 12.0, None, None, None,2018-05-15 19:00:00, None,-0.616, None,20
