TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
-20.3, None,83.5, 83.5,2018-02-12 00:00:00, -20.32,7
-21.0, None,81.7, 81.7,2018-02-12 01:00:00, -20.99,7
-21.4, None,80.8, 80.8,2018-02-12 02:00:00, -21.36,7
-21.6, None,80.5, 80.5,2018-02-12 03:00:00, -21.56,7
-22.3, None,79.8, 79.79,2018-02-12 04:00:00, -22.28,7
-22.5, None,79.5, 79.51,2018-02-12 05:00:00, -22.54,7
-23.2, None,79.1, 79.05,2018-02-12 06:00:00, -23.17,7
-23.3, None,78.9, 78.9,2018-02-12 07:00:00, -23.33,7
-23.4, None,78.8, 78.8,2018-02-12 08:00:00, -23.38,7
-22.2, None,79.3, 79.33,2018-02-12 09:00:00, -22.15,7
-21.3, None,79.6, 79.58,2018-02-12 10:00:00, -21.25,7
-19.9, None,80.4, 80.4,2018-02-12 11:00:00, -19.93,7
-17.9, None,82.0, 82.0,2018-02-12 12:00:00, -17.88,7
-14.6, None,85.3, 85.3,2018-02-12 13:00:00, -14.6,7
-9.8, None,78.9, 78.88,2018-02-12 14:00:00, -9.77,7
-3.8, None,50.4, 50.42,2018-02-12 15:00:00, -3.848,7
-1.9, None,43.8, 43.78,2018-02-12 16:00:00, -1.933,7
-1.9, None,46.3, 46.26,2018-02-12 17:00:00, -1.903,7
-1.6, None,49.1, 49.05,2018-02-12 18:00:00, -1.576,7
-1.2, None,50.7, 50.72,2018-02-12 19:00:00, -1.163,7
-1.0, None,53.8, 53.76,2018-02-12 20:00:00, -1.007,7
-0.8, None,54.6, 54.61,2018-02-12 21:00:00, -0.847,7
-0.3, None,54.6, 54.58,2018-02-12 22:00:00, -0.3,7
0.1, None,54.3, 54.25,2018-02-12 23:00:00, 0.078,7
0.5, None,54.4, 54.41,2018-02-13 00:00:00, 0.513998,7
1.0, None,54.5, 54.47,2018-02-13 01:00:00, 1.03,7
