wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,snwfl_amt_pst1hr,snw_dpth,stn_pres
6.0, 85.0, 5.9, 0.0, 8.2, 6.7, 10.6, 9.8, 350.0, 0.0, 0.0, 89.0,2022-10-01 00:00:00,40,,,,,,,,,,,,,,,,
358.0, None, None, 0.0, None, 5.4, None, 9.7, None, None, None, 92.0,2022-10-01 01:00:00,40,,,,,,,,,,,,,,,,
349.0, None, None, 0.0, None, 6.1, None, 9.2, None, None, None, 92.0,2022-10-01 02:00:00,40,,,,,,,,,,,,,,,,
349.0, 92.0, 5.4, 0.0, 8.5, 5.8, 9.7, 8.8, 358.0, 0.0, 0.0, 93.0,2022-10-01 03:00:00,40,,,,,,,,,,,,,,,,
350.0, 92.0, 6.1, 0.0, 8.0, 5.6, 9.2, 8.5, 349.0, 0.0, 0.0, 94.0,2022-10-01 04:00:00,40,,,,,,,,,,,,,,,,
355.0, None, None, 0.0, None, 6.3, None, 8.4, None, None, None, 97.0,2022-10-01 05:00:00,40,,,,,,,,,,,,,,,,
6.0, 94.0, 5.6, 0.0, 7.6, 3.5, 8.5, 8.9, 350.0, 0.0, 0.0, 95.0,2022-10-01 06:00:00,40,,,,,,,,,,,,,,,,
188.0, 97.0, 6.3, 0.0, 8.0, 3.5, 8.4, 12.7, 355.0, 0.0, 0.0, 82.0,2022-10-01 07:00:00,40,,,,,,,,,,,,,,,,
183.0, 95.0, 3.5, 0.0, 8.1, 5.5, 8.9, 15.9, 6.0, 0.0, 0.0, 71.0,2022-10-01 08:00:00,40,,,,,,,,,,,,,,,,
187.0, 82.0, 3.5, 0.0, 9.7, 6.5, 12.7, 16.9, 188.0, 0.0, 0.0, 69.0,2022-10-01 09:00:00,40,,,,,,,,,,,,,,,,
176.0, 71.0, 5.5, 0.0, 10.7, 6.1, 15.9, 18.4, 183.0, 0.0, 0.0, 64.0,2022-10-01 10:00:00,40,,,,,,,,,,,,,,,,
178.0, 69.0, 6.5, 0.0, 11.2, 6.7, 16.9, 19.7, 187.0, 0.0, 0.0, 57.0,2022-10-01 11:00:00,40,,,,,,,,,,,,,,,,
174.0, 64.0, 6.1, 0.0, 11.5, 5.9, 18.4, 20.9, 176.0, 0.0, 0.0, 53.0,2022-10-01 12:00:00,40,,,,,,,,,,,,,,,,
161.0, 57.0, 6.7, 0.0, 10.9, 7.1, 19.7, 21.8, 178.0, 0.0, 0.0, 47.0,2022-10-01 13:00:00,40,,,,,,,,,,,,,,,,
175.0, 53.0, 5.9, 0.0, 11.0, 6.1, 20.9, 22.7, 174.0, 0.0, 0.0, 41.0,2022-10-01 14:00:00,40,,,,,,,,,,,,,,,,
162.0, 47.0, 7.1, 0.0, 10.0, 5.1, 21.8, 21.7, 161.0, 0.0, 0.0, 50.0,2022-10-01 15:00:00,40,,,,,,,,,,,,,,,,
329.0, None, None, 0.0, None, 4.6, None, 16.2, None, None, None, 66.0,2022-10-01 16:00:00,40,,,,,,,,,,,,,,,,
350.0, 50.0, 5.1, 0.0, 10.8, 5.8, 21.7, 14.0, 162.0, 0.0, 0.0, 72.0,2022-10-01 17:00:00,40,,,,,,,,,,,,,,,,
345.0, 66.0, 4.6, 0.0, 9.8, 6.3, 16.2, 12.7, 329.0, 0.0, 0.0, 71.0,2022-10-01 18:00:00,40,,,,,,,,,,,,,,,,
359.0, 72.0, 5.8, 0.0, 9.0, 7.0, 14.0, 12.5, 350.0, 0.0, 0.0, 71.0,2022-10-01 19:00:00,40,,,,,,,,,,,,,,,,
359.0, None, None, 0.0, None, 6.6, None, 12.0, None, None, None, 72.0,2022-10-01 20:00:00,40,,,,,,,,,,,,,,,,
354.0, None, None, 0.0, None, 6.3, None, 11.5, None, None, None, 74.0,2022-10-01 21:00:00,40,,,,,,,,,,,,,,,,
351.0, None, None, 0.0, None, 5.7, None, 11.1, None, None, None, 76.0,2022-10-01 22:00:00,40,,,,,,,,,,,,,,,,
348.0, 76.0, 5.7, 0.0, 7.0, 6.1, 11.1, 10.3, 351.0, 0.0, 0.0, 81.0,2022-10-02 00:00:00,40,,,,,,,,,,,,,,,,
350.0, 79.0, 5.9, 0.0, 7.2, 6.5, 10.7, 9.8, 2.0, 0.0, 0.0, 83.0,2022-10-02 01:00:00,40,,,,,,,,,,,,,,,,
347.0, 81.0, 6.1, 0.0, 7.2, 6.0, 10.3, 9.5, 348.0, 0.0, 0.0, 84.0,2022-10-02 02:00:00,40,,,,,,,,,,,,,,,,
352.0, 83.0, 6.5, 0.0, 7.1, 6.0, 9.8, 9.2, 350.0, 0.0, 0.0, 84.0,2022-10-02 03:00:00,40,,,,,,,,,,,,,,,,
357.0, 84.0, None, 0.0, 6.9, 6.3, 9.5, 8.9, 347.0, 0.0, 0.0, 86.0,2022-10-02 04:00:00,40,,,,,,,,,,,,,,,,
349.0, 84.0, None, 0.0, 6.6, 6.0, 9.2, 8.4, 352.0, 0.0, 0.0, 89.0,2022-10-02 05:00:00,40,,,,,,,,,,,,,,,,
352.0, None, None, 0.0, None, 2.8, None, 8.9, None, None, None, 88.0,2022-10-02 06:00:00,40,,,,,,,,,,,,,,,,
171.0, 89.0, None, 0.0, 6.7, 3.7, 8.4, 12.9, 349.0, 0.0, 0.0, 74.0,2022-10-02 07:00:00,40,,,,,,,,,,,,,,,,
153.0, 88.0, 2.8, 0.0, 7.0, 5.0, 8.9, 16.0, 352.0, 0.0, 0.0, 65.0,2022-10-02 08:00:00,40,,,,,,,,,,,,,,,,
