wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year
196.0, 100.0, 6.1, 0.0, 0.0, 7.4, 0.0, -0.4, 190.0, 0.0, 0.0, 100.0,2022-11-05 00:00:00,45
223.0, 100.0, 3.5, 0.0, 0.0, 9.7, 0.0, -1.3, 224.0, 0.0, 0.0, 100.0,2022-11-05 01:00:00,45
226.0, 100.0, 7.4, 0.0, -0.4, 8.5, -0.4, -2.0, 196.0, 0.0, 0.0, 96.0,2022-11-05 02:00:00,45
197.0, 100.0, 9.7, 0.0, -1.3, 7.4, -1.3, -2.7, 223.0, 0.0, 0.0, 89.0,2022-11-05 03:00:00,45
215.0, 96.0, 8.5, 0.0, -2.6, 7.7, -2.0, -4.1, 226.0, 0.0, 0.0, 89.0,2022-11-05 04:00:00,45
225.0, 89.0, 7.4, 0.0, -4.3, 4.4, -2.7, -5.0, 197.0, 0.0, 0.0, 91.0,2022-11-05 05:00:00,45
250.0, None, None, 0.0, None, 3.5, None, -6.4, None, None, None, 95.0,2022-11-05 06:00:00,45
209.0, None, None, 0.0, None, 2.6, None, -6.7, None, None, None, 97.0,2022-11-05 07:00:00,45
211.0, 95.0, 3.5, 0.0, -7.1, 4.8, -6.4, -3.0, 250.0, 0.0, 0.0, 84.0,2022-11-05 08:00:00,45
203.0, 97.0, 2.6, 0.0, -7.1, 5.4, -6.7, -1.6, 209.0, 0.0, 0.0, 71.0,2022-11-05 09:00:00,45
220.0, 84.0, 4.8, 0.0, -5.3, 4.0, -3.0, -1.5, 211.0, 0.0, 0.0, 79.0,2022-11-05 10:00:00,45
139.0, 71.0, 5.4, 0.0, -6.2, 2.9, -1.6, -1.1, 203.0, 0.0, 0.0, 77.0,2022-11-05 11:00:00,45
187.0, 79.0, None, 0.0, -4.7, 4.5, -1.5, -1.8, 220.0, 0.0, 0.0, 88.0,2022-11-05 12:00:00,45
205.0, 77.0, 2.9, 0.0, -4.6, 2.7, -1.1, -2.6, 139.0, 0.0, 0.0, 88.0,2022-11-05 13:00:00,45
201.0, 88.0, 4.5, 0.0, -3.5, 3.6, -1.8, -3.3, 187.0, 0.0, 0.0, 93.0,2022-11-05 14:00:00,45
216.0, 88.0, 2.7, 0.0, -4.3, 2.9, -2.6, -4.2, 205.0, 0.0, 0.0, 92.0,2022-11-05 15:00:00,45
277.0, 93.0, 3.6, 0.0, -4.3, 0.7, -3.3, -4.9, 201.0, 0.0, 0.0, 100.0,2022-11-05 16:00:00,45
250.0, 92.0, 2.9, 0.0, -5.3, 0.1, -4.2, -5.6, 216.0, 0.0, 0.0, 100.0,2022-11-05 17:00:00,45
322.0, 100.0, 0.7, 0.0, -4.9, 1.6, -4.9, -5.8, 277.0, 0.0, 0.0, 100.0,2022-11-05 18:00:00,45
276.0, 100.0, 0.1, 0.0, -5.6, 0.5, -5.6, -6.5, 250.0, 0.0, 0.0, 98.0,2022-11-05 19:00:00,45
276.0, 100.0, 1.6, 0.0, -5.8, 2.6, -5.8, -7.8, 322.0, 0.0, 0.0, 95.0,2022-11-05 20:00:00,45
266.0, 98.0, 0.5, 0.0, -6.8, 2.9, -6.5, -7.6, 276.0, 0.0, 0.0, 96.0,2022-11-05 21:00:00,45
347.0, None, None, 0.0, None, 0.4, None, -8.5, None, None, None, 98.0,2022-11-05 22:00:00,45
273.0, 98.0, 0.4, 0.0, -8.8, 2.3, -8.5, -7.9, 347.0, 0.0, 0.0, 96.0,2022-11-06 00:00:00,45
349.0, None, None, 0.0, None, 0.0, None, -7.5, None, None, None, 99.0,2022-11-06 01:00:00,45
312.0, 99.0, None, 0.0, -7.6, 1.8, -7.5, -8.5, 349.0, 0.0, 0.0, 93.0,2022-11-06 02:00:00,45
280.0, None, None, 0.0, None, 2.4, None, -9.9, None, None, None, 95.0,2022-11-06 03:00:00,45
255.0, 95.0, 2.4, 0.0, -10.5, 2.8, -9.9, -10.7, 280.0, 0.0, 0.0, 95.0,2022-11-06 04:00:00,45
312.0, 95.0, 2.8, 0.0, -11.3, 1.1, -10.7, -9.7, 255.0, 0.0, 0.0, 98.0,2022-11-06 05:00:00,45
309.0, 98.0, 1.1, 0.0, -10.0, 1.8, -9.7, -8.9, 312.0, 0.0, 0.0, 97.0,2022-11-06 06:00:00,45
358.0, None, None, 0.0, None, 1.5, None, -7.9, None, None, None, 95.0,2022-11-06 07:00:00,45
