wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,snw_dpth,week_of_year,pcpn_amt_pst24hrs,SWE,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_2,air_temp_1,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,MIN_TEMP,SNOW_ON_THE_GROUND
187.0, 100.0, 5.4, 4.2, 0.3, 11.8, 0.3, 2.4, 152.0, 1.8, None, 93.0,2022-11-05 00:00:00, None,45,,,,,,,,,,,,
169.0, 100.0, 9.7, 1.4, 1.2, 21.8, 1.2, 3.2, 86.0, 3.2, None, 88.0,2022-11-05 01:00:00, None,45,,,,,,,,,,,,
230.0, 93.0, 11.8, 0.4, 1.4, 14.8, 2.4, 3.2, 187.0, 4.2, None, 83.0,2022-11-05 02:00:00, None,45,,,,,,,,,,,,
194.0, 88.0, 21.8, 0.2, 1.4, 17.6, 3.2, 3.1, 169.0, 1.4, None, 71.0,2022-11-05 03:00:00, None,45,,,,,,,,,,,,
213.0, 83.0, 14.8, 0.0, 0.6, 15.4, 3.2, 3.2, 230.0, 0.4, None, 56.0,2022-11-05 04:00:00, None,45,,,,,,,,,,,,
169.0, 71.0, 17.6, 0.0, -1.6, 9.6, 3.1, 0.7, 194.0, 0.2, None, 84.0,2022-11-05 05:00:00, None,45,,,,,,,,,,,,
184.0, None, None, 0.0, None, 14.5, None, 1.8, None, None, None, 67.0,2022-11-05 06:00:00, None,45,,,,,,,,,,,,
20.0, None, None, 0.0, None, 4.7, None, -0.4, None, None, None, 87.0,2022-11-05 07:00:00, None,45,,,,,,,,,,,,
212.0, 67.0, 14.5, 0.0, -3.7, 19.7, 1.8, 1.2, 184.0, 0.0, None, 84.0,2022-11-05 08:00:00, None,45,,,,,,,,,,,,
199.0, 87.0, 4.7, 0.0, -2.3, 17.2, -0.4, 0.5, 20.0, 0.0, 13.4, 96.0,2022-11-05 09:00:00, None,45,,,,,,,,,,,,
156.0, 84.0, 19.7, 0.0, -1.2, 10.6, 1.2, 0.3, 212.0, 0.0, 13.4, 95.0,2022-11-05 10:00:00, None,45,,,,,,,,,,,,
188.0, 96.0, 17.2, 0.0, -0.1, 9.6, 0.5, 0.1, 199.0, 0.0, 13.4, 91.0,2022-11-05 11:00:00, None,45,,,,,,,,,,,,
333.0, 95.0, 10.6, 0.4, -0.4, 7.4, 0.3, 1.0, 156.0, 0.0, 13.4, 90.0,2022-11-05 12:00:00, None,45,,,,,,,,,,,,
, 91.0, 9.6, None, -1.2, None, 0.1, None, 188.0, 0.0, 12.4, None,2022-11-05 13:00:00, None,45,,,,,,,,,,,,
32.0, 90.0, 7.4, 0.0, -0.5, 3.4, 1.0, 0.4, 333.0, 0.4, 11.8, 97.0,2022-11-05 14:00:00, None,45,,,,,,,,,,,,
