station_observations
ONE_DAY_PRECIPITATION, pcpn_amt_pst1hr, snw_dpth_wtr_equiv, SWE, ONE_DAY_SNOW, time, air_temp_1, MIN_TEMP, snw_dpth, MAX_TEMP
None, 923.0, 202.0, None, None, 2020-01-01 00:00:00, 2.1, None, 102.0, None
None, 927.0, 263.0, None, None, 2020-01-01 01:00:00, 2.3, None, 104.0, None
None, 933.0, 268.0, None, None, 2020-01-01 02:00:00, 1.2, None, 103.0, None
None, 937.0, 277.0, None, None, 2020-01-01 03:00:00, 1.3, None, 103.0, None
None, 939.0, 276.0, None, None, 2020-01-01 04:00:00, 2.8, None, 103.0, None
None, 941.0, 209.0, None, None, 2020-01-01 05:00:00, 4.6, None, 102.0, None
None, 944.0, 204.0, None, None, 2020-01-01 06:00:00, 4.5, None, 101.0, None
None, 945.0, 196.0, None, None, 2020-01-01 07:00:00, 4.8, None, 101.0, None
None, 947.0, 193.0, None, None, 2020-01-01 08:00:00, 4.6, None, 100.0, None
None, 947.0, 192.0, None, None, 2020-01-01 09:00:00, 4.5, None, 101.0, None
None, 950.0, None, None, None, 2020-01-01 10:00:00, 4.0, None, 100.0, None
None, 954.0, 275.0, None, None, 2020-01-01 11:00:00, 3.9, None, 100.0, None
None, 955.0, 221.0, None, None, 2020-01-01 12:00:00, 3.6, None, 100.0, None
None, 955.0, 276.0, None, None, 2020-01-01 13:00:00, 4.0, None, 99.0, None
None, 956.0, None, None, None, 2020-01-01 14:00:00, 3.5, None, 98.0, None
None, 956.0, 281.0, None, None, 2020-01-01 15:00:00, 3.2, None, 97.0, None
None, 957.0, 275.0, None, None, 2020-01-01 16:00:00, 3.4, None, 95.0, None
None, 961.0, 273.0, None, None, 2020-01-01 17:00:00, 0.9, None, 97.0, None
None, 961.0, 282.0, None, None, 2020-01-01 18:00:00, 2.4, None, 97.0, None
None, 961.0, 281.0, None, None, 2020-01-01 19:00:00, 3.8, None, 97.0, None
None, 960.0, 195.0, None, None, 2020-01-01 20:00:00, 3.6, None, 96.0, None
None, 961.0, 203.0, None, None, 2020-01-01 21:00:00, 4.1, None, 96.0, None
None, 961.0, 184.0, None, None, 2020-01-01 22:00:00, 3.9, None, 95.0, None
None, 961.0, 198.0, None, None, 2020-01-01 23:00:00, 3.0, None, 96.0, None
None, 961.0, 181.0, None, None, 2020-01-02 00:00:00, 2.4, None, 96.0, None
None, 962.0, 177.0, None, None, 2020-01-02 01:00:00, 1.8, None, 96.0, None
None, 962.0, 189.0, None, None, 2020-01-02 02:00:00, 2.5, None, 95.0, None
None, 963.0, 192.0, None, None, 2020-01-02 03:00:00, 1.6, None, 95.0, None
None, 963.0, 261.0, None, None, 2020-01-02 04:00:00, 1.3, None, 95.0, None
None, 963.0, 259.0, None, None, 2020-01-02 05:00:00, 1.0, None, 94.0, None
None, 963.0, 258.0, None, None, 2020-01-02 06:00:00, 0.1, None, 95.0, None
None, 964.0, 257.0, None, None, 2020-01-02 07:00:00, -0.3, None, 94.0, None
None, 963.0, 261.0, None, None, 2020-01-02 08:00:00, -0.9, None, 94.0, None
None, 963.0, 262.0, None, None, 2020-01-02 09:00:00, -1.3, None, 94.0, None
None, 963.0, 259.0, None, None, 2020-01-02 10:00:00, -2.2, None, 94.0, None
None, 963.0, 257.0, None, None, 2020-01-02 11:00:00, -3.1, None, 94.0, None
None, 963.0, 244.0, None, None, 2020-01-02 12:00:00, -2.5, None, 94.0, None
None, 963.0, 272.0, None, None, 2020-01-02 13:00:00, -2.8, None, 94.0, None
None, 963.0, 253.0, None, None, 2020-01-02 14:00:00, -2.8, None, 94.0, None
None, 963.0, 251.0, None, None, 2020-01-02 15:00:00, -3.4, None, 94.0, None
None, 962.0, 259.0, None, None, 2020-01-02 16:00:00, -3.0, None, 94.0, None
None, 963.0, 252.0, None, None, 2020-01-02 17:00:00, -3.1, None, 93.0, None
None, 963.0, 269.0, None, None, 2020-01-02 18:00:00, -3.0, None, 92.0, None
None, 964.0, 294.0, None, None, 2020-01-02 19:00:00, -2.9, None, 92.0, None
None, 964.0, 286.0, None, None, 2020-01-02 20:00:00, -2.2, None, 92.0, None
None, 965.0, 290.0, None, None, 2020-01-02 21:00:00, -2.4, None, 92.0, None
None, 965.0, 268.0, None, None, 2020-01-02 22:00:00, -2.7, None, 94.0, None
None, 967.0, 255.0, None, None, 2020-01-02 23:00:00, -2.8, None, 96.0, None
None, 968.0, 247.0, None, None, 2020-01-03 00:00:00, -2.9, None, 98.0, None
None, 970.0, 248.0, None, None, 2020-01-03 01:00:00, -3.2, None, 99.0, None
None, 971.0, 283.0, None, None, 2020-01-03 02:00:00, -3.3, None, 103.0, None
None, 972.0, 294.0, None, None, 2020-01-03 03:00:00, -3.2, None, 102.0, None
None, 974.0, 292.0, None, None, 2020-01-03 04:00:00, -2.5, None, 104.0, None
None, 976.0, 285.0, None, None, 2020-01-03 05:00:00, -1.2, None, 104.0, None
None, 978.0, 290.0, None, None, 2020-01-03 06:00:00, -1.6, None, 105.0, None
None, 980.0, 299.0, None, None, 2020-01-03 07:00:00, -1.0, None, 105.0, None
None, 983.0, 300.0, None, None, 2020-01-03 08:00:00, 0.5, None, 106.0, None
None, 985.0, 299.0, None, None, 2020-01-03 09:00:00, -0.1, None, 107.0, None
None, 988.0, 304.0, None, None, 2020-01-03 10:00:00, 0.5, None, 109.0, None
None, 993.0, 317.0, None, None, 2020-01-03 11:00:00, 0.7, None, 106.0, None
None, 998.0, 344.0, None, None, 2020-01-03 12:00:00, 1.1, None, 106.0, None
None, 1004.0, 356.0, None, None, 2020-01-03 13:00:00, 1.2, None, 106.0, None
None, 1010.0, 308.0, None, None, 2020-01-03 14:00:00, 2.5, None, 106.0, None
None, 1016.0, 304.0, None, None, 2020-01-03 15:00:00, 2.9, None, 106.0, None
None, 1022.0, 286.0, None, None, 2020-01-03 16:00:00, 3.5, None, 106.0, None
None, 1028.0, 296.0, None, None, 2020-01-03 17:00:00, 3.8, None, 105.0, None
None, 1029.0, 326.0, None, None, 2020-01-03 18:00:00, 3.3, None, 105.0, None
None, 1028.0, 326.0, None, None, 2020-01-03 19:00:00, 3.6, None, 105.0, None
None, 1028.0, 321.0, None, None, 2020-01-03 20:00:00, 3.5, None, 105.0, None
None, 1030.0, 323.0, None, None, 2020-01-03 21:00:00, 2.7, None, 105.0, None
None, 1032.0, 322.0, None, None, 2020-01-03 22:00:00, 2.6, None, 104.0, None
None, 1033.0, 320.0, None, None, 2020-01-03 23:00:00, 2.8, None, 105.0, None
None, 1036.0, 327.0, None, None, 2020-01-04 00:00:00, 2.0, None, 104.0, None
None, 1039.0, 357.0, None, None, 2020-01-04 01:00:00, 2.3, None, 104.0, None
None, 1041.0, 338.0, None, None, 2020-01-04 02:00:00, 2.7, None, 104.0, None
None, 1043.0, 330.0, None, None, 2020-01-04 03:00:00, 2.2, None, 104.0, None
None, 1047.0, 335.0, None, None, 2020-01-04 04:00:00, 1.3, None, 104.0, None
None, 1052.0, 375.0, None, None, 2020-01-04 05:00:00, 1.4, None, 105.0, None
None, 1060.0, 389.0, None, None, 2020-01-04 06:00:00, 1.7, None, 105.0, None
None, 1065.0, 357.0, None, None, 2020-01-04 07:00:00, 1.1, None, 104.0, None
None, 1067.0, 357.0, None, None, 2020-01-04 08:00:00, 0.9, None, 104.0, None
None, 1068.0, 343.0, None, None, 2020-01-04 09:00:00, 0.7, None, 104.0, None
