pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,snwfl_amt_pst1hr,dwpt_temp,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, 7.785, 82.8, None, None, None, None, 4.0, 7.8, 7.8, 1012.9, 0.0, 4.0, 880.0, 19.0, 83.0, None,2021-09-10 00:00:00, None, None, 880.0,37
None, 7.295, 82.7, None, None, None, None, 5.0, 7.3, 7.2, 1012.7, 0.0, 5.0, 880.0, 19.0, 83.0, None,2021-09-10 01:00:00, None, None, 880.0,37
None, 6.203, 88.7, None, None, None, None, 5.0, 6.2, 6.2, 1013.9, -1.0, 5.0, 881.0, 19.0, 89.0, None,2021-09-10 02:00:00, None, None, 881.0,37
None, 5.619, 91.0, None, None, None, None, 4.0, 5.6, 5.6, 1013.9, 1.0, 4.0, 881.0, 19.0, 91.0, None,2021-09-10 03:00:00, None, None, 881.0,37
None, 4.803, 89.2, None, None, None, None, 3.0, 4.8, 4.8, 1015.4, -1.0, 3.0, 882.0, 19.0, 89.0, None,2021-09-10 04:00:00, None, None, 882.0,37
None, 4.218, 90.9, None, None, None, None, 3.0, 4.2, 4.2, 1015.8, 0.0, 3.0, 882.0, 19.0, 91.0, None,2021-09-10 05:00:00, None, None, 882.0,37
None, 3.762, 91.5, None, None, None, None, 2.0, 3.8, 3.8, 1016.3, 0.0, 2.0, 882.0, 19.0, 92.0, None,2021-09-10 06:00:00, None, None, 882.0,37
None, 3.664, 91.9, None, None, None, None, 2.0, 3.7, 3.5, 1016.7, 0.0, 2.0, 882.0, 3.9, 92.0, None,2021-09-10 07:00:00, None, None, 882.0,37
None, 5.407, 93.7, None, None, None, None, 5.0, 5.4, 3.5, 1018.0, 1.0, 5.0, 883.0, 5.4, 94.0, None,2021-09-10 08:00:00, None, None, 883.0,37
None, 10.01, 73.85, None, None, None, None, 6.0, 10.0, 3.5, 1016.5, 1.0, 6.0, 882.0, 10.0, 74.0, None,2021-09-10 09:00:00, None, None, 882.0,37
None, 15.89, 52.07, None, None, None, None, 5.0, 15.9, 3.5, 1015.8, 0.0, 5.0, 882.0, 15.8, 52.0, None,2021-09-10 10:00:00, None, None, 882.0,37
None, 19.6, 44.47, None, None, None, None, 8.0, 19.6, 3.5, 1014.3, 1.0, 8.0, 881.0, 19.6, 44.0, None,2021-09-10 11:00:00, None, None, 881.0,37
None, 20.7, 41.91, None, None, None, None, 7.0, 20.7, 3.5, 1013.2, 0.0, 7.0, 880.0, 20.6, 42.0, None,2021-09-10 12:00:00, None, None, 880.0,37
None, 22.16, 36.86, None, None, None, None, 7.0, 22.2, 3.5, 1011.9, 1.0, 7.0, 879.0, 22.4, 37.0, None,2021-09-10 13:00:00, None, None, 879.0,37
None, 23.4, 33.54, None, None, None, None, 6.0, 23.4, 3.5, 1011.8, 1.0, 6.0, 879.0, 23.8, 34.0, None,2021-09-10 14:00:00, None, None, 879.0,37
None, 21.99, 37.59, None, None, None, None, 7.0, 22.0, 3.5, 1011.0, -1.0, 7.0, 878.0, 23.8, 38.0, None,2021-09-10 15:00:00, None, None, 878.0,37
None, 20.75, 40.48, None, None, None, None, 7.0, 20.8, 3.5, 1011.3, -1.0, 7.0, 878.0, 23.8, 40.0, None,2021-09-10 16:00:00, None, None, 878.0,37
None, 18.43, 58.68, None, None, None, None, 10.0, 18.4, 3.5, 1011.7, -1.0, 10.0, 878.0, 23.8, 59.0, None,2021-09-10 17:00:00, None, None, 878.0,37
None, 17.15, 63.27, None, None, None, None, 10.0, 17.2, 3.5, 1012.0, 0.0, 10.0, 878.0, 23.8, 63.0, None,2021-09-10 18:00:00, None, None, 878.0,37
